id,planet,planet_kr,house,house_domain,duration,theme,opportunities,challenges,advice,description
TRANSIT_Venus_H9,Venus,금성,9,"철학, 고등교육, 해외",225일,"금성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 사랑, 미, 가치의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 사랑, 미, 가치과 관련된 성장과 발전의 기회가 열립니다.","금성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 사랑, 미, 가치의 관점을 적용해보세요. 금성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Venus transit to natal position: Activates change and growth.
TRANSIT_Venus_H10,Venus,금성,10,"경력, 명성, 사회적 지위",225일,"금성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 사랑, 미, 가치의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 사랑, 미, 가치과 관련된 성장과 발전의 기회가 열립니다.","금성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 사랑, 미, 가치의 관점을 적용해보세요. 금성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Venus transit to natal position: Activates change and growth.
TRANSIT_Venus_H11,Venus,금성,11,"친구, 희망, 단체활동",225일,"금성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 사랑, 미, 가치의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 사랑, 미, 가치과 관련된 성장과 발전의 기회가 열립니다.","금성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 사랑, 미, 가치의 관점을 적용해보세요. 금성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Venus transit to natal position: Activates change and growth.
TRANSIT_Venus_H12,Venus,금성,12,"무의식, 영성, 숨겨진 것",225일,"금성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 사랑, 미, 가치의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 사랑, 미, 가치과 관련된 성장과 발전의 기회가 열립니다.","금성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 사랑, 미, 가치의 관점을 적용해보세요. 금성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Venus transit to natal position: Activates change and growth.
TRANSIT_Mars_H1,Mars,화성,1,"자아, 외모, 첫인상",2년,"화성이(가) 1하우스(자아, 외모, 첫인상)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","자아, 외모, 첫인상 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 자아, 외모, 첫인상 관련 도전이 있을 수 있습니다.","이 시기에는 자아, 외모, 첫인상 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H2,Mars,화성,2,"재정, 가치관, 소유",2년,"화성이(가) 2하우스(재정, 가치관, 소유)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","재정, 가치관, 소유 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 재정, 가치관, 소유 관련 도전이 있을 수 있습니다.","이 시기에는 재정, 가치관, 소유 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H3,Mars,화성,3,"소통, 형제, 단거리 이동",2년,"화성이(가) 3하우스(소통, 형제, 단거리 이동)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","소통, 형제, 단거리 이동 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 소통, 형제, 단거리 이동 관련 도전이 있을 수 있습니다.","이 시기에는 소통, 형제, 단거리 이동 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H4,Mars,화성,4,"가정, 뿌리, 부동산",2년,"화성이(가) 4하우스(가정, 뿌리, 부동산)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","가정, 뿌리, 부동산 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 가정, 뿌리, 부동산 관련 도전이 있을 수 있습니다.","이 시기에는 가정, 뿌리, 부동산 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H5,Mars,화성,5,"창조, 로맨스, 자녀",2년,"화성이(가) 5하우스(창조, 로맨스, 자녀)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","창조, 로맨스, 자녀 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 창조, 로맨스, 자녀 관련 도전이 있을 수 있습니다.","이 시기에는 창조, 로맨스, 자녀 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H6,Mars,화성,6,"건강, 일상, 봉사",2년,"화성이(가) 6하우스(건강, 일상, 봉사)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","건강, 일상, 봉사 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 건강, 일상, 봉사 관련 도전이 있을 수 있습니다.","이 시기에는 건강, 일상, 봉사 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H7,Mars,화성,7,"파트너십, 결혼, 계약",2년,"화성이(가) 7하우스(파트너십, 결혼, 계약)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","파트너십, 결혼, 계약 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 파트너십, 결혼, 계약 관련 도전이 있을 수 있습니다.","이 시기에는 파트너십, 결혼, 계약 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H8,Mars,화성,8,"변환, 공유자원, 심리",2년,"화성이(가) 8하우스(변환, 공유자원, 심리)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","변환, 공유자원, 심리 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 변환, 공유자원, 심리 관련 도전이 있을 수 있습니다.","이 시기에는 변환, 공유자원, 심리 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H9,Mars,화성,9,"철학, 고등교육, 해외",2년,"화성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H10,Mars,화성,10,"경력, 명성, 사회적 지위",2년,"화성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H11,Mars,화성,11,"친구, 희망, 단체활동",2년,"화성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Mars_H12,Mars,화성,12,"무의식, 영성, 숨겨진 것",2년,"화성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 행동, 에너지, 욕망의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 행동, 에너지, 욕망과 관련된 성장과 발전의 기회가 열립니다.","화성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 행동, 에너지, 욕망의 관점을 적용해보세요. 화성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Mars transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H1,Jupiter,목성,1,"자아, 외모, 첫인상",12년,"목성이(가) 1하우스(자아, 외모, 첫인상)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","자아, 외모, 첫인상 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 자아, 외모, 첫인상 관련 도전이 있을 수 있습니다.","이 시기에는 자아, 외모, 첫인상 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H2,Jupiter,목성,2,"재정, 가치관, 소유",12년,"목성이(가) 2하우스(재정, 가치관, 소유)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","재정, 가치관, 소유 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 재정, 가치관, 소유 관련 도전이 있을 수 있습니다.","이 시기에는 재정, 가치관, 소유 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H3,Jupiter,목성,3,"소통, 형제, 단거리 이동",12년,"목성이(가) 3하우스(소통, 형제, 단거리 이동)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","소통, 형제, 단거리 이동 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 소통, 형제, 단거리 이동 관련 도전이 있을 수 있습니다.","이 시기에는 소통, 형제, 단거리 이동 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H4,Jupiter,목성,4,"가정, 뿌리, 부동산",12년,"목성이(가) 4하우스(가정, 뿌리, 부동산)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","가정, 뿌리, 부동산 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 가정, 뿌리, 부동산 관련 도전이 있을 수 있습니다.","이 시기에는 가정, 뿌리, 부동산 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H5,Jupiter,목성,5,"창조, 로맨스, 자녀",12년,"목성이(가) 5하우스(창조, 로맨스, 자녀)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","창조, 로맨스, 자녀 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 창조, 로맨스, 자녀 관련 도전이 있을 수 있습니다.","이 시기에는 창조, 로맨스, 자녀 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H6,Jupiter,목성,6,"건강, 일상, 봉사",12년,"목성이(가) 6하우스(건강, 일상, 봉사)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","건강, 일상, 봉사 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 건강, 일상, 봉사 관련 도전이 있을 수 있습니다.","이 시기에는 건강, 일상, 봉사 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H7,Jupiter,목성,7,"파트너십, 결혼, 계약",12년,"목성이(가) 7하우스(파트너십, 결혼, 계약)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","파트너십, 결혼, 계약 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 파트너십, 결혼, 계약 관련 도전이 있을 수 있습니다.","이 시기에는 파트너십, 결혼, 계약 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H8,Jupiter,목성,8,"변환, 공유자원, 심리",12년,"목성이(가) 8하우스(변환, 공유자원, 심리)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","변환, 공유자원, 심리 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 변환, 공유자원, 심리 관련 도전이 있을 수 있습니다.","이 시기에는 변환, 공유자원, 심리 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H9,Jupiter,목성,9,"철학, 고등교육, 해외",12년,"목성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H10,Jupiter,목성,10,"경력, 명성, 사회적 지위",12년,"목성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H11,Jupiter,목성,11,"친구, 희망, 단체활동",12년,"목성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Jupiter_H12,Jupiter,목성,12,"무의식, 영성, 숨겨진 것",12년,"목성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 확장, 행운, 지혜의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 확장, 행운, 지혜과 관련된 성장과 발전의 기회가 열립니다.","목성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 확장, 행운, 지혜의 관점을 적용해보세요. 목성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Jupiter transit to natal position: Activates change and growth.
TRANSIT_Saturn_H1,Saturn,토성,1,"자아, 외모, 첫인상",29년,"토성이(가) 1하우스(자아, 외모, 첫인상)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","자아, 외모, 첫인상 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 자아, 외모, 첫인상 관련 도전이 있을 수 있습니다.","이 시기에는 자아, 외모, 첫인상 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H2,Saturn,토성,2,"재정, 가치관, 소유",29년,"토성이(가) 2하우스(재정, 가치관, 소유)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","재정, 가치관, 소유 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 재정, 가치관, 소유 관련 도전이 있을 수 있습니다.","이 시기에는 재정, 가치관, 소유 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H3,Saturn,토성,3,"소통, 형제, 단거리 이동",29년,"토성이(가) 3하우스(소통, 형제, 단거리 이동)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","소통, 형제, 단거리 이동 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 소통, 형제, 단거리 이동 관련 도전이 있을 수 있습니다.","이 시기에는 소통, 형제, 단거리 이동 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H4,Saturn,토성,4,"가정, 뿌리, 부동산",29년,"토성이(가) 4하우스(가정, 뿌리, 부동산)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","가정, 뿌리, 부동산 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 가정, 뿌리, 부동산 관련 도전이 있을 수 있습니다.","이 시기에는 가정, 뿌리, 부동산 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H5,Saturn,토성,5,"창조, 로맨스, 자녀",29년,"토성이(가) 5하우스(창조, 로맨스, 자녀)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","창조, 로맨스, 자녀 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 창조, 로맨스, 자녀 관련 도전이 있을 수 있습니다.","이 시기에는 창조, 로맨스, 자녀 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H6,Saturn,토성,6,"건강, 일상, 봉사",29년,"토성이(가) 6하우스(건강, 일상, 봉사)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","건강, 일상, 봉사 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 건강, 일상, 봉사 관련 도전이 있을 수 있습니다.","이 시기에는 건강, 일상, 봉사 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H7,Saturn,토성,7,"파트너십, 결혼, 계약",29년,"토성이(가) 7하우스(파트너십, 결혼, 계약)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","파트너십, 결혼, 계약 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 파트너십, 결혼, 계약 관련 도전이 있을 수 있습니다.","이 시기에는 파트너십, 결혼, 계약 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H8,Saturn,토성,8,"변환, 공유자원, 심리",29년,"토성이(가) 8하우스(변환, 공유자원, 심리)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","변환, 공유자원, 심리 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 변환, 공유자원, 심리 관련 도전이 있을 수 있습니다.","이 시기에는 변환, 공유자원, 심리 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H9,Saturn,토성,9,"철학, 고등교육, 해외",29년,"토성이(가) 9하우스(철학, 고등교육, 해외)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","철학, 고등교육, 해외 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 철학, 고등교육, 해외 관련 도전이 있을 수 있습니다.","이 시기에는 철학, 고등교육, 해외 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H10,Saturn,토성,10,"경력, 명성, 사회적 지위",29년,"토성이(가) 10하우스(경력, 명성, 사회적 지위)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","경력, 명성, 사회적 지위 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 경력, 명성, 사회적 지위 관련 도전이 있을 수 있습니다.","이 시기에는 경력, 명성, 사회적 지위 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H11,Saturn,토성,11,"친구, 희망, 단체활동",29년,"토성이(가) 11하우스(친구, 희망, 단체활동)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","친구, 희망, 단체활동 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 친구, 희망, 단체활동 관련 도전이 있을 수 있습니다.","이 시기에는 친구, 희망, 단체활동 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Saturn_H12,Saturn,토성,12,"무의식, 영성, 숨겨진 것",29년,"토성이(가) 12하우스(무의식, 영성, 숨겨진 것)를 지나면서 제한, 책임, 구조의 에너지가 이 영역에 영향을 미칩니다.","무의식, 영성, 숨겨진 것 영역에서 제한, 책임, 구조과 관련된 성장과 발전의 기회가 열립니다.","토성의 에너지가 강하게 작용하여 무의식, 영성, 숨겨진 것 관련 도전이 있을 수 있습니다.","이 시기에는 무의식, 영성, 숨겨진 것 영역에 제한, 책임, 구조의 관점을 적용해보세요. 토성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Saturn transit to natal position: Activates change and growth.
TRANSIT_Uranus_H1,Uranus,천왕성,1,"자아, 외모, 첫인상",84년,"천왕성이(가) 1하우스(자아, 외모, 첫인상)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","자아, 외모, 첫인상 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 자아, 외모, 첫인상 관련 도전이 있을 수 있습니다.","이 시기에는 자아, 외모, 첫인상 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H2,Uranus,천왕성,2,"재정, 가치관, 소유",84년,"천왕성이(가) 2하우스(재정, 가치관, 소유)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","재정, 가치관, 소유 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 재정, 가치관, 소유 관련 도전이 있을 수 있습니다.","이 시기에는 재정, 가치관, 소유 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H3,Uranus,천왕성,3,"소통, 형제, 단거리 이동",84년,"천왕성이(가) 3하우스(소통, 형제, 단거리 이동)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","소통, 형제, 단거리 이동 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 소통, 형제, 단거리 이동 관련 도전이 있을 수 있습니다.","이 시기에는 소통, 형제, 단거리 이동 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
TRANSIT_Uranus_H4,Uranus,천왕성,4,"가정, 뿌리, 부동산",84년,"천왕성이(가) 4하우스(가정, 뿌리, 부동산)를 지나면서 혁신, 자유, 변화의 에너지가 이 영역에 영향을 미칩니다.","가정, 뿌리, 부동산 영역에서 혁신, 자유, 변화과 관련된 성장과 발전의 기회가 열립니다.","천왕성의 에너지가 강하게 작용하여 가정, 뿌리, 부동산 관련 도전이 있을 수 있습니다.","이 시기에는 가정, 뿌리, 부동산 영역에 혁신, 자유, 변화의 관점을 적용해보세요. 천왕성의 지혜를 활용하면 좋은 결과가 있을 것입니다.",Uranus transit to natal position: Activates change and growth.
