id,label,type,number,name_ko,name_cn,name_en,upper_trigram,lower_trigram,element,description,judgment,image,life_situation,timing_advice,saju_parallel,astro_parallel
hex_33,遯,hexagram,33,둔(遯) - 물러남/은둔,天山遯,Retreat,건,간,금(金),"하늘 아래 산이 있어 산이 하늘 아래로 물러나는 형상. 때를 알고 물러나는 지혜의 괘이다. 적극적인 후퇴는 비겁이 아니라 전략이다.","형통하니 작은 일에 올바름이 이롭다.","하늘 아래 산이 있으니 군자는 소인을 멀리하되 미워하지 않고 엄숙함으로 한다.","뒤로 물러서야 할 때. 불리한 상황에서 전략적으로 후퇴해야 할 시기.","때를 알고 물러나는 것이 진정한 지혜이다. 집착을 내려놓고 거리를 두라. 물러남이 곧 전진이다.","인성(印星)의 은둔 에너지. 편인(偏印)의 고독한 수행. 목욕(沐浴)과 쇠(衰) 단계의 후퇴.","물고기자리/염소자리. 12하우스의 은둔. 해왕성의 물러남. 토성의 전략적 후퇴."
hex_34,大壯,hexagram,34,대장(大壯) - 큰 장함,雷天大壯,The Power of the Great,진,건,목(木),"우레가 하늘 위에서 치는 형상. 양의 힘이 극에 달한 크고 강한 에너지의 괘이다. 그러나 힘이 강할수록 올바름을 지켜야 한다.","올바름이 이롭다.","우레가 하늘 위에 있으니 군자는 예(禮)가 아니면 밟지 않는다.","힘이 넘치고 자신감이 충만한 때. 적극적으로 나아가야 하지만 절제가 필요한 시기.","힘을 올바르게 사용하라. 강한 것을 꺾으려 하지 말고 부드럽게 이끌어라. 교만은 화를 부른다.","양인(羊刃)과 건록(建祿)의 강한 힘. 비겁(比劫)이 왕성한 사주. 신강(身强)한 기운.","양자리/사자자리. 화성과 태양의 강한 힘. 1하우스의 자아 에너지. 화성-목성 합."
hex_35,晉,hexagram,35,진(晉) - 나아감/진출,火地晉,Progress,리,곤,화(火),"불이 땅 위에 떠오르는 형상. 태양이 떠오르듯 밝게 나아가는 진보의 괘이다. 밝은 덕으로 인정받아 높은 자리에 오른다.","제후(康侯)가 말을 하사받아 하루에 세 번 접견한다.","밝음이 땅 위에 나오니 군자는 스스로 밝은 덕을 밝힌다.","승진하거나 사회적으로 인정받는 때. 능력이 드러나 발탁되는 시기.","밝은 덕으로 나아가라. 실력이 인정받는 때이니 적극적으로 표현하라. 겸손을 잊지 말라.","정관(正官)의 승진. 재생관(財生官)의 출세 구조. 관인상생(官印相生)의 영달.","사자자리/사수자리. 태양과 목성의 상승. 10하우스의 성취. MC-목성 합의 사회적 인정."
hex_36,明夷,hexagram,36,명이(明夷) - 밝음의 상처,地火明夷,Darkening of the Light,곤,리,토(土),"불이 땅 아래로 들어간 형상. 밝은 빛이 어둠 속에 숨어야 하는 괘이다. 재능을 감추고 어둠 속에서 인내하며 때를 기다려야 한다.","어려움에 올바름이 이롭다.","밝음이 땅 속에 들어가니 군자는 무리를 다스림에 어두움을 사용하여 밝게 한다.","재능이 인정받지 못하거나 부당한 대우를 받는 때. 어둠 속에서 인내해야 할 시기.","밝은 빛을 감추고 때를 기다려라. 현명함을 드러내면 위험하다. 내면의 빛을 지키되 겉은 어두이 하라.","편관(偏官)의 억압. 인수(印綬)가 극도로 약한 상태. 관살혼잡에 인성이 없는 사주.","전갈자리/물고기자리. 명왕성의 억압. 12하우스의 숨겨진 빛. 토성의 시련기."
hex_37,家人,hexagram,37,가인(家人) - 가정/집안 사람,風火家人,The Family (The Clan),손,리,목(木),"바람과 불이 함께하는 형상. 가정의 질서와 화목의 괘이다. 각자가 자기 역할을 충실히 하면 가정이 화목하고 천하도 안정된다.","여자의 올바름이 이롭다.","바람이 불에서 나오니 군자는 말에 실질이 있고 행동에 항상함이 있다.","가정 문제를 돌보아야 할 때. 가족 관계를 정립하거나 가정에 집중해야 할 시기.","가정의 질서를 바로 잡아라. 각자의 역할에 충실하라. 집이 편안해야 세상일도 잘 풀린다.","정인(正印)의 가정적 안정. 정재(正財)와 정관(正官)의 전통적 가정 구조. 인성의 따스함.","게자리/처녀자리. 달의 가정 에너지. 4하우스의 가정. IC(천저)의 뿌리와 안정."
hex_38,睽,hexagram,38,규(睽) - 어긋남/등짐,火澤睽,Opposition,리,태,화(火),"불은 위로 못의 물은 아래로 서로 등지는 형상. 의견이 다르고 대립하는 괘이다. 그러나 다름 속에서도 합의점을 찾을 수 있다.","작은 일에 길하다.","위는 불이요 아래는 못이니 군자는 같으면서도 다르게 한다.","사람들과 의견이 맞지 않는 때. 갈등과 오해가 있지만 큰 결렬은 아닌 시기.","다름을 인정하라. 무리하게 합치려 하지 말고 각자의 위치에서 역할을 하라. 작은 것에서 합의하라.","충(沖)의 에너지. 천간충(天干沖)이나 지지충(地支沖)의 갈등. 식상과 관의 충돌.","쌍둥이자리/사수자리 축. 수성과 목성의 대립. 대립 속 상호보완. 오포지션(180도) 애스펙트."
hex_39,蹇,hexagram,39,건(蹇) - 절뚝거림/험난,水山蹇,Obstruction,감,간,수(水),"물이 산 위에 있어 앞에 험한 물이 뒤에 험한 산이 가로막는 형상. 진퇴양난의 괘이다. 그러나 험난 속에서 자기를 닦으면 더 큰 성장이 있다.","서남쪽이 이롭고 동북쪽은 이롭지 않다. 대인을 보는 것이 이롭고 올바름이 길하다.","산 위에 물이 있으니 군자는 자기 몸에 돌이켜 덕을 닦는다.","앞으로도 뒤로도 갈 수 없는 막막한 때. 사방이 막힌 느낌이 드는 시기.","어려울 때일수록 자기 자신을 돌아봐라. 험난은 성장의 기회이다. 조력자를 구하고 순리를 따르라.","기신(忌神)이 사방에서 충극하는 상태. 관살(官殺)의 공격에 인성(印星)이 부족한 사주.","토성/명왕성의 시련. 염소자리의 산. 전갈자리의 깊은 물. 12하우스의 감금된 느낌."
hex_40,解,hexagram,40,해(解) - 풀림/해방,雷水解,Deliverance,진,감,목(木),"우레와 비가 함께 내리는 형상. 오랜 긴장과 어려움이 풀리는 해방의 괘이다. 봄 우레와 비가 대지를 깨우듯 막혔던 것이 해소된다.","서남쪽이 이롭다. 갈 바가 없으면 돌아오면 길하고 갈 바가 있으면 빨리 가면 길하다.","우레와 비가 일어나니 군자는 과실을 사하고 죄를 용서한다.","오래된 문제가 해결되는 때. 억눌렸던 것이 풀리고 자유를 되찾는 시기.","문제가 풀리면 빨리 수습하고 일상으로 돌아가라. 남의 잘못을 용서하라. 지체하지 말라.","형충파해(刑沖破害)가 해소되는 시기. 용신(用神)이 투출하여 기신을 제어. 대운의 전환점.","목성의 해방 에너지. 사수자리의 자유. 물병자리의 해방. 목성-천왕성 합의 돌파."
hex_41,損,hexagram,41,손(損) - 덜어냄/줄임,山澤損,Decrease,간,태,토(土),"산 아래 못의 물이 줄어드는 형상. 아래를 덜어 위를 보태는 괘이다. 욕심을 줄이고 핵심에 집중하면 오히려 이로움이 있다.","믿음이 있으면 크게 길하고 허물이 없으며 올바를 수 있고 갈 바가 있으면 이롭다.","산 아래 못이 있으니 군자는 분노를 징계하고 욕심을 막는다.","지출을 줄이거나 불필요한 것을 덜어내야 할 때. 미니멀리즘이 필요한 시기.","욕심을 줄여라. 비본질적인 것을 과감히 버려라. 줄인 만큼 핵심이 강해진다. 진심이면 길하다.","식신제살(食神制殺)의 절제. 재성(財星)이 과다할 때 인성으로 제어. 겁재(劫財)의 손실과 배움.","처녀자리/전갈자리. 토성의 절제. 8하우스의 버림. 6하우스의 정리. 명왕성의 정화."
hex_42,益,hexagram,42,익(益) - 더함/이익,風雷益,Increase,손,진,목(木),"바람과 우레가 함께하는 형상. 위를 덜어 아래를 보태는 괘이다. 베풂과 나눔으로 모두가 이로워지며 큰 사업을 시작하기에 좋다.","갈 바가 있으면 이롭고 큰 강을 건너는 것이 이롭다.","바람과 우레가 함께하니 군자는 선을 보면 옮기고 과실이 있으면 고친다.","기회가 넘치고 이로운 일이 많은 때. 베풀고 투자하기에 좋은 시기.","좋은 시기에 적극적으로 투자하고 베풀어라. 선을 행하고 잘못을 고쳐라. 큰 일에 도전하라.","용신(用神)이 왕성한 대운. 재관인(財官印) 삼합의 이로운 구조. 식상생재(食傷生財)의 수익.","목성의 이로운 에너지. 사수자리의 행운. 9하우스와 2하우스의 풍요. 목성 트랜짓의 축복."
hex_43,夬,hexagram,43,쾌(夬) - 결단/터뜨림,澤天夬,Break-through (Resoluteness),태,건,금(金),"못의 물이 하늘로 올라가 넘치려는 형상. 단호한 결단으로 소인이나 악을 물리치는 괘이다. 그러나 무력보다 덕으로 결단해야 한다.","왕의 조정에 알리되 성실히 부르짖어야 하니 위험하다. 고읍에서 알려야 하고 무기에 의지하는 것이 이롭지 않다.","못이 하늘에 오르니 군자는 녹을 아랫사람에게 베풀고 덕에 거하면 꺼린다.","단호한 결단이 필요한 때. 나쁜 습관이나 유해한 관계를 끊어야 할 시기.","단호하게 결단하라. 그러나 힘이 아닌 의로움으로 결단하라. 남은 악을 완전히 제거하라.","양인(羊刃)의 결단. 상관(傷官)의 날카로운 판단. 편관(偏官)을 제어하는 식신의 단호함.","양자리/전갈자리. 화성의 결단. 명왕성의 정리. 8하우스의 단절. 화성-명왕성 합의 결단."
hex_44,姤,hexagram,44,구(姤) - 만남/우연,天風姤,Coming to Meet,건,손,금(金),"하늘 아래 바람이 부는 형상. 예기치 않은 만남의 괘이다. 한 줄기 음이 다섯 양 아래로 스며들듯 유혹적이지만 위험한 만남을 경계해야 한다.","여자가 건장하니 여자를 취하지 말라.","하늘 아래 바람이 있으니 임금이 명령을 내려 사방에 알린다.","예상치 못한 만남이 있는 때. 유혹적인 기회가 나타나지만 신중해야 할 시기.","우연한 만남에 주의하라. 달콤한 유혹에 넘어가지 말라. 첫인상에 속지 말고 본질을 파악하라.","도화(桃花)와 함지(咸池)의 유혹. 편재(偏財)의 돌발적 만남. 상관(傷官)의 충동적 끌림.","금성-해왕성의 유혹. 전갈자리의 관능. 8하우스의 은밀한 만남. 5하우스의 로맨스."
hex_45,萃,hexagram,45,췌(萃) - 모임/집결,澤地萃,Gathering Together (Massing),태,곤,금(金),"못이 땅 위에 있어 물이 모이는 형상. 사람들이 한곳에 모이는 집결의 괘이다. 위대한 지도자 아래 사람들이 뜻을 모으면 큰 일을 이룬다.","형통하다. 왕이 묘(廟)에 이르니 대인을 보는 것이 이롭고 형통하며 올바름이 이롭다. 큰 희생을 쓰면 길하고 갈 바가 있으면 이롭다.","못이 땅 위에 있으니 군자는 병기를 제거하고 뜻밖의 일에 대비한다.","사람들이 모이는 행사나 조직을 꾸려야 할 때. 공동체 형성과 연대의 시기.","뜻을 같이 하는 사람들을 모아라. 명확한 목적과 비전을 제시하라. 대비를 게을리하지 말라.","비겁(比劫)의 모임 에너지. 비견(比肩)의 동지 결속. 방합(方合)이나 삼합(三合)의 결집.","물병자리/사자자리. 천왕성의 집단 에너지. 11하우스의 모임. 태양의 구심력."
hex_46,升,hexagram,46,승(升) - 올라감/상승,地風升,Pushing Upward,곤,손,토(土),"땅 속에서 나무가 자라나는 형상. 조용하지만 꾸준히 성장하는 상승의 괘이다. 나무가 하루에 한 마디씩 자라듯 점진적 발전을 상징한다.","크게 형통하니 대인을 봄이 이롭다. 근심하지 말라. 남쪽으로 가면 길하다.","땅 가운데 나무가 자라니 군자는 순(順)하여 덕을 쌓아 작은 것을 모아 높고 큰 것에 이른다.","꾸준히 성장하고 있는 때. 승진이나 사업 확장이 자연스럽게 이루어지는 시기.","조급해하지 말고 한 걸음씩 올라가라. 점진적 성장이 가장 확실하다. 멘토를 찾아라.","장생(長生)에서 관대(冠帶)로의 성장. 식상생재(食傷生財)의 자연스러운 성장. 대운의 상승기.","목성의 성장 에너지. 황소자리/처녀자리의 꾸준한 발전. 10하우스의 점진적 승진. MC 상승."
hex_47,困,hexagram,47,곤(困) - 곤궁/곤경,澤水困,Oppression (Exhaustion),태,감,금(金),"못의 물이 빠져나간 형상. 곤궁하고 궁지에 몰린 괘이다. 그러나 말로는 믿어주지 않으니 행동으로 보여야 하며 뜻있는 자만이 견딜 수 있다.","형통하고 올바름이 이롭다. 대인이면 길하고 허물이 없다. 말해도 믿어주지 않는다.","못에 물이 없으니 군자는 목숨을 걸어 뜻을 이룬다.","재정적으로 궁핍하거나 사면초가에 빠진 때. 말이 통하지 않고 외로운 시기.","곤궁할 때 말보다 행동으로 보여라. 포기하지 말고 뜻을 지켜라. 군자는 곤경에서 더 빛난다.","재성(財星)이 극도로 약한 사주. 비겁(比劫)이 재를 극하여 궁핍. 기신 대운의 재정적 곤란.","토성의 제한. 염소자리/물고기자리의 곤경. 2하우스와 12하우스의 궁핍. 토성-해왕성 스퀘어."
hex_48,井,hexagram,48,정(井) - 우물,水風井,The Well,감,손,수(水),"나무 위에 물이 올라오는 형상. 마을의 우물처럼 변하지 않는 근본적 가치와 지혜의 원천을 상징한다. 자기 안의 깊은 샘을 찾아라.","마을을 옮겨도 우물은 옮기지 않으니 줄지도 늘지도 않는다. 오고 가는 이가 우물물을 쓰니 두레박 줄이 거의 닿았는데 두레박이 깨지면 흉하다.","나무 위에 물이 있으니 군자는 백성을 위로하고 서로 돕기를 권한다.","자기 내면의 깊은 지혜를 찾아야 할 때. 변하지 않는 근본 원리를 탐구해야 할 시기.","내면의 우물을 깊이 파라. 근본으로 돌아가라. 끝까지 해야 물을 길을 수 있으니 중도에 그만두지 말라.","인성(印星)의 지혜의 원천. 정인(正印)의 깊은 학문. 편인(偏印)의 영적 원천. 일간의 뿌리.","물병자리/전갈자리. 천왕성의 깊은 통찰. 4하우스의 뿌리. 8하우스의 심층 탐구."
hex_49,革,hexagram,49,혁(革) - 변혁/혁명,澤火革,Revolution (Molting),태,리,금(金),"못과 불이 만나 서로를 소멸시키는 형상. 근본적 변혁과 혁명의 괘이다. 낡은 것을 불태우고 새로운 질서를 세우는 강력한 변화의 에너지이다.","이미 하루가 지나야 믿으니 크게 형통하고 올바름이 이로우며 회한이 사라진다.","못 가운데 불이 있으니 군자는 역법을 밝혀 때를 분명히 한다.","근본적인 변화가 필요한 때. 직업 전환 이혼 이사 등 인생의 큰 전환점.","과감히 변화하라. 낡은 것을 버리고 새 것을 세워라. 그러나 명분이 있어야 사람들이 따른다.","상관견관(傷官見官)의 혁명적 변화. 양인(羊刃)이 충(沖)을 당하는 격변. 대운의 급격한 전환.","천왕성/명왕성의 변혁. 물병자리의 혁명. 전갈자리의 죽음과 재생. 8하우스의 근본적 변화."
hex_50,鼎,hexagram,50,정(鼎) - 솥/새로운 질서,火風鼎,The Caldron,리,손,화(火),"불 위에 바람이 있어 솥에 불을 지피는 형상. 혁명(혁) 다음의 새로운 질서를 세우는 괘이다. 현인을 등용하고 새로운 문명을 건설한다.","크게 길하고 형통하다.","나무 위에 불이 있으니 군자는 자리를 바르게 하여 명을 굳건히 한다.","새 질서를 세우거나 새 조직을 구성해야 할 때. 변화 후 안정화 시기.","새로운 체계를 세워라. 현명한 사람을 등용하라. 혁명 후 건설이 더 중요하다.","정관(正官)의 새 질서. 인성(印星)으로 관(官)을 설기하여 새 체제 안정화. 재생관(財生官)의 건설.","사자자리/물병자리 축. 태양의 새 질서. 천왕성의 혁신적 체계. 10하우스의 재건."
hex_51,震,hexagram,51,진(震) - 우레/진동,震為雷,The Arousing (Shock Thunder),진,진,목(木),"우레가 겹쳐 진동하는 형상. 갑작스러운 충격과 각성의 괘이다. 놀랍지만 두려워하면서도 웃으며 말할 수 있다면 이겨낼 수 있다.","형통하다. 진이 오면 두려워하더니 뒤에 웃으며 말하리라. 진이 백 리를 놀라게 하나 술잔과 국자를 떨어뜨리지 않는다.","거듭 우레가 치니 군자는 두려워하며 자기를 수양한다.","갑작스러운 사건이나 충격적 소식이 있는 때. 각성하고 새로 시작해야 할 시기.","충격에 놀라도 중심을 잃지 말라. 위기는 각성의 기회이다. 두려움 속에서 자기를 돌아봐라.","편관(偏官)의 충격. 칠살(七殺)의 돌발적 사건. 충(沖)이나 형(刑)의 갑작스러운 변동.","천왕성/화성의 충격. 물병자리의 돌발. 양자리의 각성. 1하우스의 전율. 화성-천왕성 합."
hex_52,艮,hexagram,52,간(艮) - 산/멈춤,艮為山,Keeping Still (Mountain),간,간,토(土),"산이 겹쳐 정지하는 형상. 멈추어야 할 때 멈추는 지혜의 괘이다. 명상과 고요함 그리고 자기 내면에 집중하는 수행의 에너지를 담고 있다.","등에 멈추니 그 몸을 얻지 못하며 뜰에 가도 그 사람을 보지 못하니 허물이 없다.","겹산이니 군자는 생각이 그 자리를 벗어나지 않는다.","멈추고 쉬어야 할 때. 명상이나 내면 수행이 필요한 시기. 활동보다 정지가 요구되는 때.","지금은 멈추어야 할 때이다. 행동보다 관조하라. 고요히 앉아 내면의 소리를 들어라.","편인(偏印)의 명상. 인성(印星)의 고요한 수행. 묘(墓)와 절(絶) 단계의 정지.","토성의 정지. 염소자리/처녀자리의 고요함. 12하우스의 명상. 4하우스의 안식."
hex_53,漸,hexagram,53,점(漸) - 점진/나아감,風山漸,Development (Gradual Progress),손,간,목(木),"산 위에 나무가 자라는 형상. 점진적이고 차근차근한 발전의 괘이다. 기러기가 단계적으로 날아오르듯 순서에 따라 나아가야 한다.","여자를 취하면 길하다. 올바름이 이롭다.","산 위에 나무가 있으니 군자는 현덕에 거하여 풍속을 선하게 한다.","결혼 준비나 장기 프로젝트를 진행하는 때. 단계적으로 접근해야 할 시기.","순서를 밟아 천천히 나아가라. 건너뛰려 하면 넘어진다. 기러기처럼 차근차근 올라가라.","장생(長生)에서 관대(冠帶)까지의 점진적 성장. 식상(食傷)이 재성(財星)으로 서서히 전환되는 과정.","처녀자리/황소자리. 토성의 점진적 성장. 2하우스의 꾸준한 축적. 6하우스의 성실한 노력."
hex_54,歸妹,hexagram,54,귀매(歸妹) - 시집감/종속,雷澤歸妹,The Marrying Maiden,진,태,금(金),"우레 아래 못이 있는 형상. 질서를 따르지 않는 급한 결합의 괘이다. 충동적인 행동이나 성급한 결정을 경계하며 분수를 알아야 함을 가르친다.","가면 흉하니 이로울 바가 없다.","못 위에 우레가 있으니 군자는 끝마침의 폐단을 알아 영원한 것을 헤아린다.","성급하게 결정하려는 충동이 있는 때. 관계에서 종속적 위치에 놓이는 시기.","충동적으로 행동하지 말라. 순서와 예절을 지켜라. 끝을 생각하고 시작하라.","도화(桃花)의 충동적 끌림. 상관(傷官)의 성급한 행동. 겁재(劫財)의 급한 결합.","화성-금성의 충동. 양자리의 성급함. 5하우스의 즉흥적 연애. 7하우스의 서둔 결합."
hex_55,豐,hexagram,55,풍(豐) - 풍성/풍요,雷火豐,Abundance (Fullness),진,리,화(火),"우레와 불이 함께하는 형상. 밝음과 움직임이 합쳐져 최고의 풍요와 번영을 누리는 괘이다. 그러나 절정은 곧 기울기 시작하니 겸손을 잃지 말아야 한다.","형통하니 왕이 이에 이른다. 근심하지 말라. 태양이 중천에 있는 것이 마땅하다.","우레와 불이 함께 이르니 군자는 송사를 다스리고 형벌을 행한다.","최고의 전성기를 누리는 때. 사업이 번성하고 인생의 절정에 있는 시기.","풍요를 누리되 교만하지 말라. 절정은 영원하지 않으니 지금 선행과 나눔에 힘쓰라.","재관(財官)이 왕성한 전성기. 신강(身强)하면서 재관인(財官印)이 모두 유력한 대격국.","목성-태양의 풍요. 사자자리의 전성기. 2하우스와 10하우스의 풍요. 목성 리턴의 축복."
hex_56,旅,hexagram,56,려(旅) - 여행/나그네,火山旅,The Wanderer,리,간,화(火),"산 위에 불이 타오르는 형상. 정처 없이 떠도는 나그네의 괘이다. 타향살이의 고독과 불안정 속에서도 올바름을 지키면 작은 성공을 거둘 수 있다.","작게 형통하니 나그네의 올바름이 길하다.","산 위에 불이 있으니 군자는 형벌을 밝고 신중히 하여 옥사를 머물게 하지 않는다.","여행 중이거나 이사 전출 등으로 불안정한 때. 타지에서 홀로 살아가야 할 시기.","겸손하고 조심스럽게 행동하라. 타향에서는 분수를 지키고 현지인에게 예의를 갖추라.","역마(驛馬)와 화개(華蓋)의 에너지. 편인(偏印)의 방랑. 식신(食神)의 여행 중 체험.","사수자리/쌍둥이자리. 목성의 여행. 9하우스의 원거리 이동. 3하우스의 단거리 이동."
hex_57,巽,hexagram,57,손(巽) - 바람/순종,巽為風,The Gentle (The Penetrating Wind),손,손,목(木),"바람이 겹쳐 부는 형상. 부드럽지만 끈질기게 스며드는 힘의 괘이다. 바람처럼 부드럽게 그러나 지속적으로 영향을 미치면 큰 변화를 이룬다.","작게 형통하니 갈 바가 있으면 이롭고 대인을 보는 것이 이롭다.","바람이 거듭 따르니 군자는 명령을 거듭하여 일을 행한다.","부드러운 설득이나 점진적 영향력이 필요한 때. 은연중에 변화를 이끌어야 할 시기.","강하게 밀어붙이지 말고 부드럽게 스며들어라. 바람처럼 끈질기게 반복하라. 온유함이 승리한다.","인성(印星)의 부드러운 영향력. 정인(正印)의 교육적 감화. 식신(食神)의 은은한 매력.","천칭자리/쌍둥이자리. 금성의 부드러움. 수성의 소통. 3하우스의 반복적 전달."
hex_58,兌,hexagram,58,태(兌) - 못/기쁨,兌為澤,The Joyous (Lake),태,태,금(金),"못이 겹쳐 물이 넘치는 형상. 기쁨과 즐거움이 넘치는 괘이다. 진정한 기쁨은 내면에서 우러나며 말과 토론으로 배움의 즐거움을 나눈다.","형통하니 올바름이 이롭다.","붙어있는 못이니 군자는 벗과 더불어 강습(講習)한다.","기쁜 일이 있거나 사교적 활동이 활발한 때. 소통과 교류가 활발한 시기.","진심으로 기뻐하고 기쁨을 나누라. 벗과 함께 배우고 토론하라. 가식적 웃음은 경계하라.","식신(食神)의 순수한 기쁨. 비견(比肩)의 우정. 재성(財星)으로 이어지는 생산적 즐거움.","금성/수성의 기쁨. 쌍둥이자리의 소통. 천칭자리의 교류. 3하우스와 11하우스의 사교."
hex_59,渙,hexagram,59,환(渙) - 흩어짐/분산,風水渙,Dispersion (Dissolution),손,감,목(木),"바람이 물 위에 부는 형상. 얼음이 녹듯 응어리진 것이 흩어지는 괘이다. 고정관념이나 막힌 마음을 열고 새로운 관점으로 세상을 보는 에너지이다.","형통하니 왕이 묘(廟)에 이른다. 큰 강을 건너는 것이 이롭고 올바름이 이롭다.","바람이 물 위에 행하니 선왕이 상제에게 제사하고 묘를 세웠다.","고정관념이 깨지거나 새로운 관점이 열리는 때. 마음의 벽이 허물어지는 시기.","마음을 열고 편견을 버려라. 흩어짐은 자유의 시작이다. 더 큰 관점에서 세상을 보라.","형충(刑沖)이 해소되어 막힘이 풀리는 시기. 합(合)이 충(沖)으로 풀려 새 관계가 형성.","물병자리/물고기자리. 천왕성의 해방. 해왕성의 확장된 의식. 9하우스의 새 관점."
hex_60,節,hexagram,60,절(節) - 절제/마디,水澤節,Limitation,감,태,수(水),"못 위에 물이 있어 넘치지 않게 조절하는 형상. 적절한 절제와 한계 설정의 괘이다. 대나무의 마디처럼 적절한 절도가 있어야 성장할 수 있다.","형통하나 쓴 절제는 올바름을 고수할 수 없다.","못 위에 물이 있으니 군자는 수와 도를 제정하고 덕행을 의논한다.","절제가 필요한 때. 지출 음식 시간 등을 관리해야 할 시기. 한계를 설정해야 할 때.","적절히 절제하되 과도한 금욕은 피하라. 유쾌한 절도를 찾아라. 한계 속에 자유가 있다.","정관(正官)의 절제. 인성(印星)의 자기 규율. 편관(偏官)이 과하지 않은 적절한 제어.","토성/처녀자리의 절제. 염소자리의 자기 관리. 6하우스의 규율. 토성의 건전한 한계."
hex_61,中孚,hexagram,61,중부(中孚) - 마음속의 믿음,風澤中孚,Inner Truth,손,태,목(木),"바람이 못 위에 부는 형상. 마음속 깊은 곳의 진실과 신의의 괘이다. 알 속의 병아리처럼 내면의 진실이 밖으로 나타나 만물을 감화시킨다.","돼지와 물고기에도 길하니 큰 강을 건너는 것이 이롭고 올바름이 이롭다.","못 위에 바람이 있으니 군자는 옥사를 의논하여 죽임을 늦춘다.","진심과 신뢰가 핵심인 때. 상호 신뢰를 쌓아야 하거나 진실을 말해야 할 시기.","마음속 깊은 진실에 따라 행동하라. 진심은 반드시 통한다. 가장 미천한 것도 감화시킬 수 있다.","정인(正印)의 깊은 신뢰. 비견(比肩)의 진심어린 교류. 식신(食神)의 솔직한 표현.","물고기자리/쌍둥이자리. 해왕성의 영적 진실. 수성의 진실한 소통. 9하우스의 믿음."
hex_62,小過,hexagram,62,소과(小過) - 작게 지나침,雷山小過,Preponderance of the Small,진,간,목(木),"산 위에 우레가 있는 형상. 작은 일에서 약간 지나침의 괘이다. 새가 하늘 높이 날지 말고 아래로 내려와야 하듯 겸손하고 작게 행동해야 한다.","형통하니 올바름이 이롭다. 작은 일에는 가하나 큰 일에는 가하지 않다. 나는 새가 소리를 남기니 위로 가면 안 되고 아래로 가야 크게 길하다.","산 위에 우레가 있으니 군자는 행동에 지나치게 공손하고 상에 지나치게 슬퍼하며 쓰는 데 지나치게 검약하다.","큰 일보다 작은 일에 집중해야 할 때. 겸손하게 소소한 일부터 해나가야 할 시기.","큰 욕심을 부리지 말라. 작은 일에 성실하라. 겸손하게 아래로 내려와라. 소소한 것이 크다.","식신(食神)의 소소한 성취. 비견(比肩)의 검소함. 인성(印星)의 겸손한 학습 태도.","처녀자리/게자리. 수성의 섬세함. 달의 소소한 일상. 6하우스의 작은 봉사. 겸손의 에너지."
hex_63,既濟,hexagram,63,기제(既濟) - 이미 건넘/완성,水火既濟,After Completion,감,리,수(水),"물이 위에 불이 아래에 있어 완벽한 조화를 이룬 형상. 모든 것이 자리를 잡은 완성의 괘이다. 그러나 완성 후에는 반드시 흐트러짐이 오니 경계해야 한다.","작은 일에 형통하니 올바름이 이롭다. 처음은 길하나 끝은 어지럽다.","물이 불 위에 있으니 군자는 환난을 생각하여 미리 막는다.","목표를 달성하고 일이 완성된 때. 그러나 이제부터 유지와 관리가 중요한 시기.","완성에 안주하지 말라. 성공 후가 더 위험하다. 미리 다음을 준비하고 경계를 늦추지 말라.","용신(用神)이 모두 자리잡은 완벽한 사주. 그러나 운이 바뀌면 무너질 수 있는 정점.","처녀자리/물고기자리 축. 완벽한 애스펙트 배치. 그러나 프로그레스드 차트의 변화에 주의. 태양 리턴."
hex_64,未濟,hexagram,64,미제(未濟) - 아직 건너지 못함/미완,火水未濟,Before Completion,리,감,화(火),"불이 위에 물이 아래에 있어 서로 만나지 못하는 형상. 아직 완성되지 않은 미완의 괘이다. 그러나 끝은 곧 새로운 시작이며 무한한 가능성이 열려있다.","형통하니 어린 여우가 거의 건너다 꼬리를 적시니 이로울 바가 없다.","불이 물 위에 있으니 군자는 삼가서 물건을 분별하여 각각 제자리에 둔다.","아직 완성되지 않은 일이 있는 때. 마무리가 필요하지만 새로운 가능성도 보이는 시기.","끝까지 방심하지 말라. 마지막 한 걸음이 가장 중요하다. 미완성은 새 시작의 에너지이다.","대운의 전환 직전. 다음 대운의 용신(用神)이 보이지만 아직 도래하지 않은 상태. 새로운 순환의 시작.","양자리 0도 직전. 물고기자리 29도의 무한한 가능성. 12하우스에서 1하우스로의 전환. 새로운 태양 리턴 직전."
