id,label,name,desc,category,element,description
hero_libra,Hero in Libra,Hero in Libra,Libra 에너지로 표현되는 Hero,jung_sign_archetype,water,Hero in Libra:
hero_scorpio,Hero in Scorpio,Hero in Scorpio,Scorpio 에너지로 표현되는 Hero,jung_sign_archetype,water,Hero in Scorpio:
hero_sagittarius,Hero in Sagittarius,Hero in Sagittarius,Sagittarius 에너지로 표현되는 Hero,jung_sign_archetype,water,Hero in Sagittarius:
hero_capricorn,Hero in Capricorn,Hero in Capricorn,Capricorn 에너지로 표현되는 Hero,jung_sign_archetype,water,Hero in Capricorn:
hero_aquarius,Hero in Aquarius,Hero in Aquarius,Aquarius 에너지로 표현되는 Hero,jung_sign_archetype,water,Hero in Aquarius:
hero_pisces,Hero in Pisces,Hero in Pisces,Pisces 에너지로 표현되는 Hero,jung_sign_archetype,water,Hero in Pisces:
mother_aries,Mother in Aries,Mother in Aries,Aries 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Aries:
mother_taurus,Mother in Taurus,Mother in Taurus,Taurus 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Taurus:
mother_gemini,Mother in Gemini,Mother in Gemini,Gemini 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Gemini:
mother_cancer,Mother in Cancer,Mother in Cancer,Cancer 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Cancer:
mother_leo,Mother in Leo,Mother in Leo,Leo 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Leo:
mother_virgo,Mother in Virgo,Mother in Virgo,Virgo 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Virgo:
mother_libra,Mother in Libra,Mother in Libra,Libra 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Libra:
mother_scorpio,Mother in Scorpio,Mother in Scorpio,Scorpio 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Scorpio:
mother_sagittarius,Mother in Sagittarius,Mother in Sagittarius,Sagittarius 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Sagittarius:
mother_capricorn,Mother in Capricorn,Mother in Capricorn,Capricorn 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Capricorn:
mother_aquarius,Mother in Aquarius,Mother in Aquarius,Aquarius 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Aquarius:
mother_pisces,Mother in Pisces,Mother in Pisces,Pisces 에너지로 표현되는 Mother,jung_sign_archetype,water,Mother in Pisces:
father_aries,Father in Aries,Father in Aries,Aries 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Aries:
father_taurus,Father in Taurus,Father in Taurus,Taurus 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Taurus:
father_gemini,Father in Gemini,Father in Gemini,Gemini 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Gemini:
father_cancer,Father in Cancer,Father in Cancer,Cancer 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Cancer:
father_leo,Father in Leo,Father in Leo,Leo 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Leo:
father_virgo,Father in Virgo,Father in Virgo,Virgo 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Virgo:
father_libra,Father in Libra,Father in Libra,Libra 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Libra:
father_scorpio,Father in Scorpio,Father in Scorpio,Scorpio 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Scorpio:
father_sagittarius,Father in Sagittarius,Father in Sagittarius,Sagittarius 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Sagittarius:
father_capricorn,Father in Capricorn,Father in Capricorn,Capricorn 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Capricorn:
father_aquarius,Father in Aquarius,Father in Aquarius,Aquarius 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Aquarius:
father_pisces,Father in Pisces,Father in Pisces,Pisces 에너지로 표현되는 Father,jung_sign_archetype,water,Father in Pisces:
wise_old_man_aries,Wise Old Man in Aries,Wise Old Man in Aries,Aries 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Aries:
wise_old_man_taurus,Wise Old Man in Taurus,Wise Old Man in Taurus,Taurus 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Taurus:
wise_old_man_gemini,Wise Old Man in Gemini,Wise Old Man in Gemini,Gemini 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Gemini:
wise_old_man_cancer,Wise Old Man in Cancer,Wise Old Man in Cancer,Cancer 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Cancer:
wise_old_man_leo,Wise Old Man in Leo,Wise Old Man in Leo,Leo 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Leo:
wise_old_man_virgo,Wise Old Man in Virgo,Wise Old Man in Virgo,Virgo 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Virgo:
wise_old_man_libra,Wise Old Man in Libra,Wise Old Man in Libra,Libra 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Libra:
wise_old_man_scorpio,Wise Old Man in Scorpio,Wise Old Man in Scorpio,Scorpio 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Scorpio:
wise_old_man_sagittarius,Wise Old Man in Sagittarius,Wise Old Man in Sagittarius,Sagittarius 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Sagittarius:
wise_old_man_capricorn,Wise Old Man in Capricorn,Wise Old Man in Capricorn,Capricorn 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Capricorn:
wise_old_man_aquarius,Wise Old Man in Aquarius,Wise Old Man in Aquarius,Aquarius 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Aquarius:
wise_old_man_pisces,Wise Old Man in Pisces,Wise Old Man in Pisces,Pisces 에너지로 표현되는 Wise Old Man,jung_sign_archetype,water,Wise Old Man in Pisces:
trickster_aries,Trickster in Aries,Trickster in Aries,Aries 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Aries:
trickster_taurus,Trickster in Taurus,Trickster in Taurus,Taurus 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Taurus:
trickster_gemini,Trickster in Gemini,Trickster in Gemini,Gemini 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Gemini:
trickster_cancer,Trickster in Cancer,Trickster in Cancer,Cancer 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Cancer:
trickster_leo,Trickster in Leo,Trickster in Leo,Leo 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Leo:
trickster_virgo,Trickster in Virgo,Trickster in Virgo,Virgo 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Virgo:
trickster_libra,Trickster in Libra,Trickster in Libra,Libra 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Libra:
trickster_scorpio,Trickster in Scorpio,Trickster in Scorpio,Scorpio 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Scorpio:
trickster_sagittarius,Trickster in Sagittarius,Trickster in Sagittarius,Sagittarius 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Sagittarius:
trickster_capricorn,Trickster in Capricorn,Trickster in Capricorn,Capricorn 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Capricorn:
trickster_aquarius,Trickster in Aquarius,Trickster in Aquarius,Aquarius 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Aquarius:
trickster_pisces,Trickster in Pisces,Trickster in Pisces,Pisces 에너지로 표현되는 Trickster,jung_sign_archetype,water,Trickster in Pisces:
anima_aries,Anima in Aries,Anima in Aries,Aries 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Aries:
anima_taurus,Anima in Taurus,Anima in Taurus,Taurus 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Taurus:
anima_gemini,Anima in Gemini,Anima in Gemini,Gemini 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Gemini:
anima_cancer,Anima in Cancer,Anima in Cancer,Cancer 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Cancer:
anima_leo,Anima in Leo,Anima in Leo,Leo 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Leo:
anima_virgo,Anima in Virgo,Anima in Virgo,Virgo 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Virgo:
anima_libra,Anima in Libra,Anima in Libra,Libra 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Libra:
anima_scorpio,Anima in Scorpio,Anima in Scorpio,Scorpio 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Scorpio:
anima_sagittarius,Anima in Sagittarius,Anima in Sagittarius,Sagittarius 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Sagittarius:
anima_capricorn,Anima in Capricorn,Anima in Capricorn,Capricorn 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Capricorn:
anima_aquarius,Anima in Aquarius,Anima in Aquarius,Aquarius 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Aquarius:
anima_pisces,Anima in Pisces,Anima in Pisces,Pisces 에너지로 표현되는 Anima,jung_sign_archetype,water,Anima in Pisces:
animus_aries,Animus in Aries,Animus in Aries,Aries 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Aries:
animus_taurus,Animus in Taurus,Animus in Taurus,Taurus 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Taurus:
animus_gemini,Animus in Gemini,Animus in Gemini,Gemini 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Gemini:
animus_cancer,Animus in Cancer,Animus in Cancer,Cancer 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Cancer:
animus_leo,Animus in Leo,Animus in Leo,Leo 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Leo:
animus_virgo,Animus in Virgo,Animus in Virgo,Virgo 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Virgo:
animus_libra,Animus in Libra,Animus in Libra,Libra 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Libra:
animus_scorpio,Animus in Scorpio,Animus in Scorpio,Scorpio 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Scorpio:
animus_sagittarius,Animus in Sagittarius,Animus in Sagittarius,Sagittarius 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Sagittarius:
animus_capricorn,Animus in Capricorn,Animus in Capricorn,Capricorn 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Capricorn:
animus_aquarius,Animus in Aquarius,Animus in Aquarius,Aquarius 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Aquarius:
animus_pisces,Animus in Pisces,Animus in Pisces,Pisces 에너지로 표현되는 Animus,jung_sign_archetype,water,Animus in Pisces:
shadow_aries,Shadow in Aries,Shadow in Aries,Aries 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Aries:
shadow_taurus,Shadow in Taurus,Shadow in Taurus,Taurus 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Taurus:
shadow_gemini,Shadow in Gemini,Shadow in Gemini,Gemini 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Gemini:
shadow_cancer,Shadow in Cancer,Shadow in Cancer,Cancer 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Cancer:
shadow_leo,Shadow in Leo,Shadow in Leo,Leo 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Leo:
shadow_virgo,Shadow in Virgo,Shadow in Virgo,Virgo 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Virgo:
shadow_libra,Shadow in Libra,Shadow in Libra,Libra 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Libra:
shadow_scorpio,Shadow in Scorpio,Shadow in Scorpio,Scorpio 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Scorpio:
shadow_sagittarius,Shadow in Sagittarius,Shadow in Sagittarius,Sagittarius 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Sagittarius:
shadow_capricorn,Shadow in Capricorn,Shadow in Capricorn,Capricorn 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Capricorn:
shadow_aquarius,Shadow in Aquarius,Shadow in Aquarius,Aquarius 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Aquarius:
shadow_pisces,Shadow in Pisces,Shadow in Pisces,Pisces 에너지로 표현되는 Shadow,jung_sign_archetype,water,Shadow in Pisces:
self_aries,Self in Aries,Self in Aries,Aries 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Aries:
self_taurus,Self in Taurus,Self in Taurus,Taurus 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Taurus:
self_gemini,Self in Gemini,Self in Gemini,Gemini 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Gemini:
self_cancer,Self in Cancer,Self in Cancer,Cancer 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Cancer:
self_leo,Self in Leo,Self in Leo,Leo 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Leo:
self_virgo,Self in Virgo,Self in Virgo,Virgo 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Virgo:
self_libra,Self in Libra,Self in Libra,Libra 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Libra:
self_scorpio,Self in Scorpio,Self in Scorpio,Scorpio 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Scorpio:
self_sagittarius,Self in Sagittarius,Self in Sagittarius,Sagittarius 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Sagittarius:
self_capricorn,Self in Capricorn,Self in Capricorn,Capricorn 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Capricorn:
self_aquarius,Self in Aquarius,Self in Aquarius,Aquarius 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Aquarius:
self_pisces,Self in Pisces,Self in Pisces,Pisces 에너지로 표현되는 Self,jung_sign_archetype,water,Self in Pisces:
persona_aries,Persona in Aries,Persona in Aries,Aries 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Aries:
persona_taurus,Persona in Taurus,Persona in Taurus,Taurus 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Taurus:
persona_gemini,Persona in Gemini,Persona in Gemini,Gemini 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Gemini:
persona_cancer,Persona in Cancer,Persona in Cancer,Cancer 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Cancer:
persona_leo,Persona in Leo,Persona in Leo,Leo 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Leo:
persona_virgo,Persona in Virgo,Persona in Virgo,Virgo 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Virgo:
persona_libra,Persona in Libra,Persona in Libra,Libra 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Libra:
persona_scorpio,Persona in Scorpio,Persona in Scorpio,Scorpio 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Scorpio:
persona_sagittarius,Persona in Sagittarius,Persona in Sagittarius,Sagittarius 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Sagittarius:
persona_capricorn,Persona in Capricorn,Persona in Capricorn,Capricorn 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Capricorn:
persona_aquarius,Persona in Aquarius,Persona in Aquarius,Aquarius 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Aquarius:
persona_pisces,Persona in Pisces,Persona in Pisces,Pisces 에너지로 표현되는 Persona,jung_sign_archetype,water,Persona in Pisces:
child_aries,Child in Aries,Child in Aries,Aries 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Aries:
child_taurus,Child in Taurus,Child in Taurus,Taurus 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Taurus:
child_gemini,Child in Gemini,Child in Gemini,Gemini 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Gemini:
child_cancer,Child in Cancer,Child in Cancer,Cancer 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Cancer:
child_leo,Child in Leo,Child in Leo,Leo 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Leo:
child_virgo,Child in Virgo,Child in Virgo,Virgo 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Virgo:
child_libra,Child in Libra,Child in Libra,Libra 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Libra:
child_scorpio,Child in Scorpio,Child in Scorpio,Scorpio 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Scorpio:
child_sagittarius,Child in Sagittarius,Child in Sagittarius,Sagittarius 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Sagittarius:
child_capricorn,Child in Capricorn,Child in Capricorn,Capricorn 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Capricorn:
child_aquarius,Child in Aquarius,Child in Aquarius,Aquarius 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Aquarius:
child_pisces,Child in Pisces,Child in Pisces,Pisces 에너지로 표현되는 Child,jung_sign_archetype,water,Child in Pisces:
maiden_aries,Maiden in Aries,Maiden in Aries,Aries 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Aries:
maiden_taurus,Maiden in Taurus,Maiden in Taurus,Taurus 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Taurus:
maiden_gemini,Maiden in Gemini,Maiden in Gemini,Gemini 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Gemini:
maiden_cancer,Maiden in Cancer,Maiden in Cancer,Cancer 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Cancer:
maiden_leo,Maiden in Leo,Maiden in Leo,Leo 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Leo:
maiden_virgo,Maiden in Virgo,Maiden in Virgo,Virgo 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Virgo:
maiden_libra,Maiden in Libra,Maiden in Libra,Libra 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Libra:
maiden_scorpio,Maiden in Scorpio,Maiden in Scorpio,Scorpio 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Scorpio:
maiden_sagittarius,Maiden in Sagittarius,Maiden in Sagittarius,Sagittarius 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Sagittarius:
maiden_capricorn,Maiden in Capricorn,Maiden in Capricorn,Capricorn 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Capricorn:
maiden_aquarius,Maiden in Aquarius,Maiden in Aquarius,Aquarius 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Aquarius:
maiden_pisces,Maiden in Pisces,Maiden in Pisces,Pisces 에너지로 표현되는 Maiden,jung_sign_archetype,water,Maiden in Pisces:
