id,label,type,daymaster,yearly_relation,description,career,wealth,relationship,health,timing_tip,advice
SU_무_겁재,무토 겁재 세운,seun_interpretation,무,겁재,"무토 일간에게 겁재(己土)의 해가 오면 산 옆에 논밭이 생기듯 미묘한 영역 다툼이 있는 해입니다. 비슷하지만 다른 성격의 경쟁자가 나타나 재물 분쟁이 생길 수 있습니다. 부동산이나 토지 관련 분쟁 주의.","동료와의 업무 영역 다툼. 부동산 관련 분쟁 주의. 자기 전문성으로 차별화 필요. 조용히 실력 쌓기.","재물 손실 주의. 토지나 부동산 관련 금전 분쟁 가능. 보증이나 동업 삼가. 개인 자산 보호.","가까운 사람과의 재산 분쟁. 형제자매 간 상속 문제. 금전 관계 명확히 하기.","소화기, 위장, 피부 건강 주의. 스트레스성 체중 변화. 규칙적 생활 유지.","봄에 상황 파악. 여름(4-6월)에 갈등 최고조. 가을에 해결. 겨울에 회복과 재정비.","산과 논밭은 각자의 역할이 있습니다. 자기 영역을 명확히 하면 갈등이 줄어듭니다."
SU_기_비견,기토 비견 세운,seun_interpretation,기,비견,"기토 일간에게 비견(己土)의 해가 오면 두 개의 논밭이 나란한 듯 비슷한 환경의 경쟁이 발생합니다. 같은 업종의 동료와 시장을 나누거나, 형제자매와의 재산 문제가 생길 수 있습니다.","같은 분야에서 경쟁자 등장. 시장 분할. 차별화 전략 필수. 서비스 품질로 승부. 가격 경쟁 자제.","재물 분산 주의. 공동 투자 시 손해 가능. 알뜰하게 독립적 자산 관리. 보증 서지 않기.","동료나 친구와 미묘한 경쟁. 비교 의식 강해짐. 자기 페이스 유지하면 관계 회복.","소화기, 위장, 피부 건강 주의. 체중 관리. 스트레스성 식이 장애 조심.","봄에 시장 분석. 여름에 차별화 전략 실행. 가을(7-9월)에 성과. 겨울에 정리.","논밭마다 잘 자라는 곡식이 다릅니다. 남의 것을 부러워하지 말고 내 논밭을 정성껏 가꾸세요."
SU_기_식신,기토 식신 세운,seun_interpretation,기,식신,"기토 일간에게 식신(辛金)의 해가 오면 비옥한 땅에서 보석이 나오듯 섬세하고 가치 있는 성과를 만들어내는 해입니다. 요리, 공예, 디자인 등 세밀한 작업에서 뛰어난 결실을 맺습니다.","요리, 공예, 디자인, 보석 관련 분야에서 성과. 섬세한 제품이나 서비스로 인정. 소규모이지만 품질 높은 작업.","재능 기반 수입. 수공예품, 요리, 디자인으로 수익 창출. 작지만 알찬 수입 구조.","따뜻한 음식을 통한 교류. 자녀 관련 기쁨. 섬세한 배려로 인간관계 향상.","소화기, 폐, 피부 건강 주의. 손목이나 손가락 관절 주의. 규칙적 식사와 건강한 식단.","봄에 작품 구상. 여름에 재료 준비. 가을(7-9월)에 완성과 판매. 겨울에 다음 시즌 기획.","비옥한 땅에서 나온 보석은 더 아름답습니다. 정성과 세밀함으로 최고의 작품을 만드세요."
SU_기_재성,기토 재성 세운,seun_interpretation,기,재성,"기토 일간에게 재성(壬癸水)의 해가 오면 논밭에 물이 들어오듯 재물 운이 활성화됩니다. 농업적 수확처럼 꾸준하고 실질적인 재물 유입이 예상됩니다. 알뜰한 관리로 큰 자산을 만들 수 있습니다.","서비스업, 유통, 식품, 농업에서 안정적 수입 증가. 실무 능력이 수입으로 직결. 부업 수입도 증가.","꾸준한 수입 증가. 저축과 재테크로 자산 형성. 알뜰한 관리가 핵심. 소규모 부동산 투자 가능.","이성 운 상승. 실속 있는 만남. 결혼 후 경제적 안정. 금전적 기반이 연애의 힘.","신장, 방광, 소화기 건강 주의. 수분 대사 관련 문제. 부종이나 냉증 관리.","봄에 재테크 계획. 여름(4-6월)에 수입 증가기. 가을에 수확과 저축. 겨울에 결산.","논에 물이 잘 들면 풍년이 됩니다. 들어오는 재물을 잘 관리하면 풍요로운 한 해가 됩니다."
SU_기_관성,기토 관성 세운,seun_interpretation,기,관성,"기토 일간에게 관성(甲乙木)의 해가 오면 나무가 땅을 파고드듯 외부의 변화와 압력이 느껴지는 해입니다. 조직 내 변화에 적응해야 하며, 유연한 대처가 필요합니다. 법적 문제나 계약 분쟁에 주의.","직장 내 인사 이동이나 조직 변화. 새로운 규정 적응. 승진 기회이나 부담도 큼. 농업이나 서비스업 규제 주의.","세금, 법적 비용 증가. 토지 관련 규제 주의. 안정적 자산 보호에 집중. 무리한 확장 삼가.","권위자와의 관계 중요. 여성은 남성 파트너와의 관계 변화. 순응적이면 좋은 결과.","소화기, 간, 근육 건강 주의. 스트레스로 인한 위장 질환. 가벼운 운동 추천.","봄(1-3월)에 변화 감지. 여름에 적응기. 가을(7-9월)에 안정. 겨울에 내년 준비.","유연한 논밭은 어떤 변화에도 적응합니다. 부드럽게 대처하면 위기가 기회로 바뀝니다."
SU_기_인성,기토 인성 세운,seun_interpretation,기,인성,"기토 일간에게 인성(丙丁火)의 해가 오면 따뜻한 햇볕이 논밭을 비추듯 학습과 성장의 에너지가 충전됩니다. 실용적인 지식 습득에 유리하며, 요리, 원예, 건강 관련 학습에서 큰 성과를 냅니다.","실용적 자격증 취득 유리. 요리사, 원예사, 건강관리사 등. 실무 교육에서 두각. 멘토의 도움 큼.","교육 투자가 수입으로 연결. 새로운 기술 습득이 부업 수입으로. 장기적으로 가치 있는 투자.","어머니나 스승의 따뜻한 지원. 학습 모임에서 좋은 인연. 배움을 통한 인간관계 확장.","심장, 눈, 소화기 건강 주의. 과로 주의. 학습과 일의 균형. 규칙적 식사 중요.","봄에 학습 계획. 여름(4-6월)에 학습 효율 최고. 가을에 시험 응시. 겨울에 정리와 복습.","따뜻한 햇볕이 논밭을 비옥하게 하듯, 올해의 배움이 내년의 풍성한 수확을 만듭니다."
SU_기_겁재,기토 겁재 세운,seun_interpretation,기,겁재,"기토 일간에게 겁재(戊土)의 해가 오면 큰 산이 논밭을 압도하듯 강한 존재에 의해 자신의 영역이 위축될 수 있는 해입니다. 재물 손실에 특히 주의하고, 큰 사업이나 투자에는 신중해야 합니다.","강한 경쟁자나 대기업에 밀릴 수 있음. 자기만의 틈새시장 확보. 소규모이지만 전문적인 서비스에 집중.","재물 손실 최대 주의. 큰 사업에 끌려 들어가면 손해. 보증이나 대출 삼가. 소액 안전 자산 위주.","강한 인물에 의해 주도권 빼앗길 수 있음. 자존감 유지. 거절할 때는 단호하게.","소화기, 관절, 체중 관리 주의. 스트레스로 인한 과식이나 폭식 조심.","봄에 방어 자세. 여름(4-6월)에 압박 최고조. 가을에 상황 완화. 겨울에 회복.","작은 논밭도 정성껏 가꾸면 큰 산보다 풍요롭습니다. 자기 영역을 지키며 꾸준히 가꾸세요."
SU_경_비견,경금 비견 세운,seun_interpretation,경,비견,"경금 일간에게 비견(庚金)의 해가 오면 두 자루의 칼이 부딪히듯 강한 경쟁과 대립의 해입니다. 승부욕이 극도로 강해지고, 누구에게도 지지 않으려 합니다. 독립적 활동에 유리하지만 충돌에 주의해야 합니다.","경쟁 최고조. 같은 분야에서 강력한 라이벌 등장. 과감한 독립이나 창업에 유리. 협업보다 독자 행보.","재물 분산 주의. 도박성 투자 삼가. 동업이나 보증 절대 금지. 독립적 자산 관리에 집중.","의리와 배신이 교차. 친구나 동료와의 갈등 가능. 정면 충돌보다 우회적 해결 지혜 필요.","폐, 대장, 피부, 뼈 건강 주의. 부상이나 사고 조심. 과격한 활동 자제. 스트레스 관리.","봄에 경쟁 분석. 여름에 전략 수립. 가을(7-9월)에 승부처. 겨울에 정리와 회복.","두 칼이 부딪히면 둘 다 상합니다. 지혜롭게 물러설 줄 아는 것도 용기입니다."
SU_경_식신,경금 식신 세운,seun_interpretation,경,식신,"경금 일간에게 식신(壬水)의 해가 오면 강철에서 맑은 물이 흘러나오듯 단단한 내면에서 부드러운 창의력이 발현되는 해입니다. 기술적 혁신이나 실용적 아이디어가 큰 성과로 이어집니다.","기술 혁신, 발명, 특허 출원 유리. 엔지니어링, IT, 금융에서 창의적 솔루션. 교육이나 저술 활동 성과.","기술이나 아이디어를 통한 수입. 특허료, 기술료, 컨설팅 수입 가능. 유통이나 무역 관련 수익.","지적 교류가 풍성한 해. 자녀 관련 기쁜 소식. 해외 인연 만남 가능. 사교 활동 활발.","신장, 방광, 대장 건강 주의. 과음 주의. 수분 섭취 적절히. 허리 건강 관리.","겨울(10-12월)에 아이디어 폭발. 봄에 실행. 여름에 테스트. 가을(7-9월)에 상용화.","강철에서 나온 물은 맑고 깨끗합니다. 당신의 단단한 전문성에서 나온 아이디어를 세상에 보여주세요."
SU_경_재성,경금 재성 세운,seun_interpretation,경,재성,"경금 일간에게 재성(甲乙木)의 해가 오면 칼로 나무를 베듯 과감하게 재물을 추구하는 해입니다. 강한 추진력으로 사업을 확장하거나 투자에서 큰 수익을 올릴 수 있습니다. 다만 과욕은 큰 손실로 이어집니다.","사업 확장, 신규 시장 개척 유리. 과감한 결단으로 큰 성과. 건설, 부동산, 목재 관련 사업 기회.","적극적 투자로 큰 수익 가능. 부동산 매입 유리. 다만 레버리지 과다 주의. 리스크 관리 필수.","이성 운 강함. 적극적 구애 성공. 결혼 적기. 재물과 연애가 함께 오나 금전 부담 주의.","간, 근육, 폐 건강 주의. 무리한 활동으로 인한 부상. 과로 주의. 적절한 휴식.","봄(1-3월)에 투자 기회 포착. 여름에 실행. 가을에 수익 확정. 겨울에 자산 정리.","칼은 나무를 벨 수 있지만 숲을 모두 베면 사막이 됩니다. 절제 있는 추구가 진정한 부입니다."
SU_경_관성,경금 관성 세운,seun_interpretation,경,관성,"경금 일간에게 관성(丙丁火)의 해가 오면 불이 금을 달구듯 강한 시련과 변화의 해입니다. 대장간에서 쇠를 단련하듯 고통스러운 과정이지만, 이를 통해 더 강하고 유용한 존재로 거듭납니다.","직장에서 큰 압력과 변화. 구조조정이나 혁신의 대상. 시련을 이기면 큰 승진. 공직이나 대기업에서 인정.","세금, 벌금, 법적 비용 주의. 재산 관련 법적 분쟁 가능. 안정적 자산 보호에 집중.","권위자와의 갈등과 인정이 교차. 여성은 남성 파트너와 큰 변화. 인내심이 관계의 열쇠.","심장, 혈압, 눈, 폐 건강 주의. 화상이나 열 관련 사고. 스트레스로 인한 피부 질환.","여름(4-6월)에 시련 최고조. 봄에 준비. 가을에 회복과 인정. 겨울에 재충전.","대장간의 불은 쇠를 명검으로 만듭니다. 시련은 당신을 더 강하게 만드는 과정입니다."
SU_경_인성,경금 인성 세운,seun_interpretation,경,인성,"경금 일간에게 인성(戊己土)의 해가 오면 땅이 금을 품듯 든든한 보호와 지원을 받는 해입니다. 학습과 자격 취득에 유리하며, 조직 내에서 안정적 기반을 다질 수 있습니다. 부모나 멘토의 도움이 큽니다.","학업 성취, 기술 자격증 취득 유리. 조직 내 안정적 위치 확보. 교육이나 관리 분야에서 인정.","교육 투자가 안정적 수입으로. 부동산 관련 좋은 정보. 안전자산 위주 포트폴리오 유리.","부모나 멘토의 지원 강화. 안정적 인간관계. 신뢰할 수 있는 인연 만남.","소화기, 위장, 관절 건강 주의. 체중 관리. 규칙적 식사와 운동.","봄에 학습 계획. 여름에 실행. 가을(7-9월)에 자격 시험. 겨울에 성과 정리.","좋은 땅이 금을 품듯, 든든한 기반 위에서 실력을 쌓으면 반드시 빛나게 됩니다."
SU_경_겁재,경금 겁재 세운,seun_interpretation,경,겁재,"경금 일간에게 겁재(辛金)의 해가 오면 큰 칼 옆에 작은 칼이 있듯 미묘한 경쟁과 재물 분쟁의 해입니다. 보이지 않는 곳에서 재물이 새어나가거나, 가까운 사람에 의한 배신에 주의해야 합니다.","동료의 은밀한 경쟁 주의. 자기 성과를 명확히 기록. 세밀한 분야에서 차별화 필요. 보석처럼 빛나는 전략.","재물 유출 주의 최대. 사기, 횡령, 도난 조심. 금전 거래 시 문서화 필수. 보증 절대 금지.","가까운 사람의 배신 가능. 금전 관련 인간관계 문제. 신뢰할 수 있는 사람 구별하기.","폐, 피부, 대장, 치아 건강 주의. 미세한 건강 문제 축적 주의. 정기 검진.","봄에 재물 점검. 여름에 방어 태세. 가을(7-9월)에 정리. 겨울에 회복.","큰 칼은 작은 칼의 날카로움을 경계해야 합니다. 세심한 주의가 큰 손실을 막습니다."
SU_신_비견,신금 비견 세운,seun_interpretation,신,비견,"신금 일간에게 비견(辛金)의 해가 오면 두 개의 보석이 빛을 다투듯 미적 경쟁이 치열한 해입니다. 같은 분야의 경쟁자가 등장하며, 더 세련되고 완벽한 결과물을 요구받습니다.","디자인, 예술, 패션 분야에서 경쟁 심화. 차별화된 스타일 필요. 완벽주의가 오히려 강점. 독자적 브랜드 확립.","재물 분산 주의. 명품이나 사치 소비 경쟁 자제. 알뜰하게 가치 있는 것만 소비.","비슷한 취향의 경쟁자와 미묘한 관계. 예술적 동지이자 라이벌. 비교 의식 줄이기.","피부, 호흡기, 알레르기 관리. 스트레스성 피부 트러블. 미세먼지 차단. 수면 관리.","봄에 스타일 정립. 여름에 경쟁 심화. 가을(7-9월)에 차별화 성과. 겨울에 자기 관리.","보석마다 다른 빛이 있습니다. 남의 빛을 부러워하지 말고 자기만의 광채를 찾으세요."
SU_신_식신,신금 식신 세운,seun_interpretation,신,식신,"신금 일간에게 식신(癸水)의 해가 오면 보석에서 맑은 이슬이 흐르듯 섬세하고 감성적인 창의력이 빛나는 해입니다. 직관적이고 예술적인 작품 활동에 최적이며, 감성적 표현이 대중의 마음을 움직입니다.","예술 창작, 디자인, 음악, 글쓰기에서 영감 폭발. 직관적이고 감성적 작업물로 인정. 힐링이나 치유 관련 활동.","감성적 재능을 통한 수입. 예술 작품 판매, 디자인 수수료, 강연료. 직관적 투자 판단 가능.","감성적 교류가 풍부한 해. 예술적 인연 만남. 자녀 관련 직관적 기쁨. 깊은 감정 교류.","신장, 방광, 피부 건강 주의. 수면 장애. 정서적 과민. 명상이나 자연 치유 권장.","겨울(10-12월)에 영감 최고조. 봄에 작품 활동. 여름에 발표. 가을에 수확.","보석에서 흐르는 이슬은 신비롭습니다. 당신의 직관적 감성을 세상에 보여주세요."
SU_신_재성,신금 재성 세운,seun_interpretation,신,재성,"신금 일간에게 재성(甲乙木)의 해가 오면 세밀한 조각칼로 나무를 다듬듯 정밀하고 세련된 방식으로 재물을 추구하는 해입니다. 큰 투자보다 세밀한 가치 창출에 유리합니다.","세밀한 작업을 통한 수입. 보석 세공, 편집, 교정, 감정 등 정밀 작업에서 수익. 브랜드 컨설팅.","가치 투자에 유리. 예술품, 골동품, 한정판 등 안목이 필요한 투자. 소규모이지만 고부가가치 수익.","세련된 이성 운. 예술적 감성을 공유하는 만남. 결혼 적기. 품격 있는 연애.","간, 피부, 호흡기 건강 주의. 눈 피로. 세밀한 작업으로 인한 목과 어깨 통증.","봄(1-3월)에 가치 발굴. 여름에 작업 실행. 가을에 수익 실현. 겨울에 자산 정리.","보석 세공사의 손길처럼 정밀하게 가치를 만드세요. 작지만 빛나는 것이 진정한 보물입니다."
SU_신_관성,신금 관성 세운,seun_interpretation,신,관성,"신금 일간에게 관성(丙丁火)의 해가 오면 불이 보석을 녹이듯 강한 시련의 해입니다. 다만 이 과정을 통해 더 아름다운 형태로 변할 수 있습니다. 외부의 압력이 나를 더 세련되게 만드는 시기입니다.","직장에서의 평가와 압박. 승진 기회이지만 경쟁 치열. 완벽한 결과물 요구. 기준이 높아지는 해.","세금이나 법적 비용 주의. 사치품 관련 지출 통제. 안정적 자산 유지에 집중.","권위자와의 관계 긴장. 여성은 남성 파트너와의 관계 변화. 외모나 능력에 대한 평가 압박.","심장, 눈, 피부 건강 주의. 화상이나 열 관련 사고. 스트레스성 피부 문제. 충분한 수면.","여름(4-6월)에 시련 최고조. 봄에 준비와 인내. 가을에 인정받는 시기. 겨울에 회복.","보석은 불에 연마될 때 더 아름다워집니다. 시련을 통해 당신의 가치가 더욱 빛날 것입니다."
SU_신_인성,신금 인성 세운,seun_interpretation,신,인성,"신금 일간에게 인성(戊己土)의 해가 오면 땅이 보석을 감싸 보호하듯 안정과 학습의 해입니다. 미적 감각에 지적 깊이가 더해지며, 전문 교육이나 자격 취득에 최적의 시기입니다.","전문 교육 수료, 자격증 취득 유리. 디자인이나 예술 관련 학위. 멘토의 든든한 지원. 실력 향상.","교육 투자가 전문 수입으로. 자격증이 급여 인상으로 연결. 안정적 자산 형성 시작.","부모나 멘토의 보호. 안정적이고 든든한 인간관계. 학습 모임에서 좋은 인연.","소화기, 피부, 관절 건강 주의. 학습 과로 주의. 규칙적 식사와 적절한 운동.","봄에 학습 시작. 여름에 집중 교육. 가을(7-9월)에 시험 응시. 겨울에 성과 확인.","좋은 흙에 묻힌 보석은 안전하게 자랍니다. 올해의 배움이 내일의 빛나는 전문성이 됩니다."
SU_신_겁재,신금 겁재 세운,seun_interpretation,신,겁재,"신금 일간에게 겁재(庚金)의 해가 오면 강한 쇠붙이에 의해 보석이 상처받는 듯한 해입니다. 거친 환경이나 강한 경쟁자에 의해 자신의 섬세함이 무시당하거나 재물 손실이 생길 수 있습니다.","거친 경쟁 환경. 섬세한 능력이 과소평가될 수 있음. 자기 가치를 인정하는 환경 찾기. 이직 고려 가능.","재물 손실 주의. 강한 인물에 의한 경제적 손해. 보증이나 동업 절대 금지. 소액 안전 자산 보호.","강한 성격의 인물에 의해 압도당하는 느낌. 자존감 유지가 핵심. 거절 연습 필요.","폐, 대장, 피부, 뼈 건강 주의. 부상이나 타박상 조심. 과격한 환경 피하기.","봄에 자기 보호 전략. 여름(4-6월)에 압박 최고조. 가을에 상황 완화. 겨울에 회복.","거친 환경에서도 보석은 보석입니다. 자기 가치를 믿고 적절한 환경을 찾으세요."
SU_임_비견,임수 비견 세운,seun_interpretation,임,비견,"임수 일간에게 비견(壬水)의 해가 오면 두 개의 큰 강이 합류하듯 에너지가 넘치지만 방향을 잃기 쉬운 해입니다. 이동과 변화가 많고, 해외 관련 활동이 활발합니다. 방향 설정이 핵심입니다.","이직이나 전직 기회 많음. 해외 관련 업무 증가. 새로운 프로젝트 시작. 다만 한 곳에 집중이 어려움.","재물 유동성 극대화. 들어오고 나가는 돈이 많음. 저축보다 흐름 관리. 도박성 투자 삼가.","새로운 만남이 많지만 깊이 부족. 해외 인연 가능. 이동이 잦아 관계 유지 어려움.","신장, 방광, 허리, 생식기 건강 주의. 과음 경계. 수분 대사 관련 질환. 냉증.","봄에 방향 설정이 최우선. 여름에 활동 최고조. 가을에 정리. 겨울(10-12월)에 방향 재점검.","두 강이 만나면 급류가 됩니다. 에너지를 한 방향으로 집중하면 거대한 흐름을 만들 수 있습니다."
SU_임_식신,임수 식신 세운,seun_interpretation,임,식신,"임수 일간에게 식신(甲木)의 해가 오면 큰 물이 나무를 키우듯 풍부한 아이디어와 창의력이 넘치는 해입니다. 교육, 콘텐츠 제작, 기획에서 뛰어난 성과를 냅니다. 지적 생산력이 최고조인 시기입니다.","교육 콘텐츠 제작, 기획, 출판, 미디어에서 성과. 아이디어가 넘치고 표현력 탁월. 새로운 프로젝트 착수 적기.","지적 재산을 통한 수입. 인세, 강연료, 콘텐츠 수익 증가. 교육 사업 시작 유리.","지적 교류가 풍성. 학생이나 후배와의 유대감. 자녀 관련 기쁨. 해외 인연 활발.","간, 담, 신장 건강 주의. 과도한 뇌 활동으로 두통. 적절한 야외활동으로 균형.","봄(1-3월)에 아이디어 폭발. 여름에 프로젝트 실행. 가을에 성과 발표. 겨울에 다음 기획.","물이 나무를 키우듯 당신의 지혜가 새로운 가치를 만듭니다. 아이디어를 실행에 옮기세요."
SU_임_재성,임수 재성 세운,seun_interpretation,임,재성,"임수 일간에게 재성(丙丁火)의 해가 오면 물이 불을 다스리듯 적극적으로 재물과 명예를 추구하는 해입니다. 큰 물줄기처럼 과감한 투자와 사업 확장에 유리하지만, 과욕으로 인한 손실에 주의합니다.","사업 확장, 신규 시장 개척. 미디어나 엔터테인먼트 분야 기회. 해외 비즈니스 성과. 적극적 영업.","큰 재물 유입 가능. 해외 투자나 무역 수익. 다만 큰 리스크도 동반. 분산 투자 권장.","이성 운 강함. 화려한 만남. 사교적 활동 활발. 결혼 적기이나 과시적 소비 주의.","심장, 눈, 신장 건강 주의. 과로와 과음 조심. 혈압 관리. 충분한 수면.","봄에 사업 기획. 여름(4-6월)에 투자 실행. 가을에 수익 확정. 겨울에 자산 정리.","물이 불을 다스리려면 충분한 양이 필요합니다. 실력과 자본을 충분히 갖추고 도전하세요."
SU_임_관성,임수 관성 세운,seun_interpretation,임,관성,"임수 일간에게 관성(戊己土)의 해가 오면 둑이 물을 막듯 외부의 제약과 규제가 강해지는 해입니다. 자유로운 임수에게는 답답한 시기이지만, 이를 통해 방향성과 절제를 배우게 됩니다.","직장에서의 규율과 구속. 자유로운 활동 제한. 규칙을 지키면 안정적 성과. 이직보다 현 자리 유지.","세금이나 법적 비용 증가. 부동산 관련 규제. 자유로운 투자 제한. 안정적 자산 위주로.","권위자와의 관계에서 억압감. 여성은 남성 파트너와의 관계 변화. 자유와 안정의 갈등.","소화기, 위장, 신장 건강 주의. 스트레스로 인한 소화불량. 체중 변화. 규칙적 생활.","봄에 인내와 적응. 여름에 규칙 안에서 성과. 가을(7-9월)에 인정. 겨울에 자유 회복.","물은 둑이 있어야 호수가 됩니다. 제약 속에서 깊이를 만드는 것이 올해의 과제입니다."
SU_임_인성,임수 인성 세운,seun_interpretation,임,인성,"임수 일간에게 인성(庚辛金)의 해가 오면 금이 물을 생하듯 지적 에너지가 충전되는 해입니다. 학습 능력이 극대화되고, 논리적이면서도 창의적인 사고가 빛을 발합니다. 최고의 학업 성취 시기입니다.","학업 성취 최고조. 기술 자격증, 석박사 학위 취득 유리. 연구 분야 성과. IT나 금융 교육.","교육 투자가 고급 기술직 수입으로. 전문 자격이 연봉 상승으로 직결. 기술 특허 가능.","멘토나 스승의 강력한 지원. 학문적 동반자 만남. 지적으로 자극받는 인간관계.","폐, 피부, 신장 건강 주의. 과도한 학습으로 인한 피로. 건조함 관리. 수분 섭취.","가을(7-9월)에 학습 효율 최고. 겨울에 시험 응시. 봄에 성과 확인. 여름에 실무 적용.","금에서 나온 물은 맑고 순수합니다. 체계적인 배움이 최고의 전문성을 만듭니다."
SU_임_겁재,임수 겁재 세운,seun_interpretation,임,겁재,"임수 일간에게 겁재(癸水)의 해가 오면 큰 강물에 이슬비가 섞이듯 미묘한 간섭과 재물 유출의 해입니다. 작지만 지속적인 손실에 주의하고, 감성적 판단에 의한 금전적 실수를 경계해야 합니다.","보이지 않는 경쟁자 주의. 감성적 접근으로 업무를 방해하는 인물 경계. 객관적 데이터 기반 의사결정.","소소하지만 지속적인 재물 유출. 감정에 의한 충동 구매. 동정심 투자 삼가. 냉철한 재무 관리.","감성적 인물에 의한 감정 소모. 동정심을 이용한 금전 요구 주의. 경계선 설정 필요.","신장, 방광, 정서적 건강 주의. 수면 장애. 우울 증상 조기 관리. 명상 도움.","봄에 재물 점검. 여름에 감정 관리. 가을(7-9월)에 정리. 겨울에 내면 성찰.","큰 강은 이슬비에 흔들리지 않습니다. 감정에 휘둘리지 말고 중심을 지키세요."
SU_계_비견,계수 비견 세운,seun_interpretation,계,비견,"계수 일간에게 비견(癸水)의 해가 오면 두 줄기 이슬이 합쳐지듯 감성적 에너지가 증폭되는 해입니다. 직관력이 더욱 강해지지만, 감정 과잉으로 판단이 흐려질 수 있습니다. 비슷한 감성의 경쟁자가 나타납니다.","같은 감성 분야에서 경쟁. 예술이나 상담 분야에서 비슷한 스타일의 경쟁자. 독자적 직관으로 차별화.","재물 분산 주의. 감정적 소비 증가. 동정심에 의한 금전 손실. 냉철한 재무 관리 필요.","감성적 교류 풍성하나 감정 소모도 큼. 비슷한 성향의 친구와 깊은 우정이지만 의존성 주의.","신장, 방광, 수면, 정서 건강 주의. 감정 과잉으로 인한 피로. 명상과 자연 치유 필요.","겨울(10-12월)에 직관력 최고조. 봄에 방향 설정. 여름에 실행. 가을에 성과 정리.","이슬이 모이면 강이 됩니다. 감성의 힘을 한 방향으로 모으면 놀라운 결과를 만듭니다."
SU_계_식신,계수 식신 세운,seun_interpretation,계,식신,"계수 일간에게 식신(乙木)의 해가 오면 이슬이 풀을 키우듯 섬세하고 감성적인 창의력이 꽃피는 해입니다. 시, 음악, 그림 등 예술적 표현이 대중의 마음을 움직이며, 치유와 힐링 분야에서 뛰어난 성과를 냅니다.","예술 창작 활동의 절정. 시 쓰기, 음악, 그림, 사진에서 감동적 작품. 치유 상담이나 힐링 분야 성과.","감성적 재능을 통한 수입. 작품 판매, 강연, 상담 수입. 작지만 의미 있는 수익.","따뜻한 감정 교류. 자녀 관련 기쁨. 예술적 인연 만남. 음식이나 자연을 통한 교류.","소화기, 간, 수면 건강 주의. 감정 과잉으로 인한 피로. 규칙적 식사와 자연 속 산책.","봄(1-3월)에 영감 최고조. 여름에 작품 활동. 가을에 발표. 겨울에 성찰과 다음 계획.","이슬이 풀잎 위에서 빛나듯 당신의 섬세한 감성이 세상을 아름답게 합니다."
SU_계_재성,계수 재성 세운,seun_interpretation,계,재성,"계수 일간에게 재성(丙丁火)의 해가 오면 이슬이 빛을 만나 무지개가 되듯 감성이 재물로 연결되는 해입니다. 직관적 판단이 투자에서 빛을 발하며, 명예와 재물이 동시에 찾아올 수 있습니다.","직관적 사업 판단이 성공. 예술이나 감성 마케팅에서 수익. 미디어나 콘텐츠 분야 기회. 명예와 수입 동시 상승.","직관적 투자로 수익 가능. 예술품이나 감성적 가치가 있는 자산 투자. 과욕은 금물.","이성 운 강함. 감성적이고 아름다운 만남. 결혼 적기. 명예로운 자리에서의 인연.","심장, 눈, 신장 건강 주의. 감정 기복이 심할 수 있음. 명상으로 안정. 화병 주의.","여름(4-6월)에 재물과 명예 운 최고. 봄에 준비. 가을에 수확 정리. 겨울에 내면 충전.","이슬이 햇살을 만나면 무지개가 됩니다. 감성과 현실의 균형을 맞추면 아름다운 성과를 얻습니다."
SU_계_관성,계수 관성 세운,seun_interpretation,계,관성,"계수 일간에게 관성(戊己土)의 해가 오면 흙이 이슬을 흡수하듯 외부의 압력에 의해 자유가 제한되는 해입니다. 섬세한 감성이 현실의 규범과 충돌하면서 성장통을 겪게 됩니다.","직장에서의 규율과 평가 압박. 감성적 능력이 체계적으로 평가받는 해. 규칙을 지키면 인정. 자영업은 규제 주의.","세금이나 법적 비용 부담. 감정적 소비 통제 필요. 안정적 수입 유지에 집중.","권위적 인물과의 관계 긴장. 여성은 남성 파트너와의 갈등. 현실적 타협 필요.","소화기, 신장, 정서 건강 주의. 스트레스로 인한 수면 장애. 우울 증상 조기 관리.","봄에 인내와 적응. 여름에 규칙 안에서 최선. 가을(7-9월)에 인정. 겨울에 자유와 회복.","이슬은 흙에 스며들어 씨앗을 키웁니다. 시련 속에서도 성장의 씨앗을 발견하세요."
SU_계_인성,계수 인성 세운,seun_interpretation,계,인성,"계수 일간에게 인성(庚辛金)의 해가 오면 금에서 맑은 물이 흘러나오듯 지적 명확성과 직관적 지혜가 동시에 빛나는 해입니다. 체계적 학습과 영적 성장이 조화를 이루는 최고의 학습 시기입니다.","전문 교육과 영적 수련 동시 성과. 심리상담 자격증, 예술치료 학위 등 취득 유리. 멘토의 체계적 지도.","교육 투자가 전문 수입으로. 감성적 전문성이 높은 수입으로 연결. 장기적으로 큰 가치.","스승이나 멘토와의 깊은 관계. 지적이면서 감성적인 인연 만남. 영혼의 동반자 가능.","폐, 피부, 신장 건강 주의. 학습 과로 주의. 건조함 관리. 수분 섭취와 보습.","가을(7-9월)에 학습 효율 최고. 겨울에 영적 수련. 봄에 시험. 여름에 실무 적용.","금에서 나온 물은 맑고 귀합니다. 체계적 배움과 직관적 지혜를 동시에 키우는 황금의 해입니다."
