src,dst,rel,desc
경오,을묘,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
경오,병진,충,경오와 병진 충돌. 명예 방향 수정의 전환점.
경오,병진,해,"피로·오해의 흐름, 관계에서 속도조절 필요."
경오,병진,형,경오와 병진 사이의 내적 긴장. 심리적 피로 경계.
경오,정사,형,"형세 재편의 시기, 감정관리 중요."
경오,정사,귀인,감정에 귀인의 조력 출현. 경오-정사 상호보완 기운.
경오,무오,해,경오와 무오의 해(害)기운. 감정 노출과 정리의 시기.
경오,무오,귀인,좋은 인연·정보가 열려 재정 안정.
경오,기미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
경오,기미,귀인,좋은 인연·정보가 열려 관계 안정.
경오,기미,형,"규칙과 자유의 마찰, 대인관계에서 자기통제 필요."
경오,경신,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
경오,신유,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
경오,임술,생,내면이 밝아지고 진로에 기회가 열린다.
경오,계해,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신미,갑자,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신미,을축,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신미,병인,형,"형세 재편의 시기, 감정관리 중요."
신미,정묘,충,신미와 정묘 충돌. 사회 방향 수정의 전환점.
신미,정묘,형,신미와 정묘 사이의 내적 긴장. 심리적 피로 경계.
신미,정묘,해,"정서적 정리와 단절, 새 순환을 준비."
신미,무진,해,"정서적 정리와 단절, 새 순환을 준비."
신미,무진,충,금-토 대립으로 이동·변화 발생.
신미,무진,귀인,좋은 인연·정보가 열려 감정 안정.
신미,기사,귀인,명예에 귀인의 조력 출현. 신미-기사 상호보완 기운.
신미,기사,해,"정서적 정리와 단절, 새 순환을 준비."
신미,기사,형,신미와 기사 사이의 내적 긴장. 심리적 피로 경계.
신미,경오,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신미,신미,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신미,임신,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신미,계유,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
신미,갑술,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신미,을해,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신미,병자,충,신미와 병자 충돌. 진로 방향 수정의 전환점.
신미,병자,해,"정서적 정리와 단절, 새 순환을 준비."
신미,정축,해,"정서적 정리와 단절, 새 순환을 준비."
신미,정축,귀인,좋은 인연·정보가 열려 재정 안정.
신미,정축,형,"규칙과 자유의 마찰, 대인관계에서 자기통제 필요."
신미,무인,형,신미와 무인 사이의 내적 긴장. 심리적 피로 경계.
신미,무인,귀인,좋은 인연·정보가 열려 일상 안정.
신미,기묘,충,신미와 기묘 충돌. 명예 방향 수정의 전환점.
신미,기묘,해,"정서적 정리와 단절, 새 순환을 준비."
신미,기묘,형,"규칙과 자유의 마찰, 생활에서 자기통제 필요."
신미,경진,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
신미,신사,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
신미,임오,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신미,계미,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
신미,갑신,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신미,을유,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신미,병술,형,신미와 병술 사이의 내적 긴장. 심리적 피로 경계.
신미,병술,해,"피로·오해의 흐름, 직업에서 속도조절 필요."
신미,정해,귀인,좋은 인연·정보가 열려 진로 안정.
신미,정해,충,금-화 대립으로 이동·변화 발생.
신미,무자,형,신미와 무자 사이의 내적 긴장. 심리적 피로 경계.
신미,무자,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
신미,무자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신미,기축,해,신미와 기축의 해(害)기운. 감정 노출과 정리의 시기.
신미,기축,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
신미,기축,충,금-토 대립으로 이동·변화 발생.
신미,경인,합,신미와 경인의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
신미,신묘,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
신미,임진,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
신미,계사,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신미,갑오,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신미,을미,극,"조율이 필요한 시기, 금이 목을 제어한다. 객관적 판단 요구."
신미,병신,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
신미,병신,귀인,생활에 귀인의 조력 출현. 신미-병신 상호보완 기운.
신미,병신,해,신미와 병신의 해(害)기운. 감정 노출과 정리의 시기.
신미,정유,귀인,도움 손길이 다가오며 사회 성과 향상.
신미,정유,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
신미,무술,해,신미와 무술의 해(害)기운. 감정 노출과 정리의 시기.
신미,무술,귀인,좋은 인연·정보가 열려 관계 안정.
신미,기해,귀인,도움 손길이 다가오며 사회 성과 향상.
신미,기해,형,"형세 재편의 시기, 감정관리 중요."
신미,기해,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
신미,경자,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신미,신축,합,신미와 신축의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
신미,임인,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신미,계묘,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신미,갑진,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신미,을사,극,"금-목의 충돌로 현실점검 필요, 경험치가 성장한다."
신미,병오,귀인,도움 손길이 다가오며 진로 성과 향상.
신미,병오,형,신미와 병오 사이의 내적 긴장. 심리적 피로 경계.
신미,정미,귀인,도움 손길이 다가오며 진로 성과 향상.
신미,정미,충,금-화 대립으로 이동·변화 발생.
신미,정미,해,신미와 정미의 해(害)기운. 감정 노출과 정리의 시기.
신미,무신,귀인,진로에 귀인의 조력 출현. 신미-무신 상호보완 기운.
신미,무신,형,신미와 무신 사이의 내적 긴장. 심리적 피로 경계.
신미,무신,해,신미와 무신의 해(害)기운. 감정 노출과 정리의 시기.
신미,기유,귀인,도움 손길이 다가오며 진로 성과 향상.
신미,기유,충,금-토 대립으로 이동·변화 발생.
신미,기유,형,신미와 기유 사이의 내적 긴장. 심리적 피로 경계.
신미,경술,합,신미와 경술의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
신미,신해,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신미,임자,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신미,계축,생,"성장과 발전의 시기, 금이 수을 북돋워 활력을 준다."
신미,갑인,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신미,을묘,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
신미,병진,귀인,진로에 귀인의 조력 출현. 신미-병진 상호보완 기운.
신미,병진,충,기존 구조가 흔들리지만 새로운 선택의 기회.
신미,정사,해,"정서적 정리와 단절, 새 순환을 준비."
신미,정사,귀인,직업에 귀인의 조력 출현. 신미-정사 상호보완 기운.
신미,무오,충,신미와 무오 충돌. 사회 방향 수정의 전환점.
신미,무오,귀인,생활에 귀인의 조력 출현. 신미-무오 상호보완 기운.
신미,무오,형,"규칙과 자유의 마찰, 감정에서 자기통제 필요."
신미,기미,형,"규칙과 자유의 마찰, 사회에서 자기통제 필요."
신미,기미,귀인,좋은 인연·정보가 열려 대인관계 안정.
신미,경신,합,"새로운 인연 또는 프로젝트 결합, 사회 안정화."
신미,신유,합,금-금합기운으로 우호관계·창조적 아이디어 발동.
신미,임술,생,내면이 밝아지고 진로에 기회가 열린다.
신미,계해,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
임신,갑자,생,내면이 밝아지고 명예에 기회가 열린다.
임신,을축,생,내면이 밝아지고 진로에 기회가 열린다.
임신,병인,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임신,정묘,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임신,무진,충,임신와 무진 충돌. 명예 방향 수정의 전환점.
임신,무진,귀인,좋은 인연·정보가 열려 재정 안정.
임신,무진,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
임신,기사,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,기사,귀인,좋은 인연·정보가 열려 직업 안정.
임신,기사,형,"형세 재편의 시기, 감정관리 중요."
임신,경오,귀인,사회에 귀인의 조력 출현. 임신-경오 상호보완 기운.
임신,경오,형,임신와 경오 사이의 내적 긴장. 심리적 피로 경계.
임신,경오,해,"피로·오해의 흐름, 능률에서 속도조절 필요."
임신,신미,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,신미,해,임신와 신미의 해(害)기운. 감정 노출과 정리의 시기.
임신,신미,형,"규칙과 자유의 마찰, 생활에서 자기통제 필요."
임신,임신,합,임신와 임신의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
임신,계유,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
임신,갑술,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임신,을해,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임신,병자,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임신,정축,극,긴장 속에서 균형을 잡을 때. 진로 변동 예상.
임신,무인,해,"정서적 정리와 단절, 새 순환을 준비."
임신,무인,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,기묘,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,기묘,귀인,좋은 인연·정보가 열려 관계 안정.
임신,경진,형,"형세 재편의 시기, 감정관리 중요."
임신,경진,충,수-금 대립으로 이동·변화 발생.
임신,경진,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
임신,신사,귀인,도움 손길이 다가오며 명예 성과 향상.
임신,신사,해,임신와 신사의 해(害)기운. 감정 노출과 정리의 시기.
임신,신사,형,"형세 재편의 시기, 감정관리 중요."
임신,신사,충,수-금 대립으로 이동·변화 발생.
임신,임오,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임신,계미,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
임신,갑신,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임신,을유,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
임신,병술,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임신,정해,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
임신,무자,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
임신,무자,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
임신,무자,충,임신와 무자 충돌. 능률 방향 수정의 전환점.
임신,기축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,기축,귀인,좋은 인연·정보가 열려 관계 안정.
임신,기축,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
임신,경인,형,"형세 재편의 시기, 감정관리 중요."
임신,경인,해,임신와 경인의 해(害)기운. 감정 노출과 정리의 시기.
임신,신묘,형,임신와 신묘 사이의 내적 긴장. 심리적 피로 경계.
임신,신묘,귀인,재정에 귀인의 조력 출현. 임신-신묘 상호보완 기운.
임신,신묘,충,수-금 대립으로 이동·변화 발생.
임신,임진,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
임신,계사,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임신,갑오,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임신,을미,생,내면이 밝아지고 진로에 기회가 열린다.
임신,병신,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임신,정유,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
임신,무술,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
임신,무술,해,"정서적 정리와 단절, 새 순환을 준비."
임신,기해,해,"정서적 정리와 단절, 새 순환을 준비."
임신,기해,형,"형세 재편의 시기, 감정관리 중요."
임신,기해,귀인,도움 손길이 다가오며 능률 성과 향상.
임신,경자,귀인,좋은 인연·정보가 열려 사회 안정.
임신,경자,해,"정서적 정리와 단절, 새 순환을 준비."
임신,경자,형,임신와 경자 사이의 내적 긴장. 심리적 피로 경계.
임신,신축,귀인,좋은 인연·정보가 열려 진로 안정.
임신,신축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,신축,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
임신,임인,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임신,계묘,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
임신,갑진,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임신,을사,생,내면이 밝아지고 진로에 기회가 열린다.
임신,병오,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
임신,정미,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임신,무신,해,"정서적 정리와 단절, 새 순환을 준비."
임신,무신,귀인,대인관계에 귀인의 조력 출현. 임신-무신 상호보완 기운.
임신,기유,귀인,좋은 인연·정보가 열려 사회 안정.
임신,기유,충,수-토 대립으로 이동·변화 발생.
임신,기유,형,"형세 재편의 시기, 감정관리 중요."
임신,경술,충,임신와 경술 충돌. 사회 방향 수정의 전환점.
임신,경술,형,"규칙과 자유의 마찰, 직업에서 자기통제 필요."
임신,신해,충,기존 구조가 흔들리지만 새로운 선택의 기회.
임신,신해,해,임신와 신해의 해(害)기운. 감정 노출과 정리의 시기.
임신,임자,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
임신,계축,합,임신와 계축의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
임신,갑인,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
임신,을묘,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
임신,병진,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
임신,정사,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
임신,무오,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
임신,무오,충,수-토 대립으로 이동·변화 발생.
임신,무오,귀인,도움 손길이 다가오며 감정 성과 향상.
임신,기미,형,임신와 기미 사이의 내적 긴장. 심리적 피로 경계.
임신,기미,해,임신와 기미의 해(害)기운. 감정 노출과 정리의 시기.
임신,기미,귀인,도움 손길이 다가오며 대인관계 성과 향상.
임신,경신,해,"피로·오해의 흐름, 사회에서 속도조절 필요."
임신,경신,귀인,재정에 귀인의 조력 출현. 임신-경신 상호보완 기운.
임신,신유,해,임신와 신유의 해(害)기운. 감정 노출과 정리의 시기.
임신,신유,형,"형세 재편의 시기, 감정관리 중요."
임신,신유,충,임신와 신유 충돌. 능률 방향 수정의 전환점.
임신,임술,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
임신,계해,합,임신와 계해의 교류로 조화로운 변화. 명예에서 협력·이익 상승.
계유,갑자,생,내면이 밝아지고 사회에 기회가 열린다.
계유,을축,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계유,병인,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계유,정묘,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계유,무진,충,계유와 무진 충돌. 사회 방향 수정의 전환점.
계유,무진,해,계유와 무진의 해(害)기운. 감정 노출과 정리의 시기.
계유,무진,귀인,도움 손길이 다가오며 감정 성과 향상.
계유,기사,귀인,도움 손길이 다가오며 명예 성과 향상.
계유,기사,형,"형세 재편의 시기, 감정관리 중요."
계유,경오,귀인,도움 손길이 다가오며 사회 성과 향상.
계유,경오,충,수-금 대립으로 이동·변화 발생.
계유,신미,귀인,명예에 귀인의 조력 출현. 계유-신미 상호보완 기운.
계유,신미,충,계유와 신미 충돌. 관계 방향 수정의 전환점.
계유,신미,해,"정서적 정리와 단절, 새 순환을 준비."
계유,임신,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계유,계유,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
계유,갑술,생,내면이 밝아지고 명예에 기회가 열린다.
계유,을해,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
계유,병자,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계유,정축,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
계유,무인,형,계유와 무인 사이의 내적 긴장. 심리적 피로 경계.
계유,무인,귀인,도움 손길이 다가오며 관계 성과 향상.
계유,무인,충,수-토 대립으로 이동·변화 발생.
계유,기묘,충,계유와 기묘 충돌. 명예 방향 수정의 전환점.
계유,기묘,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
계유,경진,귀인,진로에 귀인의 조력 출현. 계유-경진 상호보완 기운.
계유,경진,해,계유와 경진의 해(害)기운. 감정 노출과 정리의 시기.
계유,신사,충,수-금 대립으로 이동·변화 발생.
계유,신사,귀인,도움 손길이 다가오며 대인관계 성과 향상.
계유,임오,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계유,계미,합,계유와 계미의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
계유,갑신,생,내면이 밝아지고 사회에 기회가 열린다.
계유,을유,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계유,병술,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
계유,정해,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
계유,무자,충,계유와 무자 충돌. 명예 방향 수정의 전환점.
계유,무자,해,"피로·오해의 흐름, 대인관계에서 속도조절 필요."
계유,무자,형,계유와 무자 사이의 내적 긴장. 심리적 피로 경계.
계유,기축,해,"피로·오해의 흐름, 진로에서 속도조절 필요."
계유,기축,귀인,도움 손길이 다가오며 재정 성과 향상.
계유,기축,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계유,경인,충,수-금 대립으로 이동·변화 발생.
계유,경인,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
계유,경인,형,"규칙과 자유의 마찰, 대인관계에서 자기통제 필요."
계유,신묘,형,"규칙과 자유의 마찰, 사회에서 자기통제 필요."
계유,신묘,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계유,임진,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
계유,계사,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계유,갑오,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
계유,을미,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계유,병신,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계유,정유,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
계유,무술,충,수-토 대립으로 이동·변화 발생.
계유,무술,귀인,좋은 인연·정보가 열려 재정 안정.
계유,무술,형,"형세 재편의 시기, 감정관리 중요."
계유,기해,형,계유와 기해 사이의 내적 긴장. 심리적 피로 경계.
계유,기해,귀인,좋은 인연·정보가 열려 감정 안정.
계유,기해,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계유,경자,충,계유와 경자 충돌. 명예 방향 수정의 전환점.
계유,경자,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
계유,경자,귀인,능률에 귀인의 조력 출현. 계유-경자 상호보완 기운.
계유,신축,충,계유와 신축 충돌. 진로 방향 수정의 전환점.
계유,신축,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
계유,임인,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계유,계묘,합,"새로운 인연 또는 프로젝트 결합, 명예 안정화."
계유,갑진,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계유,을사,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계유,병오,극,"수-화의 충돌로 현실점검 필요, 경험치가 성장한다."
계유,정미,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계유,무신,충,수-토 대립으로 이동·변화 발생.
계유,무신,형,계유와 무신 사이의 내적 긴장. 심리적 피로 경계.
계유,기유,형,"규칙과 자유의 마찰, 진로에서 자기통제 필요."
계유,기유,귀인,좋은 인연·정보가 열려 직업 안정.
계유,기유,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
계유,경술,귀인,진로에 귀인의 조력 출현. 계유-경술 상호보완 기운.
계유,경술,해,"정서적 정리와 단절, 새 순환을 준비."
계유,경술,형,"형세 재편의 시기, 감정관리 중요."
계유,신해,해,계유와 신해의 해(害)기운. 감정 노출과 정리의 시기.
계유,신해,충,기존 구조가 흔들리지만 새로운 선택의 기회.
계유,신해,형,계유와 신해 사이의 내적 긴장. 심리적 피로 경계.
계유,임자,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
계유,계축,합,계유와 계축의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
계유,갑인,생,"성장과 발전의 시기, 수이 목을 북돋워 활력을 준다."
계유,을묘,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
계유,병진,극,긴장 속에서 균형을 잡을 때. 명예 변동 예상.
계유,정사,극,"조율이 필요한 시기, 수이 화을 제어한다. 객관적 판단 요구."
계유,무오,형,"규칙과 자유의 마찰, 명예에서 자기통제 필요."
계유,무오,해,"피로·오해의 흐름, 재정에서 속도조절 필요."
계유,무오,충,계유와 무오 충돌. 감정 방향 수정의 전환점.
계유,기미,해,계유와 기미의 해(害)기운. 감정 노출과 정리의 시기.
계유,기미,형,"형세 재편의 시기, 감정관리 중요."
계유,경신,귀인,좋은 인연·정보가 열려 사회 안정.
계유,경신,충,계유와 경신 충돌. 직업 방향 수정의 전환점.
계유,신유,충,계유와 신유 충돌. 사회 방향 수정의 전환점.
계유,신유,귀인,생활에 귀인의 조력 출현. 계유-신유 상호보완 기운.
계유,신유,형,"형세 재편의 시기, 감정관리 중요."
계유,임술,합,계유와 임술의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
계유,계해,합,수-수합기운으로 우호관계·창조적 아이디어 발동.
갑술,갑자,합,갑술와 갑자의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
갑술,을축,합,갑술와 을축의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
갑술,병인,생,에너지가 확장되며 사회에서 새로운 돌파구 등장.
갑술,정묘,생,"성장과 발전의 시기, 목이 화을 북돋워 활력을 준다."
갑술,무진,극,"목-토의 충돌로 현실점검 필요, 경험치가 성장한다."
갑술,기사,극,"목-토의 충돌로 현실점검 필요, 경험치가 성장한다."
갑술,경오,귀인,도움 손길이 다가오며 명예 성과 향상.
갑술,경오,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
갑술,경오,충,기존 구조가 흔들리지만 새로운 선택의 기회.
갑술,신미,충,갑술와 신미 충돌. 사회 방향 수정의 전환점.
갑술,신미,해,"정서적 정리와 단절, 새 순환을 준비."
갑술,임신,귀인,좋은 인연·정보가 열려 진로 안정.
갑술,임신,충,기존 구조가 흔들리지만 새로운 선택의 기회.
갑술,임신,형,"규칙과 자유의 마찰, 대인관계에서 자기통제 필요."
갑술,계유,충,목-수 대립으로 이동·변화 발생.
갑술,계유,귀인,도움 손길이 다가오며 관계 성과 향상.
갑술,계유,해,갑술와 계유의 해(害)기운. 감정 노출과 정리의 시기.
갑술,갑술,합,갑술와 갑술의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
갑술,을해,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
갑술,병자,생,에너지가 확장되며 명예에서 새로운 돌파구 등장.
갑술,정축,생,"성장과 발전의 시기, 목이 화을 북돋워 활력을 준다."
갑술,무인,극,긴장 속에서 균형을 잡을 때. 사회 변동 예상.
갑술,기묘,극,"조율이 필요한 시기, 목이 토을 제어한다. 객관적 판단 요구."
갑술,경진,해,"피로·오해의 흐름, 명예에서 속도조절 필요."
갑술,경진,형,갑술와 경진 사이의 내적 긴장. 심리적 피로 경계.
갑술,신사,충,기존 구조가 흔들리지만 새로운 선택의 기회.
갑술,신사,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
갑술,신사,귀인,생활에 귀인의 조력 출현. 갑술-신사 상호보완 기운.
갑술,신사,해,"피로·오해의 흐름, 일상에서 속도조절 필요."
갑술,임오,형,"규칙과 자유의 마찰, 사회에서 자기통제 필요."
갑술,임오,귀인,좋은 인연·정보가 열려 직업 안정.
갑술,계미,귀인,도움 손길이 다가오며 진로 성과 향상.
갑술,계미,형,"형세 재편의 시기, 감정관리 중요."
갑술,계미,충,목-수 대립으로 이동·변화 발생.
갑술,갑신,합,갑술와 갑신의 교류로 조화로운 변화. 사회에서 협력·이익 상승.
갑술,을유,합,목-목합기운으로 우호관계·창조적 아이디어 발동.
갑술,병술,생,내면이 밝아지고 진로에 기회가 열린다.
갑술,정해,생,"성장과 발전의 시기, 목이 화을 북돋워 활력을 준다."
갑술,무자,극,"조율이 필요한 시기, 목이 토을 제어한다. 객관적 판단 요구."
갑술,기축,극,"목-토의 충돌로 현실점검 필요, 경험치가 성장한다."
갑술,경인,충,갑술와 경인 충돌. 진로 방향 수정의 전환점.
갑술,경인,형,갑술와 경인 사이의 내적 긴장. 심리적 피로 경계.
갑술,경인,해,"정서적 정리와 단절, 새 순환을 준비."
갑술,신묘,충,목-금 대립으로 이동·변화 발생.
갑술,신묘,형,"규칙과 자유의 마찰, 관계에서 자기통제 필요."
갑술,신묘,해,"정서적 정리와 단절, 새 순환을 준비."
갑술,임진,충,갑술와 임진 충돌. 진로 방향 수정의 전환점.
갑술,계사,충,갑술와 계사 충돌. 사회 방향 수정의 전환점.
갑술,계사,해,"정서적 정리와 단절, 새 순환을 준비."
갑술,계사,귀인,대인관계에 귀인의 조력 출현. 갑술-계사 상호보완 기운.
갑술,갑오,합,목-목합기운으로 우호관계·창조적 아이디어 발동.
갑술,을미,합,목-목합기운으로 우호관계·창조적 아이디어 발동.
갑술,병신,생,내면이 밝아지고 명예에 기회가 열린다.
갑술,정유,생,내면이 밝아지고 진로에 기회가 열린다.
갑술,무술,극,"조율이 필요한 시기, 목이 토을 제어한다. 객관적 판단 요구."
갑술,기해,극,"목-토의 충돌로 현실점검 필요, 경험치가 성장한다."
갑술,경자,해,"정서적 정리와 단절, 새 순환을 준비."
갑술,경자,형,"규칙과 자유의 마찰, 생활에서 자기통제 필요."
갑술,경자,충,기존 구조가 흔들리지만 새로운 선택의 기회.
갑술,신축,해,"정서적 정리와 단절, 새 순환을 준비."
갑술,신축,형,갑술와 신축 사이의 내적 긴장. 심리적 피로 경계.
갑술,임인,귀인,사회에 귀인의 조력 출현. 갑술-임인 상호보완 기운.
갑술,임인,충,목-수 대립으로 이동·변화 발생.
갑술,임인,해,갑술와 임인의 해(害)기운. 감정 노출과 정리의 시기.
갑술,임인,형,"규칙과 자유의 마찰, 능률에서 자기통제 필요."
갑술,계묘,귀인,좋은 인연·정보가 열려 진로 안정.
갑술,계묘,형,"형세 재편의 시기, 감정관리 중요."
갑술,계묘,해,"피로·오해의 흐름, 감정에서 속도조절 필요."
갑술,갑진,합,갑술와 갑진의 교류로 조화로운 변화. 진로에서 협력·이익 상승.
갑술,을사,합,"새로운 인연 또는 프로젝트 결합, 진로 안정화."
갑술,병오,생,"성장과 발전의 시기, 목이 화을 북돋워 활력을 준다."
갑술,정미,생,에너지가 확장되며 진로에서 새로운 돌파구 등장.
갑술,무신,극,"목-토의 충돌로 현실점검 필요, 경험치가 성장한다."
갑술,기유,극,"조율이 필요한 시기, 목이 토을 제어한다. 객관적 판단 요구."
갑술,경술,귀인,도움 손길이 다가오며 명예 성과 향상.
갑술,경술,형,"형세 재편의 시기, 감정관리 중요."
갑술,경술,해,"정서적 정리와 단절, 새 순환을 준비."
