id,label,type,stem,branch,element_interaction,description,career,wealth,relationship,health,advice
AF_무_해,무해년운,annual_fortune,무,亥,토극수,"무토가 해수를 만나 편재운. 큰 산이 바다를 만나 제방 역할. 큰 재물을 관리하는 운.","대규모 자금 관리. 금융/투자/자산운용. 해외 비즈니스/무역.","큰 재물 기회. 해외 투자/수출입 수익. 하지만 리스크도 비례하게 큼.","해외 인연. 문화가 다른 상대와의 관계. 넓은 세계관 필요.","신장/위장 주의. 수분 대사와 소화기 동시 관리.","큰 물을 다스리세요. 대규모 기회에는 대규모 관리 능력이 필요합니다."
AF_기_자,기자년운,annual_fortune,기,子,토극수,"기토가 자수를 만나 정재운. 부드러운 흙이 맑은 물을 머금는 상. 섬세한 재물 관리의 해.","회계/재무/경리 등 세밀한 자금 관리. 서비스업/요식업에서 안정 수입.","꼼꼼한 자금 관리로 안정적 축적. 적금/보험 정리. 생활비 절약 효과.","세심하게 돌보는 관계. 상대의 필요를 미리 챙기는 배려. 안정적 교제.","신장/비장 주의. 겨울 냉기에 소화기 약화. 부종 관리.","알뜰하게 관리하세요. 작은 돈도 모이면 큰 재산이 되는 해입니다."
AF_기_축,기축년운,annual_fortune,기,丑,비화토,"기토가 축토를 만나 비견운. 부드러운 흙과 겨울 흙이 겹침. 포근하지만 답답한 느낌.","서비스업/교육/돌봄 분야 경쟁. 비슷한 업종의 포화. 차별화 전략 필요.","재물 정체. 큰 변동 없으나 새로운 수입도 없음. 저축으로 버티기.","비슷한 성향의 사람과 경쟁. 자기 영역 지키기. 구별되는 매력 개발.","위장/비장 주의. 겨울 냉증. 소화기 만성 질환 관리.","차별화하세요. 같은 흙이라도 무엇을 담느냐에 따라 가치가 달라집니다."
AF_기_인,기인년운,annual_fortune,기,寅,목극토,"기토가 인목을 만나 정관운. 큰 나무가 부드러운 흙에 질서를 부여. 외부의 규율이 내면을 성장시키는 해.","관리직/교직/공직에서 성과. 규율적 환경에서 인정. 조직 문화 개선 역할.","안정적 급여. 승진에 따른 수입 증가. 사회적 신뢰가 경제적 기반.","책임감 있는 관계. 서로에게 좋은 영향을 주는 파트너. 결혼 진전.","간/비장 주의. 봄 알레르기. 소화기 스트레스.","외부의 규율을 성장의 기회로 삼으세요. 자연의 질서를 받아들이면 편해집니다."
AF_기_묘,기묘년운,annual_fortune,기,卯,목극토,"기토가 묘목을 만나 편관운. 작은 풀이 부드러운 흙을 뚫고 올라오는 상. 미세하지만 지속적인 압박.","직장 내 소소한 갈등과 스트레스. 동료와의 미묘한 경쟁. 인사 변동 가능성.","소규모 지출 증가. 잦은 모임비/경조사비. 크지 않지만 누적되는 비용.","미묘한 갈등. 사소한 것에서 시작되는 다툼. 소통의 부재가 문제.","간/소화기 주의. 봄 알레르기/비염. 피로 누적.","사소한 것을 무시하지 마세요. 작은 불씨가 큰 갈등이 되기 전에 해결하세요."
AF_기_진,기진년운,annual_fortune,기,辰,비화토,"기토가 진토를 만나 겁재운. 봄 흙과 부드러운 흙이 만나 비옥하지만 경쟁적. 풍요 속 다툼.","농업/식품/교육/복지 분야 경쟁. 시장은 크지만 경쟁자도 많음. 차별화 필수.","재물 다툼 가능. 공동 재산 분쟁. 계약 시 꼼꼼한 확인 필요.","비슷한 사람과의 갈등. 양보가 필요한 관계. 서로 한발씩 물러남.","위장/비장 주의. 봄 습기 관련 질환. 알레르기성 피부염.","풍요를 나누세요. 혼자 차지하려 하면 모두 잃습니다."
AF_기_오,기오년운,annual_fortune,기,午,화생토,"기토가 오화를 만나 정인운. 여름 불이 부드러운 흙을 따뜻하게. 포근한 학문과 지혜의 성장.","교육/상담/심리치료/아동보육. 사람을 따뜻하게 가르치는 분야. 멘토 역할.","교육 수입 안정. 강의/상담 수수료. 따뜻한 서비스의 경제적 가치.","따뜻하고 지적인 관계. 서로를 성장시키는 파트너. 깊은 신뢰.","심장/비장 주의. 여름 열기에 소화기 약화. 체온 관리.","따뜻한 지혜를 나누세요. 가르치고 돌보는 것이 올해 최고의 보람입니다."
AF_기_신,기신년운,annual_fortune,기,申,토생금,"기토가 신금을 만나 상관운. 부드러운 흙에서 날카로운 금이 나오는 상. 의외의 과감한 표현.","평소 온화한 사람이 돌발 발언/혁신 제안. 기존 틀을 깨는 아이디어.","혁신적 서비스로 수입. 기존 사업의 변화로 새 수익. 파격적 시도.","평소와 다른 대담한 감정 표현. 관계의 새로운 국면. 깜짝 고백.","폐/소화기 주의. 호흡기와 위장 동시 관리.","때로는 과감해지세요. 평소의 부드러움에 날카로움을 더하면 빛납니다."
AF_기_유,기유년운,annual_fortune,기,酉,토생금,"기토가 유금을 만나 식신운. 부드러운 흙에서 보석이 피어나는 상. 따뜻한 재능의 개화.","요리/화훼/원예/미용/서비스 분야. 따뜻한 감성이 아름다운 결과물로.","감성적 서비스로 안정 수입. 미용/뷰티 분야 수익. 따뜻한 접객이 매출.","포근하고 아름다운 관계. 서로에게 아름다운 것을 선물하는 사랑.","폐/비장 주의. 가을 건조함에 피부 관리. 호흡기 질환.","따뜻함에서 아름다움이 핍니다. 진심 어린 서비스가 최고의 가치입니다."
AF_기_술,기술년운,annual_fortune,기,戌,비화토,"기토가 술토를 만나 겁재운. 가을 건조한 흙이 부드러운 흙과 경쟁. 안정 추구 속 갈등.","서비스업/교육/복지 분야 구조조정. 기존 방식의 한계. 새로운 모델 탐색.","재물 유출 주의. 불필요한 지출 정리. 보증/대출 재정비.","관계의 권태기. 형식적인 만남 탈피 필요. 새로운 시도가 관계를 살림.","위장/소화기 주의. 가을 건조함에 소화 불량. 피부 건조.","변화를 두려워하지 마세요. 같은 흙이라도 형태를 바꾸면 새로운 가치가 됩니다."
AF_경_자,경자년운,annual_fortune,경,子,금생수,"경금이 자수를 만나 상관운. 칼날에서 차가운 물이 떨어지는 상. 날카로운 통찰과 비판력.","비평/분석/저널리즘/수사 분야. 예리한 시각이 빛나는 해. 데이터 분석/AI 관련.","분석력으로 투자 수익. 시장을 꿰뚫는 통찰. 다만 말실수로 기회 상실 주의.","직설적 표현이 상처를 줄 수 있음. 날카로운 비판보다 건설적 조언.","신장/폐 주의. 겨울 호흡기 질환. 냉증.","날카로움을 지혜롭게 쓰세요. 칼은 요리에도 쓰이고 상처에도 씁니다."
AF_경_축,경축년운,annual_fortune,경,丑,토생금,"경금이 축토를 만나 정인운. 겨울 흙이 쇠를 보듬어 키우는 상. 깊은 지혜와 인내의 숙성.","장기적 연구/학문 성과. 박사/전문자격 취득. 법학/의학/공학 심화 학습.","장기 투자의 안정적 수익. 골드/금속 관련 자산. 연금/보험 정리.","신뢰와 존경에 기반한 관계. 오랜 시간 함께한 인연의 깊어짐.","위장/폐 주의. 겨울 한기에 폐 약화. 소화기 관리.","인내는 쓰지만 열매는 답니다. 오래 기다린 만큼 큰 결실을 얻습니다."
AF_경_묘,경묘년운,annual_fortune,경,卯,금극목,"경금이 묘목을 만나 정재운. 큰 칼이 섬세한 꽃을 다듬는 상. 정밀한 재물 관리와 가치 창출.","정밀 기술/가공/편집/디자인 분야. 세밀한 작업이 높은 가치를 만드는 해.","섬세한 기술이 안정 수입. 가공/편집 수수료. 디테일이 차별화 요소.","섬세하게 관리하는 관계. 상대의 장점을 살려주는 배려.","간/폐 주의. 봄 알레르기. 호흡기와 간 동시 관리.","섬세함이 가치입니다. 칼날의 정교함으로 아름다운 작품을 만드세요."
AF_경_진,경진년운,annual_fortune,경,辰,토생금,"경금이 진토를 만나 편인운. 봄 대지가 금을 품고 키우는 상. 실용적 학문과 기술 습득.","기술 교육/직업훈련/엔지니어링 학습. 실무에 바로 적용되는 지식 습득.","기술 자격증이 수입으로 직결. 실용 학문의 경제적 가치. 장기 성장 투자.","함께 성장하는 관계. 기술/지식을 공유하는 파트너. 스터디 그룹 인연.","위장/폐 주의. 봄 환절기 면역력 관리.","실용적 지혜를 쌓으세요. 현장에서 바로 쓰는 기술이 가장 값집니다."
AF_경_사,경사년운,annual_fortune,경,巳,화극금,"경금이 사화를 만나 편관운. 불이 쇠를 단련하는 상. 혹독한 시련이 강철을 만듦.","직장 내 극심한 압박. 구조조정/감원 위기. 하지만 살아남으면 핵심 인재.","비상 자금 확보 필요. 예상치 못한 지출. 법적 비용 가능.","관계에 큰 시험. 파트너와의 위기. 위기를 함께 넘기면 더 단단해짐.","심장/폐 동시 주의. 고열/염증. 화상/금속 관련 사고 조심.","담금질을 견디세요. 불에 달궈진 쇠가 명검이 됩니다."
AF_경_미,경미년운,annual_fortune,경,未,토생금,"경금이 미토를 만나 정인운. 여름 땅이 금을 보호하고 키우는 상. 따뜻한 보호 속 성장.","멘토의 따뜻한 지도 아래 성장. 교육/훈련 프로그램 참여. 선배의 추천.","멘토 덕에 기회 획득. 추천/소개를 통한 수입. 학습 투자의 보답.","따뜻하게 보호받는 관계. 연상자/선배와의 인연. 안정적 교제.","위장/폐 주의. 여름 열기에 호흡기 약화. 식중독.","고마운 사람을 소중히 하세요. 멘토의 가르침이 올해 최고의 재산입니다."
AF_경_유,경유년운,annual_fortune,경,酉,금극목,"경금이 유금을 만나 겁재운. 칼과 보석이 함께. 강한 경쟁 속에서 실력이 드러남.","금융/법률/의료 분야 내 치열한 경쟁. 실력자들 사이에서 생존 전략 필요.","재물 유출 주의. 동업/공동투자 손실. 보증 절대 금지.","경쟁자와의 관계. 연인을 두고 경쟁 가능. 질투와 의심.","폐/대장 주의. 호흡기 만성질환. 피부 건조/트러블.","진짜 실력으로 승부하세요. 편법은 통하지 않는 해입니다."
AF_경_해,경해년운,annual_fortune,경,亥,금생수,"경금이 해수를 만나 식신운. 칼날에서 깨끗한 물이 흐르는 상. 능력이 자연스럽게 발휘.","기술/전문 분야에서 능력 발휘. 실무 성과가 인정받는 해. 강연/교육 기회.","기술력으로 안정 수입. 전문 서비스 수수료. 실력이 곧 재물.","편안하고 자연스러운 관계. 서로의 능력을 인정하는 파트너.","신장/폐 주의. 겨울 호흡기 관리. 수분 대사.","실력을 자연스럽게 보여주세요. 과시가 아닌 자연스러운 능력 발현이 매력입니다."
AF_신_자,신자년운,annual_fortune,신,子,금생수,"신금이 자수를 만나 식신운. 보석에서 맑은 이슬이 맺히는 상. 정교한 재능이 자연스럽게 표현.","감정평가/미술/음악/글쓰기에서 재능 발현. 섬세한 표현력이 빛나는 해.","미적 감각이 수입으로. 예술품/핸드메이드 판매. 감각적 비즈니스.","섬세하고 아름다운 관계. 예술적 교감. 함께 전시회/공연 관람.","신장/폐 주의. 겨울 냉기에 호흡기 약화. 냉증 관리.","정교한 재능을 드러내세요. 이슬처럼 맑은 표현이 사람을 감동시킵니다."
AF_신_인,신인년운,annual_fortune,신,寅,금극목,"신금이 인목을 만나 편재운. 작은 칼이 큰 나무를 조각하는 상. 섬세한 재물 활동과 가공의 기술.","조각/세공/편집/가공 분야에서 기회. 원재료를 가치 있게 변환하는 사업.","섬세한 기술이 큰 수익으로. 가공 부가가치가 높은 해. 하지만 무리한 투자 주의.","적극적으로 다가가는 연애. 상대의 매력을 발굴하는 안목. 활동적 데이트.","간/폐 주의. 금목 상충으로 근육통. 교통사고 주의.","원석을 보석으로 만드세요. 당신의 섬세한 손길이 가치를 창조합니다."
AF_신_묘,신묘년운,annual_fortune,신,卯,금극목,"신금이 묘목을 만나 정재운. 정밀한 가위가 아름다운 꽃을 다듬는 상. 미적 가치의 안정적 수확.","플로리스트/패션디자이너/헤어스타일리스트. 아름다움을 다듬는 전문 분야.","미적 서비스로 안정 수입. 뷰티/패션 관련 꾸준한 매출. 단골 고객 관리.","아름답고 세련된 관계. 서로를 가꿔주는 사랑. 미적 취향 일치.","간/폐 주의. 봄 알레르기. 피부 트러블.","아름다움을 다듬세요. 당신의 미적 감각이 다른 사람을 빛나게 합니다."
AF_신_진,신진년운,annual_fortune,신,辰,토생금,"신금이 진토를 만나 정인운. 봄 흙이 보석을 품어 보호하는 상. 새로운 시작을 위한 지혜 축적.","새로운 기술/분야 학습 시작. 전직/이직을 위한 준비. 자격증 공부.","학습 투자기. 당장 수익보다 미래를 위한 역량 개발에 집중.","성장을 지원하는 관계. 함께 공부하는 파트너. 새로운 인연의 시작.","위장/폐 주의. 봄 환절기 면역 관리. 알레르기.","준비하는 자에게 기회가 옵니다. 배움의 시간이 미래의 날개가 됩니다."
AF_신_사,신사년운,annual_fortune,신,巳,화극금,"신금이 사화를 만나 편관운. 불이 보석을 달구는 상. 아름다움이 시련 속에서 더욱 빛남.","높은 기준과 압박 속에서 성장. 품질/감사/검증 분야. 까다로운 고객 상대.","예상치 못한 지출. 품질 관리 비용. 하지만 위기를 넘기면 프리미엄 가치.","관계에 시험이 옴. 상대의 높은 기준. 갈등을 넘기면 더 깊어짐.","심장/폐 동시 주의. 열성 질환. 화상/피부 트러블.","보석은 불에서 다듬어집니다. 시련이 당신의 가치를 더 높여줍니다."
AF_신_오,신오년운,annual_fortune,신,午,화극금,"신금이 오화를 만나 정관운. 한낮의 불이 보석에 질서를 부여하는 상. 사회적 규범 속 미적 완성.","예술/디자인 분야의 공식 인정. 수상/전시/공모전. 기관 소속 디자이너/큐레이터.","명예에 따른 안정 수입. 수상 경력이 가격을 높임. 공식적 계약.","격식 있고 우아한 관계. 사회적으로 인정받는 커플. 공식 행사 동반.","심장/폐 주의. 여름 열기에 호흡기 약화. 혈압 관리.","규율이 아름다움을 완성합니다. 사회적 인정이 당신의 가치를 증명하는 해."
AF_신_미,신미년운,annual_fortune,신,未,토생금,"신금이 미토를 만나 편인운. 여름 흙이 보석을 보호하고 키우는 상. 따뜻한 보살핌 속 재능 숙성.","멘토의 따뜻한 지도. 연수/교육 프로그램 수혜. 예술 학원/워크숍 참여.","학습을 통한 역량 향상. 미래 수입을 위한 투자. 후원/장학금 가능.","따뜻하게 가르쳐주는 인연. 연상자/선생님과의 관계. 안정적 교감.","위장/폐 주의. 여름 습열에 소화기/호흡기 약화.","따뜻한 보호 속에서 성장하세요. 멘토의 품에서 보석이 빛나기 시작합니다."
AF_신_신,신신년운,annual_fortune,신,申,비화금,"신금이 신금을 만나 겁재운. 보석과 광석이 함께. 아름다움을 두고 경쟁하는 상.","뷰티/패션/보석/미술 분야 경쟁 과열. 유사 업종 포화. 독창성이 생존 열쇠.","재물 경쟁. 가격 경쟁으로 수익 감소. 차별화된 프리미엄 전략 필요.","경쟁적 관계. 비슷한 매력의 상대와 비교당함. 자기 고유의 매력 발견.","폐/대장 주의. 호흡기 만성 질환. 피부 건조/트러블.","진짜 보석은 빛이 다릅니다. 남과 비교하지 말고 자기만의 빛을 찾으세요."
AF_신_술,신술년운,annual_fortune,신,戌,토생금,"신금이 술토를 만나 정인운. 가을 흙이 보석을 마지막으로 다듬어 완성. 성숙과 완성의 해.","경험에서 우러나는 전문성. 시니어/마스터 등급 획득. 감정/심사위원 역할.","축적된 실력이 프리미엄 수입. 경력에 따른 고수익. 명성이 재물로.","깊고 성숙한 관계. 오랜 경험에서 우러나는 이해. 노년의 동반자.","위장/폐 주의. 가을 건조함에 피부/호흡기. 관절 건강.","숙성된 가치를 자신하세요. 세월이 만든 당신의 깊이가 최고의 매력입니다."
AF_임_축,임축년운,annual_fortune,임,丑,토극수,"임수가 축토를 만나 편관운. 겨울 흙이 큰 물을 막는 상. 외부 제약 속 인내.","조직의 규율 강화. 구조적 제약 속에서의 업무. 공공기관/관료제 적응.","지출 관리 중요. 절약/절제의 해. 불필요한 투자 자제.","관계에 제약이 생김. 외부 환경의 방해. 인내심을 가지고 기다림.","위장/신장 주의. 겨울 냉증에 소화기 약화. 부종/냉증.","제방을 쌓으세요. 물이 넘치지 않도록 관리하는 것이 올해의 과제입니다."
AF_임_인,임인년운,annual_fortune,임,寅,수생목,"임수가 인목을 만나 식신운. 큰 물이 나무를 키우는 상. 지혜가 실질적 재능으로 발현.","교육/출판/콘텐츠 분야에서 재능 발휘. 지식을 알기 쉽게 전달하는 능력.","지적 재산 수익화. 강의/출판/온라인 교육 수입. 콘텐츠 판매.","지적으로 풍요로운 관계. 함께 배우고 성장하는 파트너. 교감이 깊음.","간/신장 주의. 봄 환절기 면역 관리. 수분 대사.","지식을 나누세요. 물이 나무를 키우듯, 당신의 지혜가 세상을 키웁니다."
AF_임_묘,임묘년운,annual_fortune,임,卯,수생목,"임수가 묘목을 만나 상관운. 큰 물이 섬세한 꽃을 만나 과잉 공급. 재능 넘침의 부작용 주의.","창의적 아이디어 폭발. 하지만 실현 가능성 검증 필요. 발표/프레젠테이션.","아이디어가 많지만 수익화는 선별적. 모든 것에 투자하면 분산 손실.","감정 표현이 과잉. 상대를 압도하는 애정. 숨막히는 사랑 주의.","간/신장 주의. 봄 수분 과잉. 부종/알레르기.","흘려보내세요. 모든 아이디어를 붙잡지 말고 가장 좋은 하나에 집중하세요."
AF_임_진,임진년운,annual_fortune,임,辰,토극수,"임수가 진토를 만나 편관운. 봄 둑이 큰 물을 가두는 상. 방향 설정과 규율의 해.","프로젝트 관리/일정 통제/예산 관리. 체계적 업무 환경에서 성과.","계획적 재물 관리. 예산을 세우고 지키면 안정. 충동 투자 금지.","규칙적이고 계획적인 관계. 데이트 일정/생활 패턴 맞추기.","위장/신장 주의. 봄 습기에 비뇨기 약화. 소화 불량.","방향을 정하세요. 큰 물도 둑이 있어야 힘이 됩니다."
AF_임_사,임사년운,annual_fortune,임,巳,수극화,"임수가 사화를 만나 정재운. 큰 물이 불을 다스리는 상. 감정을 통제하며 재물을 관리.","금융/보험/리스크 관리 분야. 위험을 평가하고 대응하는 전문성.","안정적이고 계산된 재물 관리. 보험/헤지 전략. 손실 방지가 수익.","냉정하지만 안정적인 관계. 감정보다 현실을 중시하는 파트너십.","심장/신장 주의. 수화 불균형. 혈압/비뇨기 동시 관리.","냉정함이 자산입니다. 감정에 흔들리지 않는 판단이 올해의 경쟁력."
AF_임_미,임미년운,annual_fortune,임,未,토극수,"임수가 미토를 만나 정관운. 여름 흙이 물을 정화하는 상. 따뜻한 규율과 질서.","조직 내 따뜻한 리더 역할. 인사/복지/교육행정. 규율 속 배려.","안정적 급여. 직위에 따른 수입. 사회 공헌이 평판을 높여 간접 수익.","따뜻하지만 책임감 있는 관계. 서로를 바르게 이끄는 파트너.","위장/신장 주의. 여름 습열에 비뇨기/소화기.","따뜻한 리더가 되세요. 규율에 배려를 더하면 사람이 따릅니다."
AF_임_유,임유년운,annual_fortune,임,酉,금생수,"임수가 유금을 만나 정인운. 보석에서 맑은 물이 흐르는 상. 아름다운 지혜의 완성.","미학/철학/심미안 분야. 아름다움을 분석하는 학문. 예술비평/감정.","지적 감각이 수입으로. 감정/비평/심사 수수료. 미적 판단의 경제적 가치.","지적이고 아름다운 관계. 서로의 내면을 음미하는 깊은 교감.","폐/신장 주의. 가을 건조함에 호흡기. 수분 대사 관리.","아름다움을 통찰하세요. 겉이 아닌 속을 보는 눈이 올해의 선물입니다."
AF_임_술,임술년운,annual_fortune,임,戌,토극수,"임수가 술토를 만나 편관운. 가을 마른 둑이 물을 완전히 막는 상. 강한 제약과 정체.","직장 내 정체/답보 상태. 승진 지연. 인내가 필요한 시기. 전환 준비.","재물 흐름 막힘. 새로운 수입원 필요. 기존 자산 정리로 현금 확보.","관계의 정체기. 소통 부재 해결 필요. 깊은 대화로 돌파구 찾기.","위장/신장/비뇨기 주의. 건조함에 수분 부족. 변비/비뇨기 문제.","막힘을 뚫으세요. 물길이 막히면 새 길을 내는 것도 방법입니다."
AF_임_해,임해년운,annual_fortune,임,亥,비화수,"임수가 해수를 만나 겁재운. 바다와 바다가 만남. 거대한 에너지이지만 방향 상실 위험.","대규모 프로젝트에 휩쓸림. 큰 조직에서 정체성 유지 과제. 글로벌 비즈니스.","큰 돈이 오가지만 내 것인지 불분명. 공동 자산 분쟁. 소유권 확인.","넓고 자유로운 관계이지만 깊이 부족. 여러 인연에 분산. 집중 필요.","신장/방광 특별 주의. 부종/냉증/비뇨기 질환 집중 관리.","방향을 잡으세요. 넓은 바다에서는 나침반이 가장 중요합니다."
AF_계_자,계자년운,annual_fortune,계,子,비화수,"계수가 자수를 만나 비견운. 이슬비와 강물이 만남. 비슷한 에너지의 경쟁과 합류.","분석/연구/IT 분야 내 경쟁. 비슷한 실력자들 사이에서 차별화 과제.","재물 유출 주의. 공동 투자 손실. 동업/파트너십에서 지분 다툼.","비슷한 성향의 경쟁자. 연인을 둘러싼 미묘한 삼각관계. 자기만의 매력 어필.","신장/방광 주의. 겨울 냉증 극심. 수분 대사 불균형.","남과 같으면 선택받지 못합니다. 작은 차이가 큰 차별화입니다."
AF_계_인,계인년운,annual_fortune,계,寅,수생목,"계수가 인목을 만나 식신운. 이슬비가 큰 나무에 생기를 더하는 상. 섬세한 재능의 발현.","글쓰기/번역/통역/교정 분야. 언어적 능력이 빛나는 해. 출판/미디어.","지적 서비스 수입. 글/번역/콘텐츠 원고료. 소규모 부업 수입.","감성적이고 지적인 관계. 편지/글로 소통하는 로맨스.","간/신장 주의. 봄 환절기 면역력. 수분 대사.","감성을 글로 표현하세요. 당신의 섬세한 언어가 세상에 울림을 줍니다."
AF_계_묘,계묘년운,annual_fortune,계,卯,수생목,"계수가 묘목을 만나 상관운. 이슬이 꽃을 만나 아름다움을 더하지만 과잉 공급. 넘치는 감성.","예술적 표현이 과격해질 수 있는 해. 아방가르드/전위 예술. 파격적 디자인.","불규칙 수입. 예술적 돌파가 대박이 될 수 있으나 공백도 큼.","감정이 넘치는 관계. 로맨틱하지만 불안정. 감정 기복이 관계를 흔듦.","간/신장 주의. 봄 알레르기. 감정 기복에 따른 자율신경 실조.","넘치는 감성을 다스리세요. 예술적 폭발력도 방향이 있으면 걸작이 됩니다."
AF_계_진,계진년운,annual_fortune,계,辰,토극수,"계수가 진토를 만나 정관운. 봄 둑이 이슬비를 모아 방향을 주는 상. 섬세한 규율과 질서.","세밀한 규정/매뉴얼 작성. 품질관리/표준화 업무. 편집/교정 분야.","안정적이지만 소규모 수입. 꼼꼼한 관리로 불필요한 지출 제거.","질서 있고 예의 바른 관계. 서로의 경계를 존중하는 교제.","위장/신장 주의. 봄 습기에 비뇨기 약화. 소화 관리.","작은 규율이 큰 질서를 만듭니다. 세밀한 관리가 올해의 성공 비결."
AF_계_사,계사년운,annual_fortune,계,巳,수극화,"계수가 사화를 만나 정재운. 이슬비가 작은 불을 다스리는 상. 섬세한 재물 통제.","회계/세무/감사/재무 분석. 숫자를 정밀하게 다루는 분야. 데이터 정리.","꼼꼼한 재무 관리로 안정. 절세/비용 절감 효과. 가계부 정리의 해.","실용적이고 알뜰한 관계. 함께 가계를 꾸리는 파트너십.","심장/신장 주의. 수화 불균형. 여름 열기에 수분 부족.","한 푼도 놓치지 마세요. 세밀한 관리가 큰 자산을 만드는 해입니다."
AF_계_오,계오년운,annual_fortune,계,午,수극화,"계수가 오화를 만나 편재운. 이슬비가 한낮의 태양 아래 증발. 작은 물이 큰 불에 도전하는 상.","대담한 도전이 필요하지만 역부족 가능. 큰 시장에서의 생존 전략. 틈새 시장 공략.","큰 기회 앞에 역량 부족 느낌. 소규모 투자로 경험 축적. 무리한 배팅 금지.","뜨거운 상대에게 끌리지만 감당하기 어려움. 현실적 판단 필요.","심장/신장 주의. 여름 열기에 탈수. 혈압/비뇨기.","분수를 알되 꿈은 크게 가지세요. 작은 물도 바위를 뚫습니다."
AF_계_미,계미년운,annual_fortune,계,未,토극수,"계수가 미토를 만나 편관운. 여름 흙이 이슬비를 흡수하는 상. 부드러운 제약.","따뜻한 조직 문화 속 규율. 복지/교육/서비스 기관에서의 역할.","지출 관리 필요. 사회적 기여에 시간/비용 투입. 장기적으로 보람.","따뜻하지만 규율적인 관계. 서로에게 올바른 방향을 제시.","위장/신장 주의. 여름 습열에 소화기/비뇨기 약화.","부드러운 규율을 받아들이세요. 따뜻한 제약 속에서 올바르게 성장합니다."
AF_계_신,계신년운,annual_fortune,계,申,금생수,"계수가 신금을 만나 편인운. 광석에서 맑은 이슬이 맺히는 상. 실용적 지혜와 기술 습득.","IT/프로그래밍/데이터 분석 학습. 기술 자격증 취득. 실무 교육 참여.","기술 습득이 미래 수입원. 프로그래밍/분석 능력의 경제적 가치.","지적 성장을 함께하는 관계. 기술 스터디 파트너. 실용적 교감.","폐/신장 주의. 호흡기와 비뇨기 동시 관리. 면역력 강화.","실용적 기술을 배우세요. 손에 잡히는 능력이 가장 확실한 자산입니다."
AF_계_술,계술년운,annual_fortune,계,戌,토극수,"계수가 술토를 만나 편관운. 가을 마른 흙이 이슬비를 완전 흡수. 강한 제약과 고립감.","직장 내 고립/배제 가능. 혼자 감당하는 업무 증가. 독립적 작업 환경.","재물 흐름 정체. 새로운 수입이 막힘. 절약으로 버티기. 숨은 자산 활용.","관계의 단절감. 소통 부재. 의도적으로 연락하고 만남을 가져야 함.","위장/신장/비뇨기 주의. 가을 건조함에 수분 극도 부족.","고립을 두려워하지 마세요. 혼자만의 시간이 깊은 성찰의 기회가 됩니다."
AF_을_유,을유년운,annual_fortune,을,酉,금극목,"을목이 유금을 만나 정관운. 가위(유)가 꽃(을)을 다듬는 상. 아름다운 규율.","패션/뷰티/아트디렉션. 미적 기준을 세우는 역할. 편집/큐레이션.","예술적 기준이 경제적 가치로. 큐레이터/편집자 수입.","세련된 관계. 높은 미적 기준을 공유하는 파트너.","간/폐/대장 주의. 피부 건강.","아름다움에 질서를 부여하세요. 큐레이션이 당신의 재능입니다."
AF_병_자,병자년운,annual_fortune,병,子,수극화,"병화가 자수를 만나 정관운. 물이 불을 제어하는 상. 규율과 책임이 주어지는 해.","승진/임명 운. 공공기관/대기업 유리. 조직 내 인정. 규율적 환경 적합.","안정적 급여. 명예직에 따른 수당. 사회적 지위 상승으로 간접 수입.","책임감 있는 관계. 결혼 운 양호. 가정적 리더 역할.","심장/신장 동시 주의. 혈압 관리. 과로 주의.","책임을 받아들이세요. 올해의 규율이 내년의 자유를 만듭니다."
AF_병_인,병인년운,annual_fortune,병,寅,목생화,"병화가 인목을 만나 편인운. 나무가 불을 키우는 상. 지혜와 보호의 에너지.","학문/연구/교육 분야 성장. 전문 자격 취득. 멘토의 지원.","교육 투자 대비 수익. 자격증이 수입으로. 무형 자산 증가.","지적 성장을 돕는 파트너. 연상/스승과의 인연.","간/심장 주의. 과로 조심.","배움이 곧 힘입니다. 올해의 투자는 미래의 수확입니다."
AF_병_오,병오년운,annual_fortune,병,午,비화화,"병화가 오화를 만나 겁재운(건록). 불 위에 불. 열정이 극에 달하지만 과열 위험.","연예/스포츠/마케팅에서 폭발적 성과. 주목받는 해. 하지만 경쟁도 치열.","큰 돈이 들어오고 나감. 재물 변동 극심. 투기 주의.","뜨거운 만남과 격렬한 이별. 감정의 롤러코스터. 열정적이지만 불안정.","심장/혈압 특별 주의. 화상/열사병. 화병.","과열 주의! 열정은 좋지만 브레이크가 필요합니다. 냉정함을 잃지 마세요."
AF_정_묘,정묘년운,annual_fortune,정,卯,목생화,"정화가 묘목을 만나 편인운. 꽃(묘)이 촛불(정)을 보호. 섬세한 예술적 영감.","예술/문학/디자인/수공예. 감성적 창작물. 감각적 비즈니스.","예술품 판매. 감성 콘텐츠 수익. 디자인 프리랜서.","로맨틱하고 감성적인 관계. 예술적 데이트.","간/심장 주의. 눈 건강.","감성을 비즈니스로 연결하세요. 예술적 영감이 수입원이 됩니다."
AF_정_사,정사년운,annual_fortune,정,巳,비화화,"정화가 사화를 만나 겁재운(건록). 촛불이 큰 불 옆에. 섬세한 정화가 강한 에너지를 만남.","섬세한 기술이 빛나는 해. 정밀 작업/디테일이 중요한 분야 성과. 요리/수공예 유리.","소규모 사업의 활기. 디테일에서 차별화. 수공예/맞춤형 서비스 수입.","따뜻한 만남. 서로를 섬세하게 배려하는 관계.","심장/소장 주의. 눈 건강 관리.","섬세함이 당신의 강점입니다. 대규모보다 소규모에서 빛나세요."
