id,label,type,archetype_name,category,description,shadow_form,saju_connection,astro_connection,tarot_connection,growth_path,advice
anima_sophia,Anima Stage 4 - Sophia,anima_animus,아니마 4단계: 소피아(Sophia),anima_stage,"아니마의 최종 단계. 지혜의 여신 소피아로서 남성 안의 완전히 통합된 여성성이다. 의식과 무의식 이성과 감성 논리와 직관이 완벽하게 조화를 이룬 상태이며 내면의 여성성이 지혜의 원천이 된다.","","일간과 인성(印星)의 완벽한 조화. 오행이 균형을 이룬 사주에서 인성이 가장 성숙하게 발현. 용신과 희신이 자연스럽게 흐르는 상태.","물고기자리/천왕성-해왕성의 초월적 지혜. IC-MC 축의 완전한 통합. 달과 태양의 조화(뉴문의 통합 에너지).","세계(The World) - 완전한 통합. 여사제(The High Priestess) - 최고의 직관. 절제(Temperance) - 완벽한 조화.","소피아 = 아니마 통합의 완성. 내면의 여성성이 적이 아닌 동반자가 되어 전인적 인격이 된다.","내면의 여성적 목소리를 경청하라. 그것은 약함이 아니라 완전함으로 가는 나머지 절반이다."
animus_tarzan,Animus Stage 1 - Tarzan,anima_animus,아니무스 1단계: 타잔(Tarzan),animus_stage,"아니무스의 가장 원초적 단계. 순수한 육체적 힘과 남성성으로서 보호자 전사 운동선수의 이미지이다. 여성이 남성을 단순한 육체적 힘의 존재로 인식하는 단계.","","편관(偏官)의 원초적 남성 에너지. 양인(羊刃)의 물리적 힘. 비겁(比劫)의 강한 육체성. 건록(建祿)의 원시적 활력.","화성/양자리의 전사. 1하우스의 육체적 존재감. 화성-명왕성 합의 원시적 힘.","황제(The Emperor) - 물리적 권위. 힘(Strength) - 원초적 힘. 전차(The Chariot) - 의지의 힘.","타잔 → 로미오: 육체적 힘에서 언어적 매력으로. 근육이 아닌 말과 지성으로 소통하는 성장.","강한 남자에게 끌리는 것은 자연스러운 본능이지만 그것이 관계의 전부가 될 수는 없다."
animus_romeo,Animus Stage 2 - Romeo,anima_animus,아니무스 2단계: 로미오(Romeo),animus_stage,"아니무스의 낭만적 단계. 로미오나 시인처럼 말과 감정으로 여성의 마음을 사로잡는 남성 이미지이다. 언어적 매력과 낭만적 이상주의를 대표하며 여성이 남성에게서 감성적 교감을 발견하는 단계.","","식신(食神)과 상관(傷官)의 표현력. 도화(桃花)의 언어적 매력. 정관(正官)의 세련된 남성성. 편재(偏財)의 낭만적 관계.","쌍둥이자리/금성의 언어적 매력. 3하우스의 소통 능력. 수성-금성 합의 아름다운 말. 5하우스의 로맨스.","연인(The Lovers) - 낭만적 선택. 마법사(The Magician) - 말의 마법. 기사 카드들 - 로맨틱한 구애.","로미오 → 교수: 감성적 교감에서 지적 교감으로. 달콤한 말을 넘어 깊은 대화로 성장.","달콤한 말에 취하되 그 말의 실체를 확인하라. 진정한 소통은 듣는 것에서 시작된다."
animus_professor,Animus Stage 3 - Professor,anima_animus,아니무스 3단계: 교수(Professor),animus_stage,"아니무스의 지적 단계. 지식과 권위를 가진 남성 이미지로서 목사 교수 정치가 등의 형태로 나타난다. 여성이 남성에게서 지적 리더십과 정신적 안내를 발견하는 단계.","","정관(正官)의 지적 권위. 인성(印星)과 관성(官星)의 결합. 관인상생(官印相生)의 지적 리더십. 정인(正印)의 학문적 깊이.","토성/염소자리의 권위. 9하우스의 지적 멘토. 10하우스의 사회적 권위. 토성-수성 합의 깊은 학문.","교황(The Hierophant) - 정신적 안내자. 은둔자(The Hermit) - 지혜의 빛. 황제(The Emperor) - 지적 권위.","교수 → 로고스: 외적 권위에서 내면의 말씀으로. 남에게서 찾던 지혜를 자기 안에서 발견하는 성장.","존경하는 사람의 말을 따르되 맹목적으로 따르지 말라. 진정한 스승은 당신 안의 지혜를 깨우는 사람이다."
animus_logos,Animus Stage 4 - Logos,anima_animus,아니무스 4단계: 로고스(Logos),animus_stage,"아니무스의 최종 단계. 로고스(말씀/이성)로서 여성 안의 완전히 통합된 남성성이다. 개인적 남성 이미지를 넘어 보편적 진리와 의미의 창조적 원리가 된 상태이며 내면의 남성성이 영적 의미의 원천이 된다.","","일간과 관성(官星)의 완벽한 조화. 관인상생(官印相生)이 가장 성숙하게 발현된 상태. 오행의 완전한 균형 속 정관의 밝은 빛.","천칭자리/태양-목성-토성의 삼중 조화. MC-ASC의 완전한 통합. 태양과 달의 조화(보름달의 완성 에너지).","세계(The World) - 완전한 통합. 태양(The Sun) - 의식의 빛. 심판(Judgement) - 궁극적 의미.","로고스 = 아니무스 통합의 완성. 내면의 남성성이 적이 아닌 창조적 파트너가 되어 전인적 인격 완성.","내면의 남성적 의지와 방향성을 신뢰하라. 그것은 당신의 적이 아니라 당신을 완전하게 만드는 나머지 절반이다."
self_persona,Self Stage 1 - Persona Recognition,self_individuation,자기실현 1단계: 페르소나 인식,individuation_stage,"개성화의 첫 단계. 자신이 쓰고 있는 사회적 가면(페르소나)을 인식하는 것이다. 타인에게 보이기 위해 만든 이미지와 진정한 자아의 차이를 알아차리기 시작한다. 대부분의 사람들은 이 가면을 자기 자신으로 착각한다.","","비견(比肩)의 사회적 자아 인식. 비겁(比劫)이 나타내는 외적 이미지와 일간의 본질 사이의 간극을 자각. 정관(正官)이 요구하는 사회적 역할의 인식.","상승점(ASC)과 태양의 차이 인식. 1하우스의 외적 이미지와 태양 사인의 본질적 차이. 7하우스 투사의 자각.","마법사(The Magician) - 가면의 인식. 달(The Moon) - 환상 직면. 매달린 사람(The Hanged Man) - 관점 전환.","페르소나 인식 → 그림자 직면: 가면 뒤에 숨겨진 것을 볼 용기를 얻는 성장.","당신이 세상에 보여주는 모습은 당신의 전부가 아니다. 가면을 벗는 것이 아니라 가면임을 아는 것이 첫걸음이다."
self_shadow,Self Stage 2 - Shadow Confrontation,self_individuation,자기실현 2단계: 그림자 대면,individuation_stage,"개성화의 두 번째 단계. 억압된 자아의 어두운 면과 마주하는 것이다. 자신이 인정하기 싫어하는 욕망 분노 질투 공포 등을 직면한다. 그림자를 부정하면 외부에 투사되어 갈등을 만들고 통합하면 에너지원이 된다.","","편관(偏官)의 그림자 에너지. 상관(傷官)의 억압된 욕구. 양인(羊刃)과 칠살(七殺)의 어두운 힘. 형(刑)과 충(沖)의 내적 갈등.","명왕성/전갈자리의 그림자 작업. 8하우스의 심층 탐구. 12하우스의 무의식. 토성의 직면 에너지.","악마(The Devil) - 억압된 욕망. 달(The Moon) - 무의식의 공포. 탑(The Tower) - 방어벽 붕괴.","그림자 대면 → 아니마/아니무스 만남: 자기 안의 어둠을 수용한 후 반대 성(性)의 내면적 원형을 만남.","당신이 가장 싫어하는 타인의 모습은 당신 안에 억압된 당신 자신의 모습이다. 그것을 인정할 때 해방된다."
self_anima_animus,Self Stage 3 - Anima/Animus Integration,self_individuation,자기실현 3단계: 아니마/아니무스 통합,individuation_stage,"개성화의 세 번째 단계. 내면의 반대 성 원형과 대화하고 통합하는 과정이다. 남성은 내면의 여성성(아니마)을 여성은 내면의 남성성(아니무스)을 수용한다. 이 통합을 통해 더 온전한 인격이 형성된다.","","일간과 배우자성의 조화. 남성 사주에서 재성(財星)과 인성(印星)의 균형. 여성 사주에서 관성(官星)과 식상(食傷)의 균형. 음양의 내적 조화.","달과 태양의 조화. 금성과 화성의 통합. IC-MC 축의 균형. 7하우스 행성의 내면화.","절제(Temperance) - 내적 통합. 연인(The Lovers) - 내면의 합일. 별(The Star) - 조화의 빛.","아니마/아니무스 통합 → 자기(Self) 실현: 내면의 양극을 통합한 후 중심점(만다라)에 도달.","당신 안의 여성성 또는 남성성을 적으로 보지 말라. 그것은 당신이 온전해지기 위해 필요한 나머지 반쪽이다."
self_wise_old,Self Stage 4 - Wise Old Man/Woman,self_individuation,자기실현 4단계: 현명한 노인/여인,individuation_stage,"개성화의 네 번째 단계. 내면의 안내자인 현명한 노인(남성) 또는 현명한 여인(여성)과 만나는 것이다. 이 원형은 축적된 집단 무의식의 지혜를 전달하며 꿈이나 명상 중에 나타나 방향을 제시한다.","","정인(正印)의 성숙한 지혜. 인성(印星)이 관성(官星)을 설기하는 관인상생의 완성. 편인(偏印)의 영적 깊이가 최고조에 달한 상태.","토성-목성-해왕성의 삼중 지혜. 9하우스의 철학적 깊이. 12하우스의 영적 안내. 토성 리턴 후의 성숙.","은둔자(The Hermit) - 내면의 빛. 교황(The Hierophant) - 영적 전승. 심판(Judgement) - 소명의 깨달음.","현명한 노인 → 트릭스터 통합: 지혜를 얻은 후 다시 유희적 가벼움을 회복하는 최종 성장.","내면의 현자가 말할 때 귀 기울여라. 그 목소리는 수천 세대의 지혜를 담고 있다."
self_trickster,Self Stage 5 - Trickster Integration,self_individuation,자기실현 5단계: 트릭스터 통합,individuation_stage,"개성화의 다섯 번째 단계. 트릭스터(장난꾸러기) 원형을 통합하는 것이다. 지혜를 얻은 후 다시 놀이와 유머로 돌아오는 역설적 단계이다. 진지함과 가벼움 질서와 혼돈의 경계를 자유롭게 넘나든다.","","상관(傷官)의 창의적 파괴와 식신(食神)의 유희가 인성(印星)의 지혜와 결합. 양인(羊刃)과 인성의 역설적 공존. 충(沖)과 합(合)의 동시적 수용.","수성-천왕성의 재치. 쌍둥이자리와 물병자리의 유희적 지성. 5하우스의 놀이와 12하우스의 영적 유머.","바보(The Fool) - 신성한 어리석음. 운명의 수레바퀴(Wheel of Fortune) - 유희적 운명. 마법사(The Magician) - 재치있는 변환.","트릭스터 통합 → 만다라 체험: 대극의 유희적 통합이 만다라적 전체성으로 결정화.","모든 것을 안 후에 다시 아이처럼 놀 수 있는가? 그것이 지혜의 최종 시험이다."
self_mandala,Self Stage 6 - Mandala Experience,self_individuation,자기실현 6단계: 만다라 체험,individuation_stage,"개성화의 여섯 번째 단계. 자기(Self) 원형의 직접적 체험으로 의식과 무의식의 합일을 경험하는 순간이다. 만다라 꿈 4위일체 상징 신비 체험 등으로 나타나며 잠시지만 완전한 통합의 감각을 느낀다.","","오행의 완전한 균형. 일간을 중심으로 재관인식비(財官印食比)가 모두 조화를 이룬 사주. 운에서도 균형이 유지되는 순간.","태양-달의 합(뉴문 또는 일식). 네 개의 앵글(ASC-DC-MC-IC)의 완벽한 활성화. 그랜드 크로스 또는 그랜드 트라인의 만다라 구조.","세계(The World) - 완전한 통합. 태양(The Sun) - 의식의 빛. 별(The Star) - 우주적 합일.","만다라 체험 → 일상적 통합: 정점 체험을 일상으로 가져오는 것이 진정한 과제.","만다라는 목적지가 아니라 순간이다. 그 빛을 기억하되 그것에 집착하지 말라. 일상으로 돌아가는 것이 진정한 수행이다."
self_integration,Self Stage 7 - Everyday Integration,self_individuation,자기실현 7단계: 일상적 통합,individuation_stage,"개성화의 일곱 번째 단계. 신비 체험이나 깊은 통찰을 일상생활에 적용하는 단계이다. 특별한 상태가 아닌 평범한 일상에서 전인적 인격을 살아가는 것이다. 산이 다시 산으로 보이는 경지이다.","","사주의 구조를 온전히 수용하고 활용하는 상태. 신강이든 신약이든 그 자체로 완전함을 인식. 대운의 흐름을 순리로 받아들이는 자세.","프로그레스드 차트와 네이탈 차트의 조화로운 진행. 트랜짓을 저항 없이 수용하는 에너지. 모든 하우스의 경험을 통합.","세계(The World) - 일상의 완전함. 바보(The Fool) - 다시 새로운 시작. 절제(Temperance) - 일상적 균형.","일상적 통합 → 영원한 순환: 통합은 완성이 아니라 새로운 순환의 시작.","깨달음은 산꼭대기에서 내려와 시장에서 장을 보는 것이다. 평범한 일상을 완전하게 사는 것이 최고의 수행이다."
self_eternal,Self Stage 8 - Eternal Return,self_individuation,자기실현 8단계: 영원한 회귀,individuation_stage,"개성화의 마지막 단계이자 새로운 시작. 니체의 영원회귀처럼 동일한 순환이 더 깊은 수준에서 반복된다. 나선형으로 상승하며 같은 주제가 더 높은 차원에서 재등장한다. 완성이란 없으며 영원한 되어감(becoming)만 있다.","","60갑자(甲子)의 순환. 대운이 한 바퀴 돌아 다시 시작하는 원리. 동일한 오행의 에너지가 더 깊은 이해로 재경험.","토성 리턴의 순환(29.5년 주기). 목성 리턴의 확장(12년 주기). 키론 리턴의 치유(50년 주기). 프로그레스드 달의 28년 순환.","바보(The Fool) 0번 - 끝없는 새 시작. 운명의 수레바퀴(Wheel of Fortune) - 영원한 순환. 세계(The World)에서 바보(The Fool)로의 전환.","영원한 회귀 = 개성화의 영원한 여정. 도착은 없고 여정만 있으며 매 순간이 새로운 출발.","끝은 시작이고 시작은 끝이다. 당신은 영원히 되어가는(becoming) 존재이다. 완성을 구하지 말고 여정을 사랑하라."
