id,ilgan,ilgan_kr,ilgan_ohang,wolji,wolji_kr,wolji_ohang,month,relation,energy,overall,advice,description
MONTHLY_戊_酉,戊,무,토,酉,유,금,8,설기(빼앗김),무일간이 유월(닭의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,무일간 유월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_戊_戌,戊,무,토,戌,술,토,9,비화(동일),무일간이 술월(개의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 산, 신뢰, 중후의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","무일간 술월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 산, 신뢰, 중후의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_戊_亥,戊,무,토,亥,해,수,10,극출(극함),무일간이 해월(돼지의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,무일간 해월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_己_子,己,기,토,子,자,수,11,극출(극함),기일간이 자월(쥐의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,기일간 자월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_己_丑,己,기,토,丑,축,토,12,비화(동일),기일간이 축월(소의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","기일간 축월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_己_寅,己,기,토,寅,인,목,1,극입(극당함),기일간이 인월(호랑이의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,기일간 인월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_己_卯,己,기,토,卯,묘,목,2,극입(극당함),기일간이 묘월(토끼의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,기일간 묘월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_己_辰,己,기,토,辰,진,토,3,비화(동일),기일간이 진월(용의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","기일간 진월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_己_巳,己,기,토,巳,사,화,4,생조(생해줌),기일간이 사월(뱀의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,기일간 사월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_己_午,己,기,토,午,오,화,5,생조(생해줌),기일간이 오월(말의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,기일간 오월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_己_未,己,기,토,未,미,토,6,비화(동일),기일간이 미월(양의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","기일간 미월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_己_申,己,기,토,申,신,금,7,설기(빼앗김),기일간이 신월(원숭이의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,기일간 신월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_己_酉,己,기,토,酉,유,금,8,설기(빼앗김),기일간이 유월(닭의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,기일간 유월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_己_戌,己,기,토,戌,술,토,9,비화(동일),기일간이 술월(개의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","기일간 술월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 밭, 포용, 수용의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_己_亥,己,기,토,亥,해,수,10,극출(극함),기일간이 해월(돼지의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,기일간 해월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_庚_子,庚,경,금,子,자,수,11,설기(빼앗김),경일간이 자월(쥐의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,경일간 자월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_庚_丑,庚,경,금,丑,축,토,12,생조(생해줌),경일간이 축월(소의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,경일간 축월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_庚_寅,庚,경,금,寅,인,목,1,극출(극함),경일간이 인월(호랑이의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,경일간 인월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_庚_卯,庚,경,금,卯,묘,목,2,극출(극함),경일간이 묘월(토끼의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,경일간 묘월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_庚_辰,庚,경,금,辰,진,토,3,생조(생해줌),경일간이 진월(용의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,경일간 진월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_庚_巳,庚,경,금,巳,사,화,4,극입(극당함),경일간이 사월(뱀의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,경일간 사월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_庚_午,庚,경,금,午,오,화,5,극입(극당함),경일간이 오월(말의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,경일간 오월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_庚_未,庚,경,금,未,미,토,6,생조(생해줌),경일간이 미월(양의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,경일간 미월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_庚_申,庚,경,금,申,신,금,7,비화(동일),경일간이 신월(원숭이의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 쇠, 결단, 의리의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","경일간 신월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 쇠, 결단, 의리의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_庚_酉,庚,경,금,酉,유,금,8,비화(동일),경일간이 유월(닭의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 쇠, 결단, 의리의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","경일간 유월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 쇠, 결단, 의리의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_庚_戌,庚,경,금,戌,술,토,9,생조(생해줌),경일간이 술월(개의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,경일간 술월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_庚_亥,庚,경,금,亥,해,수,10,설기(빼앗김),경일간이 해월(돼지의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,경일간 해월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_辛_子,辛,신,금,子,자,수,11,설기(빼앗김),신일간이 자월(쥐의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,신일간 자월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_辛_丑,辛,신,금,丑,축,토,12,생조(생해줌),신일간이 축월(소의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,신일간 축월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_辛_寅,辛,신,금,寅,인,목,1,극출(극함),신일간이 인월(호랑이의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,신일간 인월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_辛_卯,辛,신,금,卯,묘,목,2,극출(극함),신일간이 묘월(토끼의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,신일간 묘월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_辛_辰,辛,신,금,辰,진,토,3,생조(생해줌),신일간이 진월(용의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,신일간 진월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_辛_巳,辛,신,금,巳,사,화,4,극입(극당함),신일간이 사월(뱀의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,신일간 사월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_辛_午,辛,신,금,午,오,화,5,극입(극당함),신일간이 오월(말의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,신일간 오월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_辛_未,辛,신,금,未,미,토,6,생조(생해줌),신일간이 미월(양의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,신일간 미월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_辛_申,辛,신,금,申,신,금,7,비화(동일),신일간이 신월(원숭이의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 보석, 섬세, 예민의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","신일간 신월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 보석, 섬세, 예민의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_辛_酉,辛,신,금,酉,유,금,8,비화(동일),신일간이 유월(닭의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 보석, 섬세, 예민의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","신일간 유월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 보석, 섬세, 예민의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_辛_戌,辛,신,금,戌,술,토,9,생조(생해줌),신일간이 술월(개의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,신일간 술월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_辛_亥,辛,신,금,亥,해,수,10,설기(빼앗김),신일간이 해월(돼지의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,신일간 해월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_壬_子,壬,임,수,子,자,수,11,비화(동일),임일간이 자월(쥐의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 바다, 지혜, 포용의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","임일간 자월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 바다, 지혜, 포용의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_壬_丑,壬,임,수,丑,축,토,12,극입(극당함),임일간이 축월(소의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,임일간 축월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_壬_寅,壬,임,수,寅,인,목,1,설기(빼앗김),임일간이 인월(호랑이의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,임일간 인월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_壬_卯,壬,임,수,卯,묘,목,2,설기(빼앗김),임일간이 묘월(토끼의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,임일간 묘월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_壬_辰,壬,임,수,辰,진,토,3,극입(극당함),임일간이 진월(용의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,임일간 진월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_壬_巳,壬,임,수,巳,사,화,4,극출(극함),임일간이 사월(뱀의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,임일간 사월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_壬_午,壬,임,수,午,오,화,5,극출(극함),임일간이 오월(말의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,임일간 오월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_壬_未,壬,임,수,未,미,토,6,극입(극당함),임일간이 미월(양의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,임일간 미월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_壬_申,壬,임,수,申,신,금,7,생조(생해줌),임일간이 신월(원숭이의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,임일간 신월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_壬_酉,壬,임,수,酉,유,금,8,생조(생해줌),임일간이 유월(닭의 달)을 만남,월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다.,생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요,임일간 유월(생조(생해줌)): 월지가 일간을 생해주는 달입니다. 외부의 도움과 지지를 받기 좋은 시기입니다. 조언: 생조(생해줌)의 달에는 좋은 인연을 만나고 도움을 받아들이세요
MONTHLY_壬_戌,壬,임,수,戌,술,토,9,극입(극당함),임일간이 술월(개의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,임일간 술월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_壬_亥,壬,임,수,亥,해,수,10,비화(동일),임일간이 해월(돼지의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 바다, 지혜, 포용의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","임일간 해월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 바다, 지혜, 포용의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_癸_子,癸,계,수,子,자,수,11,비화(동일),계일간이 자월(쥐의 달)을 만남,"같은 오행의 달로 에너지가 강화됩니다. 비, 순응, 침투의 특성이 더욱 두드러집니다.","비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물","계일간 자월(비화(동일)): 같은 오행의 달로 에너지가 강화됩니다. 비, 순응, 침투의 특성이 더욱 두드러집니다. 조언: 비화(동일)의 달에는 자신의 강점을 최대한 발휘하되, 과욕은 금물"
MONTHLY_癸_丑,癸,계,수,丑,축,토,12,극입(극당함),계일간이 축월(소의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,계일간 축월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_癸_寅,癸,계,수,寅,인,목,1,설기(빼앗김),계일간이 인월(호랑이의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,계일간 인월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_癸_卯,癸,계,수,卯,묘,목,2,설기(빼앗김),계일간이 묘월(토끼의 달)을 만남,일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요.,설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요,계일간 묘월(설기(빼앗김)): 일간의 에너지가 빠져나가는 달입니다. 무리하지 말고 에너지를 보존하세요. 조언: 설기(빼앗김)의 달에는 휴식을 취하고 에너지 충전에 집중하세요
MONTHLY_癸_辰,癸,계,수,辰,진,토,3,극입(극당함),계일간이 진월(용의 달)을 만남,월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다.,극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요,계일간 진월(극입(극당함)): 월지가 일간을 극하는 달입니다. 도전과 시련이 있을 수 있으나 성장의 기회입니다. 조언: 극입(극당함)의 달에는 인내하며 실력을 쌓는 시기로 활용하세요
MONTHLY_癸_巳,癸,계,수,巳,사,화,4,극출(극함),계일간이 사월(뱀의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,계일간 사월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
MONTHLY_癸_午,癸,계,수,午,오,화,5,극출(극함),계일간이 오월(말의 달)을 만남,일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다.,극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요,계일간 오월(극출(극함)): 일간이 월지를 극하는 달입니다. 적극적인 행동이 필요하나 무리는 금물입니다. 조언: 극출(극함)의 달에는 목표를 향해 적극적으로 나아가세요
