id,ganji,pillar,category,description
년주_병신,병신,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 열정적·표현력·목표지향 및 혁신·개혁·결단 성향의 조합 기운이 드러난다."
월주_병신,병신,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 열정적·표현력·목표지향 및 혁신·개혁·결단 성향의 조합 에너지가 나타난다.
일주_병신,병신,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 열정적·표현력·목표지향 및 혁신·개혁·결단 성향의 조합 성향이 강하다."
시주_병신,병신,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 열정적·표현력·목표지향 및 혁신·개혁·결단 성향의 조합 에너지가 결실로 나타난다.
년주_정유,정유,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 감성적·지적·내면표현 및 수확·정돈·분석력 성향의 조합 기운이 드러난다."
월주_정유,정유,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 감성적·지적·내면표현 및 수확·정돈·분석력 성향의 조합 에너지가 나타난다.
일주_정유,정유,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 감성적·지적·내면표현 및 수확·정돈·분석력 성향의 조합 성향이 강하다."
시주_정유,정유,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 감성적·지적·내면표현 및 수확·정돈·분석력 성향의 조합 에너지가 결실로 나타난다.
년주_무술,무술,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 실질·안정·현실형 및 책임·성실·통제 성향의 조합 기운이 드러난다."
월주_무술,무술,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 실질·안정·현실형 및 책임·성실·통제 성향의 조합 에너지가 나타난다.
일주_무술,무술,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 실질·안정·현실형 및 책임·성실·통제 성향의 조합 성향이 강하다."
시주_무술,무술,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 실질·안정·현실형 및 책임·성실·통제 성향의 조합 에너지가 결실로 나타난다.
년주_기해,기해,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세밀·조율·중재형 및 포용·직관·종교성 성향의 조합 기운이 드러난다."
월주_기해,기해,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세밀·조율·중재형 및 포용·직관·종교성 성향의 조합 에너지가 나타난다.
일주_기해,기해,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세밀·조율·중재형 및 포용·직관·종교성 성향의 조합 성향이 강하다."
시주_기해,기해,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세밀·조율·중재형 및 포용·직관·종교성 성향의 조합 에너지가 결실로 나타난다.
년주_경자,경자,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 결단·분석·지도력 및 사고·지혜·감정표현 성향의 조합 기운이 드러난다."
월주_경자,경자,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 결단·분석·지도력 및 사고·지혜·감정표현 성향의 조합 에너지가 나타난다.
일주_경자,경자,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 결단·분석·지도력 및 사고·지혜·감정표현 성향의 조합 성향이 강하다."
시주_경자,경자,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 결단·분석·지도력 및 사고·지혜·감정표현 성향의 조합 에너지가 결실로 나타난다.
년주_신축,신축,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세련·판단·감각형 및 근면·실속·인내 성향의 조합 기운이 드러난다."
월주_신축,신축,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세련·판단·감각형 및 근면·실속·인내 성향의 조합 에너지가 나타난다.
일주_신축,신축,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세련·판단·감각형 및 근면·실속·인내 성향의 조합 성향이 강하다."
시주_신축,신축,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세련·판단·감각형 및 근면·실속·인내 성향의 조합 에너지가 결실로 나타난다.
년주_임인,임인,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 통찰·포용·창의형 및 추진력·개척·시작 성향의 조합 기운이 드러난다."
월주_임인,임인,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 통찰·포용·창의형 및 추진력·개척·시작 성향의 조합 에너지가 나타난다.
일주_임인,임인,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 통찰·포용·창의형 및 추진력·개척·시작 성향의 조합 성향이 강하다."
시주_임인,임인,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 통찰·포용·창의형 및 추진력·개척·시작 성향의 조합 에너지가 결실로 나타난다.
년주_계묘,계묘,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 직관·감정·사색형 및 교류·감성·예술성 성향의 조합 기운이 드러난다."
월주_계묘,계묘,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 직관·감정·사색형 및 교류·감성·예술성 성향의 조합 에너지가 나타난다.
일주_계묘,계묘,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 직관·감정·사색형 및 교류·감성·예술성 성향의 조합 성향이 강하다."
시주_계묘,계묘,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 직관·감정·사색형 및 교류·감성·예술성 성향의 조합 에너지가 결실로 나타난다.
년주_갑진,갑진,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 주도적·리더형·성장추진 및 융합·전환·실행력 성향의 조합 기운이 드러난다."
월주_갑진,갑진,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 주도적·리더형·성장추진 및 융합·전환·실행력 성향의 조합 에너지가 나타난다.
일주_갑진,갑진,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 주도적·리더형·성장추진 및 융합·전환·실행력 성향의 조합 성향이 강하다."
시주_갑진,갑진,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 주도적·리더형·성장추진 및 융합·전환·실행력 성향의 조합 에너지가 결실로 나타난다.
년주_을사,을사,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 예술적·협조적·소통형 및 통찰·명예·변화 성향의 조합 기운이 드러난다."
월주_을사,을사,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 예술적·협조적·소통형 및 통찰·명예·변화 성향의 조합 에너지가 나타난다.
일주_을사,을사,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 예술적·협조적·소통형 및 통찰·명예·변화 성향의 조합 성향이 강하다."
시주_을사,을사,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 예술적·협조적·소통형 및 통찰·명예·변화 성향의 조합 에너지가 결실로 나타난다.
년주_병오,병오,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 열정적·표현력·목표지향 및 열정·표현·리더십 성향의 조합 기운이 드러난다."
월주_병오,병오,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 열정적·표현력·목표지향 및 열정·표현·리더십 성향의 조합 에너지가 나타난다.
일주_병오,병오,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 열정적·표현력·목표지향 및 열정·표현·리더십 성향의 조합 성향이 강하다."
시주_병오,병오,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 열정적·표현력·목표지향 및 열정·표현·리더십 성향의 조합 에너지가 결실로 나타난다.
년주_정미,정미,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 감성적·지적·내면표현 및 예술·감성·안정 성향의 조합 기운이 드러난다."
월주_정미,정미,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 감성적·지적·내면표현 및 예술·감성·안정 성향의 조합 에너지가 나타난다.
일주_정미,정미,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 감성적·지적·내면표현 및 예술·감성·안정 성향의 조합 성향이 강하다."
시주_정미,정미,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 감성적·지적·내면표현 및 예술·감성·안정 성향의 조합 에너지가 결실로 나타난다.
년주_무신,무신,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 실질·안정·현실형 및 혁신·개혁·결단 성향의 조합 기운이 드러난다."
월주_무신,무신,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 실질·안정·현실형 및 혁신·개혁·결단 성향의 조합 에너지가 나타난다.
일주_무신,무신,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 실질·안정·현실형 및 혁신·개혁·결단 성향의 조합 성향이 강하다."
시주_무신,무신,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 실질·안정·현실형 및 혁신·개혁·결단 성향의 조합 에너지가 결실로 나타난다.
년주_기유,기유,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세밀·조율·중재형 및 수확·정돈·분석력 성향의 조합 기운이 드러난다."
월주_기유,기유,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세밀·조율·중재형 및 수확·정돈·분석력 성향의 조합 에너지가 나타난다.
일주_기유,기유,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세밀·조율·중재형 및 수확·정돈·분석력 성향의 조합 성향이 강하다."
시주_기유,기유,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세밀·조율·중재형 및 수확·정돈·분석력 성향의 조합 에너지가 결실로 나타난다.
년주_경술,경술,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 결단·분석·지도력 및 책임·성실·통제 성향의 조합 기운이 드러난다."
월주_경술,경술,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 결단·분석·지도력 및 책임·성실·통제 성향의 조합 에너지가 나타난다.
일주_경술,경술,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 결단·분석·지도력 및 책임·성실·통제 성향의 조합 성향이 강하다."
시주_경술,경술,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 결단·분석·지도력 및 책임·성실·통제 성향의 조합 에너지가 결실로 나타난다.
년주_신해,신해,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세련·판단·감각형 및 포용·직관·종교성 성향의 조합 기운이 드러난다."
월주_신해,신해,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세련·판단·감각형 및 포용·직관·종교성 성향의 조합 에너지가 나타난다.
일주_신해,신해,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세련·판단·감각형 및 포용·직관·종교성 성향의 조합 성향이 강하다."
시주_신해,신해,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세련·판단·감각형 및 포용·직관·종교성 성향의 조합 에너지가 결실로 나타난다.
년주_임자,임자,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 통찰·포용·창의형 및 사고·지혜·감정표현 성향의 조합 기운이 드러난다."
월주_임자,임자,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 통찰·포용·창의형 및 사고·지혜·감정표현 성향의 조합 에너지가 나타난다.
일주_임자,임자,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 통찰·포용·창의형 및 사고·지혜·감정표현 성향의 조합 성향이 강하다."
시주_임자,임자,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 통찰·포용·창의형 및 사고·지혜·감정표현 성향의 조합 에너지가 결실로 나타난다.
년주_계축,계축,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 직관·감정·사색형 및 근면·실속·인내 성향의 조합 기운이 드러난다."
월주_계축,계축,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 직관·감정·사색형 및 근면·실속·인내 성향의 조합 에너지가 나타난다.
일주_계축,계축,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 직관·감정·사색형 및 근면·실속·인내 성향의 조합 성향이 강하다."
시주_계축,계축,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 직관·감정·사색형 및 근면·실속·인내 성향의 조합 에너지가 결실로 나타난다.
년주_갑인,갑인,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 주도적·리더형·성장추진 및 추진력·개척·시작 성향의 조합 기운이 드러난다."
월주_갑인,갑인,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 주도적·리더형·성장추진 및 추진력·개척·시작 성향의 조합 에너지가 나타난다.
일주_갑인,갑인,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 주도적·리더형·성장추진 및 추진력·개척·시작 성향의 조합 성향이 강하다."
시주_갑인,갑인,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 주도적·리더형·성장추진 및 추진력·개척·시작 성향의 조합 에너지가 결실로 나타난다.
년주_을묘,을묘,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 예술적·협조적·소통형 및 교류·감성·예술성 성향의 조합 기운이 드러난다."
월주_을묘,을묘,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 예술적·협조적·소통형 및 교류·감성·예술성 성향의 조합 에너지가 나타난다.
일주_을묘,을묘,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 예술적·협조적·소통형 및 교류·감성·예술성 성향의 조합 성향이 강하다."
시주_을묘,을묘,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 예술적·협조적·소통형 및 교류·감성·예술성 성향의 조합 에너지가 결실로 나타난다.
년주_병진,병진,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 열정적·표현력·목표지향 및 융합·전환·실행력 성향의 조합 기운이 드러난다."
월주_병진,병진,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 열정적·표현력·목표지향 및 융합·전환·실행력 성향의 조합 에너지가 나타난다.
일주_병진,병진,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 열정적·표현력·목표지향 및 융합·전환·실행력 성향의 조합 성향이 강하다."
시주_병진,병진,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 열정적·표현력·목표지향 및 융합·전환·실행력 성향의 조합 에너지가 결실로 나타난다.
년주_정사,정사,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 감성적·지적·내면표현 및 통찰·명예·변화 성향의 조합 기운이 드러난다."
월주_정사,정사,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 감성적·지적·내면표현 및 통찰·명예·변화 성향의 조합 에너지가 나타난다.
일주_정사,정사,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 감성적·지적·내면표현 및 통찰·명예·변화 성향의 조합 성향이 강하다."
시주_정사,정사,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 감성적·지적·내면표현 및 통찰·명예·변화 성향의 조합 에너지가 결실로 나타난다.
년주_무오,무오,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 실질·안정·현실형 및 열정·표현·리더십 성향의 조합 기운이 드러난다."
월주_무오,무오,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 실질·안정·현실형 및 열정·표현·리더십 성향의 조합 에너지가 나타난다.
일주_무오,무오,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 실질·안정·현실형 및 열정·표현·리더십 성향의 조합 성향이 강하다."
시주_무오,무오,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 실질·안정·현실형 및 열정·표현·리더십 성향의 조합 에너지가 결실로 나타난다.
년주_기미,기미,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세밀·조율·중재형 및 예술·감성·안정 성향의 조합 기운이 드러난다."
월주_기미,기미,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세밀·조율·중재형 및 예술·감성·안정 성향의 조합 에너지가 나타난다.
일주_기미,기미,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세밀·조율·중재형 및 예술·감성·안정 성향의 조합 성향이 강하다."
시주_기미,기미,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세밀·조율·중재형 및 예술·감성·안정 성향의 조합 에너지가 결실로 나타난다.
년주_경신,경신,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 결단·분석·지도력 및 혁신·개혁·결단 성향의 조합 기운이 드러난다."
월주_경신,경신,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 결단·분석·지도력 및 혁신·개혁·결단 성향의 조합 에너지가 나타난다.
일주_경신,경신,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 결단·분석·지도력 및 혁신·개혁·결단 성향의 조합 성향이 강하다."
시주_경신,경신,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 결단·분석·지도력 및 혁신·개혁·결단 성향의 조합 에너지가 결실로 나타난다.
년주_신유,신유,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 세련·판단·감각형 및 수확·정돈·분석력 성향의 조합 기운이 드러난다."
월주_신유,신유,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 세련·판단·감각형 및 수확·정돈·분석력 성향의 조합 에너지가 나타난다.
일주_신유,신유,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 세련·판단·감각형 및 수확·정돈·분석력 성향의 조합 성향이 강하다."
시주_신유,신유,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 세련·판단·감각형 및 수확·정돈·분석력 성향의 조합 에너지가 결실로 나타난다.
년주_임술,임술,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 통찰·포용·창의형 및 책임·성실·통제 성향의 조합 기운이 드러난다."
월주_임술,임술,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 통찰·포용·창의형 및 책임·성실·통제 성향의 조합 에너지가 나타난다.
일주_임술,임술,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 통찰·포용·창의형 및 책임·성실·통제 성향의 조합 성향이 강하다."
시주_임술,임술,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 통찰·포용·창의형 및 책임·성실·통제 성향의 조합 에너지가 결실로 나타난다.
년주_계해,계해,년주,위치별해석,"사회적 첫인상, 조상·가문·외부 평가를 나타낸다. 이 간지가 년주에 있으면 배경·가문에서 직관·감정·사색형 및 포용·직관·종교성 성향의 조합 기운이 드러난다."
월주_계해,계해,월주,위치별해석,직업·생활 무대·실무적 추진력에 작용한다. 이 간지가 월주에 있으면 현실 활동 속에서 직관·감정·사색형 및 포용·직관·종교성 성향의 조합 에너지가 나타난다.
일주_계해,계해,일주,위치별해석,"자아 본체, 의식 중심, 배우자궁의 핵심. 이 간지가 일주에 있으면 본인의 성격과 인간관계에 직관·감정·사색형 및 포용·직관·종교성 성향의 조합 성향이 강하다."
시주_계해,계해,시주,위치별해석,노년·결과·자녀·미래 표상. 이 간지가 시주에 있으면 인생 후반부에 직관·감정·사색형 및 포용·직관·종교성 성향의 조합 에너지가 결실로 나타난다.
