id,label,type,stem,age_range,life_phase,description,career_effect,wealth_effect,relationship_effect,health_effect,key_events,advice
DU_기_20대,기토 대운 20대,daeun_interpretation,기,20-29,20대,"기토(己土) 대운이 20대에 오면 논밭에 씨를 뿌리듯 실질적인 커리어 기반을 닦습니다. 화려하지 않지만 알차고 실속 있는 사회생활을 합니다. 서비스업, 요식업, 농업, 뷰티 분야와 인연이 깊습니다.","서비스직, 요식업, 뷰티, 패션, 원예, 농업, 식품 관련 업종에서 성과. 실무 능력이 탁월.","작지만 꾸준한 저축으로 종잣돈 마련. 부업으로 추가 수입 가능. 알뜰 살림에 능함.","실속 있는 연애. 겉치레보다 내실 있는 관계. 결혼 후 살림 잘하는 배우자로 인기.","위장 건강, 피부 관리, 체중 관리 주의. 규칙적 식생활이 건강의 핵심.","첫 직장 적응, 실무 경험 축적, 알뜰한 저축, 실속 있는 연애, 부업 시작","눈에 띄지 않아도 실속을 챙기세요. 기토의 생산력은 시간이 지날수록 빛을 발합니다."
DU_기_30대,기토 대운 30대,daeun_interpretation,기,30-39,30대,"기토(己土) 대운이 30대에 오면 풍성한 수확을 거두는 시기입니다. 논밭에서 곡식이 영그는 것처럼 꾸준한 노력의 결실이 나타납니다. 가정에서 든든한 살림꾼이자 직장에서 실력파로 인정받습니다.","실무 전문가로 인정. 중소기업 핵심 인재이거나 개인 사업 안정기 진입. 식품, 뷰티, 유통에서 성과.","꾸준한 저축으로 내 집 마련 가능. 소규모 투자로 안정적 수익. 생활비 관리 철저.","알뜰한 가정 꾸리기. 자녀 양육에 정성. 시부모/장인장모와의 관계 원만.","위장 질환 주의. 출산 후 체중 관리. 소화 기능 약화 예방 위한 식이 관리.","결혼과 출산, 내 집 마련, 사업 안정, 꾸준한 자산 형성, 가정 살림 정착","풍성한 수확은 꾸준한 정성에서 옵니다. 작은 것도 소홀히 하지 마세요."
DU_기_40대,기토 대운 40대,daeun_interpretation,기,40-49,40대,"기토(己土) 대운이 40대에 오면 생산성이 최고조에 이르는 시기입니다. 논밭이 가장 비옥할 때처럼 직장과 가정 모두에서 최고의 성과를 냅니다. 실용적 지혜로 주변의 존경을 받습니다.","사업 번창 또는 직장에서 핵심 실무 리더. 요식업이나 서비스업 확장. 프랜차이즈 운영 가능.","안정적 수입과 부수입으로 자산 증가. 부동산이나 안전 자산 투자 유리. 세금 관리 필요.","가족의 살림 총괄. 자녀 교육에 실질적 도움. 부부간 역할 분담 명확.","당뇨, 위장 질환, 비만 관리가 핵심. 식이요법과 규칙적 운동으로 건강 유지.","사업 확장, 자산 증식, 자녀 교육 투자, 건강 관리 본격화, 실용 기술 전수","실용적 지혜가 가장 빛나는 시기입니다. 건강과 재산 모두 꼼꼼하게 관리하세요."
DU_기_50대,기토 대운 50대,daeun_interpretation,기,50-59,50대,"기토(己土) 대운이 50대에 오면 풍요로운 가을 들판처럼 인생의 수확을 즐기는 시기입니다. 그동안의 노력이 결실을 맺고, 여유로운 마음으로 삶을 정리합니다. 요리, 원예, 공예 등 취미 활동이 빛을 발합니다.","은퇴 준비와 함께 요리 강사, 원예 치료사 등 제2 커리어 가능. 소규모 카페나 공방 운영.","안정적 자산 운용. 불필요한 투자보다 안전 자산 유지. 자녀에게 경제적 지원.","부부 간 깊은 동반자 의식. 자녀 독립 후 새로운 부부 생활. 가족 요리로 화합.","소화 기능 관리, 당뇨 조절, 체중 유지가 건강의 핵심. 건강한 식단 중요.","은퇴 후 취미 활동, 요리/원예 강좌, 자녀 독립, 부부 여행, 건강식 연구","수확의 기쁨을 누리세요. 그동안 정성 들인 모든 것이 열매를 맺는 시기입니다."
DU_기_60대,기토 대운 60대이후,daeun_interpretation,기,60+,60대이후,"기토(己土) 대운이 60대 이후에 오면 비옥한 땅처럼 후손에게 풍요를 물려주는 시기입니다. 검소하지만 넉넉한 마음으로 가족을 돌보며, 텃밭이나 요리로 일상의 즐거움을 찾습니다.","텃밭 가꾸기, 요리 봉사, 공예 활동으로 보람 있는 노후. 이웃에게 음식 나눔.","검소한 생활로 안정적 노후 자금 유지. 자녀에게 살림 노하우 전수. 알뜰한 생활의 달인.","손주들에게 맛있는 음식 해주는 할머니/할아버지. 가족의 건강을 챙기는 존재.","소화기 관리, 당뇨 조절, 관절 건강 유지. 건강한 식습관이 장수의 비결.","텃밭 가꾸기, 요리 활동, 가족 건강 관리, 이웃 나눔, 손주 돌봄","땅은 모든 것의 근본입니다. 건강한 먹거리와 따뜻한 마음으로 가족의 건강을 지키세요."
DU_경_10대,경금 대운 10대,daeun_interpretation,경,10-19,10대,"경금(庚金) 대운이 10대에 오면 강철처럼 단단하고 의지가 강한 학창시절을 보냅니다. 승부욕이 강하고 경쟁에서 지지 않으려 합니다. 운동이나 무술에 재능이 있으며, 정의감이 강합니다.","체육 대회 수상, 수학/과학 경시대회 입상. 규율이 있는 환경에서 성장. 사관학교나 특목고 진학 유리.","절약보다 목적 지향적 소비. 필요한 곳에는 과감히 투자하는 성향.","의리 있는 친구 관계. 약한 친구를 보호하는 리더. 갈등 시 직선적 해결 추구.","폐, 대장, 피부 건강 주의. 운동 중 부상 조심. 감기에 잘 걸림.","체육 수상, 경시대회 입상, 리더십 경험, 정의감 발현, 승부욕 개화","강한 의지는 좋지만 유연함도 필요합니다. 강철도 불에 달구면 원하는 형태로 만들 수 있듯이, 때로는 유연해지세요."
DU_경_20대,경금 대운 20대,daeun_interpretation,경,20-29,20대,"경금(庚金) 대운이 20대에 오면 사회에서 칼처럼 날카로운 결단력을 발휘합니다. 군인, 경찰, 법조인, 외과의사 등 결단력이 필요한 분야에서 두각을 나타냅니다. 불의를 참지 못하는 정의로운 청년입니다.","군인, 경찰, 검찰, 외과, 금융, IT, 엔지니어링 분야에서 성과. 빠른 승진과 인정. 조직에서 핵심 인재.","높은 수입 가능하지만 과감한 소비도. 투자에서 과감한 결정으로 큰 수익 또는 큰 손실 가능.","직선적인 연애 스타일. 한번 결정하면 밀어붙이는 구애. 강한 매력 발산.","호흡기, 피부, 대장 건강 주의. 과격한 운동으로 인한 근골격 부상 조심.","직업 선택, 과감한 도전, 첫 투자, 결단의 순간, 사회적 인정 획득","칼은 잘 다스려야 명검이 됩니다. 날카로운 결단력을 지혜롭게 사용하세요."
DU_경_30대,경금 대운 30대,daeun_interpretation,경,30-39,30대,"경금(庚金) 대운이 30대에 오면 커리어에서 날카로운 추진력을 발휘하는 시기입니다. 결단력 있는 리더로 조직을 이끌며, 큰 프로젝트를 성공적으로 완수합니다. 정리와 혁신의 에너지가 강합니다.","임원급 승진이나 독립 창업. 구조조정이나 혁신 프로젝트의 주도자. 법률, 금융, IT에서 전문가 위치.","투자에서 과감한 결정으로 큰 수익. 불필요한 지출 과감히 정리. 자산 포트폴리오 재구성.","결혼에서 주도적 역할. 가정에서도 결단력 발휘. 다만 배우자와의 소통에 부드러움 필요.","스트레스로 인한 피부 질환, 호흡기 문제, 어깨/목 통증 주의. 규칙적 운동 필수.","큰 프로젝트 완수, 승진이나 창업, 결혼과 가정 구축, 재산 정리, 조직 혁신","날카로움과 부드러움의 균형이 필요합니다. 가정에서는 칼을 내려놓고 따뜻하게 대하세요."
DU_경_40대,경금 대운 40대,daeun_interpretation,경,40-49,40대,"경금(庚金) 대운이 40대에 오면 인생의 큰 전환점을 맞이합니다. 칼로 불필요한 것을 잘라내듯 인생을 과감하게 정리하고 새로운 방향을 설정합니다. 제2의 커리어 전환에 유리합니다.","기존 커리어 정리 후 새로운 도전. 컨설팅, 자문, 독립 사업 시작. 법률이나 금융 분야 전문성 심화.","자산 재배분과 정리. 수익성 없는 투자 과감히 정리. 새로운 투자처 발굴.","인간관계 정리. 불필요한 인연 정리하고 진정한 관계에 집중. 가족 관계 재정립.","폐 건강, 대장 검진, 피부 질환 관리. 중년 건강 검진 필수. 금연/금주 시작.","커리어 전환, 인간관계 정리, 자산 재배분, 건강 관리 시작, 새로운 도전","버릴 것은 버리세요. 경금의 결단력으로 인생을 깔끔하게 정리하면 새로운 기회가 열립니다."
DU_경_50대,경금 대운 50대,daeun_interpretation,경,50-59,50대,"경금(庚金) 대운이 50대에 오면 단련된 명검처럼 인생의 지혜가 빛나는 시기입니다. 정리와 마무리의 에너지가 강해 불필요한 것을 제거하고 핵심에 집중합니다. 후배 양성에서도 엄격하지만 따뜻한 멘토 역할을 합니다.","업계 원로로서 자문과 감독 역할. 엄격하지만 공정한 리더십으로 존경받음. 은퇴 후 컨설팅.","자산 정리와 상속 계획. 안정적 포트폴리오 유지. 불필요한 투자 과감히 정리.","오래된 인연과의 깊은 관계. 불필요한 사교 정리. 가족에게 집중.","폐, 대장, 뼈 건강 관리. 골다공증 예방. 규칙적 건강 검진과 적절한 운동.","자산 정리, 은퇴 준비, 후배 양성, 건강 관리 강화, 인생 정리","명검은 날을 세우지 않아도 위엄이 있습니다. 부드러움으로 주변을 감싸되 핵심은 지키세요."
DU_경_60대,경금 대운 60대이후,daeun_interpretation,경,60+,60대이후,"경금(庚金) 대운이 60대 이후에 오면 단련된 강철의 강인함으로 건강하고 규칙적인 노후를 보냅니다. 정의감과 원칙을 지키며 후손에게 삶의 지혜를 전합니다. 규율 있는 생활로 건강을 유지합니다.","지역 사회 자문, 무술/체육 지도, 규율적 생활 모범. 후배나 손주에게 엄격하지만 따뜻한 교육.","정리된 자산으로 안정적 노후. 검소하지만 필요한 곳에는 과감한 지출. 상속 계획 완료.","가족에게 엄격하지만 사랑 깊은 어른. 손주 교육에 관심. 규칙적 가족 모임 주관.","뼈, 관절, 폐 건강 관리. 규칙적 운동과 건강한 식습관으로 장수 가능.","건강 관리, 가족 교육, 재산 이전, 규칙적 생활, 봉사활동","강철도 세월이 지나면 부드러워집니다. 가족에게 따뜻한 마음을 표현하세요. 건강이 최고의 재산입니다."
DU_신_10대,신금 대운 10대,daeun_interpretation,신,10-19,10대,"신금(辛金) 대운이 10대에 오면 보석처럼 빛나는 재능이 발현되는 학창시절입니다. 미적 감각이 뛰어나고 디테일에 강하며, 완벽주의적 성향이 나타납니다. 예술과 학문 모두에서 섬세한 감각을 보여줍니다.","음악, 미술, 디자인 등 예술 분야에서 재능 발견. 글쓰기와 외국어에도 소질. 꼼꼼한 과제 수행.","절약하면서도 품질 좋은 것 추구. 용돈을 아끼지만 좋은 물건에는 투자.","섬세한 감수성으로 친구의 마음을 잘 읽음. 소수의 질 높은 우정. 예민한 성격으로 갈등 시 상처 쉽게 받음.","피부 트러블, 알레르기, 호흡기 질환 주의. 면역력 관리 중요.","예술 재능 발견, 미적 감각 개화, 외국어 학습, 세밀한 관찰력, 감수성 발달","보석은 연마해야 빛납니다. 재능을 꾸준히 갈고 닦으면 누구보다 빛나게 됩니다."
DU_신_20대,신금 대운 20대,daeun_interpretation,신,20-29,20대,"신금(辛金) 대운이 20대에 오면 보석 세공사처럼 자신을 다듬고 완성하는 시기입니다. 패션, 뷰티, 디자인, 보석, 예술 분야에서 탁월한 능력을 발휘합니다. 세련되고 품격 있는 사회인으로 성장합니다.","디자이너, 스타일리스트, 주얼리, 화장품, 와인 소믈리에 등 감각적 직종에서 두각. 외국계 기업 적합.","품질 높은 소비 추구. 명품이나 예술품에 관심. 저축보다 자기 투자에 지출 많을 수 있음.","세련된 연애 스타일. 외모와 감각이 뛰어나 이성에게 인기. 이상이 높아 만족 어려울 수도.","피부 관리가 핵심. 호흡기, 알레르기 주의. 스트레스로 인한 면역력 저하 조심.","전문 분야 진출, 해외 경험, 자기 브랜딩, 세련된 인맥 형성, 예술 활동","보석은 자기 가치를 알아야 합니다. 자신감을 가지되 겸손함을 잃지 마세요."
DU_신_30대,신금 대운 30대,daeun_interpretation,신,30-39,30대,"신금(辛金) 대운이 30대에 오면 완성된 보석처럼 전문 분야에서 인정받는 시기입니다. 감각적이고 세련된 커리어를 구축하며, 디테일에 강한 전문가로 성장합니다. 품격 있는 결혼 생활도 기대됩니다.","전문 분야에서 최고 위치 도달. 디자이너, 예술가, 감정사, 편집자 등에서 인정. 개인 브랜드 구축.","전문직 고수입 가능. 명품이나 예술품 투자. 안정적 자산 형성보다 가치 투자 선호.","품격 있는 결혼. 세련된 가정 꾸미기. 배우자와 함께 문화 활동 즐김. 자녀 미적 교육에 관심.","피부, 호흡기, 알레르기 관리 지속. 스트레스로 인한 탈모나 피부 노화 주의.","전문가 인정, 개인 브랜드 구축, 품격 있는 결혼, 예술 활동, 해외 활동","보석은 어디에 있든 빛납니다. 꾸준히 자신을 연마하면 세상이 당신의 가치를 인정합니다."
DU_신_40대,신금 대운 40대,daeun_interpretation,신,40-49,40대,"신금(辛金) 대운이 40대에 오면 다이아몬드처럼 변하지 않는 가치를 지닌 시기입니다. 세련됨과 깊이가 동시에 있어 업계에서 독보적 위치를 차지합니다. 완벽주의가 강해지며 품질 관리에 집중합니다.","업계 최고 전문가 위치. 심사위원, 감수자, 큐레이터 역할. 브랜드 컨설팅이나 고급 서비스 분야.","고가 자산 투자로 수익. 예술품, 와인, 보석 등 대안 투자에 소질. 안목이 재산.","가정에서 미적 감각 발휘. 인테리어, 요리, 패션에서 가족 이끎. 자녀 예술 교육 투자.","피부 노화 관리, 호흡기 만성 질환 주의. 스트레스 관리와 충분한 수면 필요.","전문 분야 정점, 고가 투자, 예술 컬렉션, 가정 꾸미기, 자녀 예술 교육","완벽을 추구하되 자신에게 너무 엄격하지 마세요. 때로는 불완전함에서도 아름다움을 발견하세요."
DU_신_50대,신금 대운 50대,daeun_interpretation,신,50-59,50대,"신금(辛金) 대운이 50대에 오면 오래된 보석처럼 세월의 깊이가 더해진 아름다움을 발합니다. 예술적 안목이 최고조에 이르며, 후진 양성이나 문화 활동에서 보람을 느낍니다.","예술 감독, 문화재 관리, 큐레이터, 감정사 등으로 활동. 후진 양성과 문화 전파에 기여.","예술품이나 고가 자산의 가치 상승으로 안정적 자산 유지. 검소하면서도 품격 있는 소비.","오래된 예술적 동반자와의 관계 깊어짐. 부부 간 문화 활동 공유. 가족과 예술 여행.","피부, 호흡기, 관절 건강 관리. 미세먼지 차단과 피부 보습 관리 중요.","문화 활동 확대, 예술 컬렉션 정리, 후진 양성, 은퇴 후 문화생활, 해외 여행","보석은 시간이 지날수록 가치가 높아집니다. 세월의 깊이를 즐기며 아름다움을 나누세요."
DU_신_60대,신금 대운 60대이후,daeun_interpretation,신,60+,60대이후,"신금(辛金) 대운이 60대 이후에 오면 골동품처럼 세월이 더할수록 빛나는 노후를 보냅니다. 품격 있고 세련된 노년으로 주변의 존경을 받으며, 예술적 취미 활동으로 풍요로운 일상을 보냅니다.","서예, 도예, 그림, 음악 등 예술 활동으로 보람 있는 노후. 문화 봉사나 전시 활동 참여.","예술품 자산으로 안정적 노후. 검소하지만 품격 있는 생활. 안목으로 가치 있는 소비.","세련된 노부부 생활. 문화 활동 함께 즐김. 손주에게 예술적 감성 전수.","피부 건강, 폐 기능 관리, 관절 케어. 미세먼지 차단과 보습이 건강 비결.","예술 활동, 문화 봉사, 품격 있는 노후, 가족과 문화 여행, 전시 관람","아름다움은 나이를 초월합니다. 품격 있는 삶으로 마지막까지 빛나세요."
DU_임_10대,임수 대운 10대,daeun_interpretation,임,10-19,10대,"임수(壬水) 대운이 10대에 오면 큰 강물처럼 지적 호기심이 넘치는 학창시절을 보냅니다. 다양한 분야에 관심이 많고 독서량이 풍부하며, 상상력과 창의력이 뛰어납니다. 해외 유학이나 여행의 기회가 생기기도 합니다.","여러 과목에서 고르게 좋은 성적. 독서왕, 퀴즈 대회 수상. 외국어 학습에 재능. 해외 교환학생 기회.","용돈 관리에 유동적. 때로는 충동적 소비, 때로는 의외의 저축. 경제관념 형성 중.","다양한 친구 그룹. 어디서든 잘 어울림. 해외 친구도 생길 수 있음. 이성에 대한 호기심 발동.","신장, 방광, 냉증 주의. 체온 관리 중요. 물놀이 시 안전 주의.","독서 활동, 해외 경험, 다양한 관심사 발달, 창의적 프로젝트, 외국어 학습","물처럼 유연하게 흐르되 방향을 잃지 마세요. 다양한 경험이 미래의 큰 자산이 됩니다."
DU_임_20대,임수 대운 20대,daeun_interpretation,임,20-29,20대,"임수(壬水) 대운이 20대에 오면 큰 강이 바다로 향하듯 넓은 세상으로 진출합니다. 해외 취업, 무역, 유통, 여행 관련 분야에서 기회가 많습니다. 변화에 유연하게 대처하며, 다양한 경험을 통해 성장합니다.","무역, 유통, 해운, 여행, 외교, 통번역 등 국제 분야에서 성과. 해외 파견이나 해외 취업 가능. 다양한 직종 경험.","수입이 유동적. 큰 돈이 들어왔다 나가는 패턴. 재무 관리 습관 형성 중요. 외화 투자에 관심.","다양한 만남과 이별. 해외에서의 인연 가능. 자유로운 연애 스타일. 결혼보다 동반자 관계 선호.","신장, 방광, 생식기 건강 주의. 과음 조심. 수분 섭취와 체온 관리 중요.","해외 경험, 다양한 직업 탐색, 국제 네트워크 형성, 자유로운 연애, 모험과 도전","강물은 막히면 돌아갑니다. 유연한 자세로 변화에 대응하면 어디서든 길이 열립니다."
DU_임_30대,임수 대운 30대,daeun_interpretation,임,30-39,30대,"임수(壬水) 대운이 30대에 오면 강물이 깊어지듯 전문성과 경험이 축적되는 시기입니다. 국제적 커리어가 본격화되거나, 유통/무역 분야에서 사업 기반을 닦습니다. 변화 속에서 안정을 찾아야 하는 과제가 있습니다.","국제 비즈니스, 무역회사 중견 간부, 해외 지사 주재원. 유통망 구축이나 온라인 비즈니스 성장.","수입 증가하지만 변동성 있음. 외화 자산이나 해외 투자로 분산. 부동산보다 유동 자산 선호.","국제 결혼 가능성. 다문화 가정 구축. 잦은 출장으로 가정 생활 균형 필요.","신장 기능, 허리 통증, 부종 주의. 장기 출장으로 인한 시차 적응과 피로 관리.","해외 사업 확장, 국제 결혼, 유통망 구축, 해외 부동산 투자, 다문화 경험","강물처럼 유연하되 깊이도 갖추세요. 변화를 즐기면서도 안정적 기반을 구축하는 것이 중요합니다."
DU_임_40대,임수 대운 40대,daeun_interpretation,임,40-49,40대,"임수(壬水) 대운이 40대에 오면 강과 바다가 만나는 지점처럼 인생의 큰 전환을 경험합니다. 그동안의 경험이 모여 큰 흐름을 만들고, 새로운 차원의 도전이 시작됩니다. 지혜와 통찰력이 깊어집니다.","국제 비즈니스 리더, 무역회사 대표, 해외 사업 총괄. 교육이나 컨설팅으로 경험 전수.","글로벌 자산 포트폴리오 구축. 해외 투자와 국내 자산 균형. 환율 변동에 따른 리스크 관리.","가정과 일의 균형 재설정. 자녀 해외 교육 계획. 배우자와의 관계 재정립 필요.","신장 기능 정기 검사. 허리, 관절, 부종 관리. 스트레스로 인한 비뇨기 질환 주의.","사업 전환, 글로벌 투자, 자녀 교육, 인생 방향 재설정, 지혜 축적","바다는 모든 강물을 받아들입니다. 넓은 시야와 포용력으로 새로운 가능성을 열어가세요."
DU_임_50대,임수 대운 50대,daeun_interpretation,임,50-59,50대,"임수(壬水) 대운이 50대에 오면 깊은 바다처럼 고요하지만 풍부한 지혜를 간직하는 시기입니다. 국제적 경험과 넓은 시야를 바탕으로 후진 양성과 사회 공헌에 기여합니다. 여행과 문화 교류에서 삶의 즐거움을 찾습니다.","국제 자문, 강연, 교육 활동. 해외 봉사나 문화 교류 프로그램 참여. 은퇴 후 여행 작가나 칼럼니스트.","해외 자산 정리와 국내 안정 자산으로 전환. 여행 경비와 문화 활동 비용 확보.","글로벌 인맥 정리. 깊은 우정 유지. 부부 함께 세계 여행으로 관계 강화.","신장, 허리, 관절 건강 관리. 여행 시 건강 보험과 응급 대비 필수.","은퇴 후 세계 여행, 국제 봉사, 해외 문화 교류, 여행기 집필, 후진 양성","물은 낮은 곳으로 흐릅니다. 겸손한 자세로 경험을 나누면 존경과 행복이 따라옵니다."
DU_임_60대,임수 대운 60대이후,daeun_interpretation,임,60+,60대이후,"임수(壬水) 대운이 60대 이후에 오면 깊고 잔잔한 호수처럼 평화로운 노후를 보냅니다. 풍부한 경험과 지혜로 가족의 지적 자산이 되며, 독서와 여행으로 충만한 노년을 즐깁니다.","여행 에세이 집필, 독서 모임 운영, 국제 교류 자원봉사. 외국어 실력으로 봉사 활동.","연금과 해외 자산 수입으로 여유로운 노후. 손주 교육비 지원. 여행 경비 확보.","다양한 문화적 배경의 인맥. 해외 친구와의 교류. 손주에게 세계 이야기 들려주기.","신장, 방광, 허리 건강 관리. 적절한 수분 섭취와 체온 유지가 건강 핵심.","세계 여행, 독서 활동, 손주 교육, 국제 봉사, 문화 교류","물처럼 자유롭게 흐르세요. 건강한 몸과 풍요로운 지혜로 마지막까지 세상을 탐험하세요."
DU_계_10대,계수 대운 10대,daeun_interpretation,계,10-19,10대,"계수(癸水) 대운이 10대에 오면 이슬처럼 섬세하고 감수성이 풍부한 학창시절을 보냅니다. 직관력이 뛰어나고 예술적 감성이 깊으며, 몽환적이고 상상력이 풍부합니다. 영적 감수성이 발달하기 시작합니다.","국어, 문학, 예술, 음악에서 감성적 표현력 탁월. 시 쓰기, 그림 그리기, 음악 작곡에 재능. 독서 편식 경향.","경제관념이 약한 편. 감정에 따라 소비하는 경향. 좋아하는 것에는 아끼지 않음.","감수성 풍부한 우정. 상대의 감정을 직관적으로 읽음. 깊은 감정 교류. 첫사랑에 몰입.","냉증, 소변 문제, 수면 장애 주의. 밤에 잠을 잘 못 이루는 경향. 꿈이 많음.","예술적 감성 발달, 직관력 개화, 깊은 감정 경험, 문학/예술 활동, 영성 발달","이슬은 작지만 모든 생명을 적시듯, 섬세한 감성이 큰 힘이 됩니다. 직관을 믿으세요."
DU_계_20대,계수 대운 20대,daeun_interpretation,계,20-29,20대,"계수(癸水) 대운이 20대에 오면 이슬이 모여 시냇물이 되듯 감성적 에너지가 커리어로 연결됩니다. 예술, 심리, 상담, 종교 분야에서 독특한 능력을 발휘합니다. 직관력을 활용한 진로 선택이 중요합니다.","심리상담사, 예술가, 작가, 타로/점술가, 종교인, 힐러 등 영적/감성적 직종에 적합. 치유 관련 분야.","수입이 불안정할 수 있음. 예술 활동이나 프리랜서로 활동 시 재정 관리 중요. 직관적 투자에 소질.","감정이 깊은 연애. 영혼의 단짝을 찾는 로맨티스트. 상대에 대한 이해력이 깊지만 의존성 주의.","신장, 방광, 생리 불순(여성), 수면 장애 주의. 명상이나 요가로 정서 안정.","예술 데뷔, 상담 활동 시작, 영적 수련, 직관적 진로 선택, 깊은 사랑 경험","직관을 신뢰하되 현실 감각도 잃지 마세요. 이슬의 섬세함과 물의 흐름을 동시에 가지세요."
DU_계_30대,계수 대운 30대,daeun_interpretation,계,30-39,30대,"계수(癸水) 대운이 30대에 오면 직관과 감성이 전문성으로 승화되는 시기입니다. 심리상담, 예술치료, 대체의학, 영성 분야에서 독보적 위치를 확보합니다. 가정에서도 섬세한 배려로 따뜻한 분위기를 만듭니다.","전문 상담사, 예술치료사, 대체의학 종사자로 자리잡음. 직관력을 활용한 전문 서비스 제공. 저술 활동.","전문 서비스 수입 안정화. 물질보다 정신적 가치 중시. 꼭 필요한 곳에만 소비.","감성적 결혼 생활. 배우자와의 깊은 정서적 교감. 자녀의 감정을 잘 읽는 부모.","생리 건강(여성), 신장 기능, 수면의 질 관리. 명상과 자연 속 산책 권장.","전문 분야 확립, 가정 구축, 영적 성장, 직관적 상담 활동, 깊은 가족 유대","이슬은 모든 것을 비추는 거울입니다. 자신의 내면을 깊이 들여다보면 세상을 더 잘 이해하게 됩니다."
DU_계_40대,계수 대운 40대,daeun_interpretation,계,40-49,40대,"계수(癸水) 대운이 40대에 오면 영적 직관과 세속적 지혜가 조화를 이루는 시기입니다. 아침 이슬이 세상을 맑게 씻듯, 주변 사람들에게 정화와 치유의 역할을 합니다. 인생의 깊은 의미를 탐구합니다.","영성 지도자, 명상 강사, 심리치료사, 대체의학 전문가로 원숙. 저술과 강연으로 지식 전파.","물질적 풍요보다 정신적 풍요 추구. 안정적 수입 유지. 기부나 봉사에 투자.","가족과의 깊은 영적 교감. 자녀의 진로에 직관적 조언. 부부 간 영혼의 대화.","정서적 번아웃 주의. 타인의 에너지를 흡수하는 경향. 자기 보호와 정화 명상 필요.","영적 성숙, 전문가 위치 확립, 저술 활동, 깊은 가족 유대, 치유 활동 확대","이슬은 스스로도 맑아야 합니다. 남을 치유하기 전에 자신을 먼저 돌보세요."
DU_계_50대,계수 대운 50대,daeun_interpretation,계,50-59,50대,"계수(癸水) 대운이 50대에 오면 깊은 우물처럼 지혜가 고여 있는 시기입니다. 직관력이 최고조에 이르며, 삶의 본질을 꿰뚫는 통찰력으로 주변의 존경을 받습니다. 영적 수행과 명상에 깊이 빠집니다.","영성 분야의 원로. 명상 수련원 운영이나 영적 지도. 직관적 상담으로 많은 이에게 도움.","물질에 대한 집착 줄어듦. 최소한의 소비와 검소한 생활. 기부와 나눔에 적극적.","소수의 깊은 영적 동반자와의 교류. 가족에게 정신적 지주 역할. 명상 모임 주관.","신장 기능 관리, 수면의 질, 정서적 건강이 핵심. 자연과 함께하는 시간 확보.","영적 수행 심화, 명상 지도, 저술 완성, 기부와 나눔, 내면 여행","우물이 깊을수록 맑은 물이 나옵니다. 내면을 깊이 탐구하면 삶의 해답을 찾게 됩니다."
DU_계_60대,계수 대운 60대이후,daeun_interpretation,계,60+,60대이후,"계수(癸水) 대운이 60대 이후에 오면 아침 이슬처럼 맑고 투명한 노후를 보냅니다. 세상의 번잡함에서 벗어나 내면의 평화를 즐기며, 직관과 지혜로 가족과 이웃에게 깊은 영향을 미칩니다.","명상 지도, 영적 상담, 조용한 봉사활동으로 보람 있는 노후. 자연 속에서 수행하는 삶.","물질에 대한 미련 없이 검소한 생활. 정신적 풍요로움이 최고의 재산.","가족의 정신적 지주. 조용하지만 깊은 존재감. 손주에게 지혜로운 이야기 전수.","신장, 방광, 수면 관리. 차분한 생활 리듬 유지. 명상과 호흡으로 건강 관리.","명상 수행, 자연과 함께하는 생활, 영적 유산 전수, 가족과의 깊은 교감, 내면의 평화","이슬은 사라져도 그 흔적은 남습니다. 마음의 평화를 유지하며 소중한 사람들과 함께하세요."
