id,label,type,ganji,sibsin,description
GAN_기해_식신,기해·식신,saju_ganji_sibsin,기해,식신,GAN_기해 일주의 식신 십신 결합 노드.
GAN_기해_정관,기해·정관,saju_ganji_sibsin,기해,정관,GAN_기해 일주의 정관 십신 결합 노드.
GAN_기해_정인,기해·정인,saju_ganji_sibsin,기해,정인,GAN_기해 일주의 정인 십신 결합 노드.
GAN_기해_정재,기해·정재,saju_ganji_sibsin,기해,정재,GAN_기해 일주의 정재 십신 결합 노드.
GAN_기해_편관,기해·편관,saju_ganji_sibsin,기해,편관,GAN_기해 일주의 편관 십신 결합 노드.
GAN_기해_편인,기해·편인,saju_ganji_sibsin,기해,편인,GAN_기해 일주의 편인 십신 결합 노드.
GAN_기해_편재,기해·편재,saju_ganji_sibsin,기해,편재,GAN_기해 일주의 편재 십신 결합 노드.
GAN_무술_겁재,무술·겁재,saju_ganji_sibsin,무술,겁재,GAN_무술 일주의 겁재 십신 결합 노드.
GAN_무술_비견,무술·비견,saju_ganji_sibsin,무술,비견,GAN_무술 일주의 비견 십신 결합 노드.
GAN_무술_상관,무술·상관,saju_ganji_sibsin,무술,상관,GAN_무술 일주의 상관 십신 결합 노드.
GAN_무술_식신,무술·식신,saju_ganji_sibsin,무술,식신,GAN_무술 일주의 식신 십신 결합 노드.
GAN_무술_정관,무술·정관,saju_ganji_sibsin,무술,정관,GAN_무술 일주의 정관 십신 결합 노드.
GAN_무술_정인,무술·정인,saju_ganji_sibsin,무술,정인,GAN_무술 일주의 정인 십신 결합 노드.
GAN_무술_정재,무술·정재,saju_ganji_sibsin,무술,정재,GAN_무술 일주의 정재 십신 결합 노드.
GAN_무술_편관,무술·편관,saju_ganji_sibsin,무술,편관,GAN_무술 일주의 편관 십신 결합 노드.
GAN_무술_편인,무술·편인,saju_ganji_sibsin,무술,편인,GAN_무술 일주의 편인 십신 결합 노드.
GAN_무술_편재,무술·편재,saju_ganji_sibsin,무술,편재,GAN_무술 일주의 편재 십신 결합 노드.
GAN_무신_겁재,무신·겁재,saju_ganji_sibsin,무신,겁재,GAN_무신 일주의 겁재 십신 결합 노드.
GAN_무신_비견,무신·비견,saju_ganji_sibsin,무신,비견,GAN_무신 일주의 비견 십신 결합 노드.
GAN_무신_상관,무신·상관,saju_ganji_sibsin,무신,상관,GAN_무신 일주의 상관 십신 결합 노드.
GAN_무신_식신,무신·식신,saju_ganji_sibsin,무신,식신,GAN_무신 일주의 식신 십신 결합 노드.
GAN_무신_정관,무신·정관,saju_ganji_sibsin,무신,정관,GAN_무신 일주의 정관 십신 결합 노드.
GAN_무신_정인,무신·정인,saju_ganji_sibsin,무신,정인,GAN_무신 일주의 정인 십신 결합 노드.
GAN_무신_정재,무신·정재,saju_ganji_sibsin,무신,정재,GAN_무신 일주의 정재 십신 결합 노드.
GAN_무신_편관,무신·편관,saju_ganji_sibsin,무신,편관,GAN_무신 일주의 편관 십신 결합 노드.
GAN_무신_편인,무신·편인,saju_ganji_sibsin,무신,편인,GAN_무신 일주의 편인 십신 결합 노드.
GAN_무신_편재,무신·편재,saju_ganji_sibsin,무신,편재,GAN_무신 일주의 편재 십신 결합 노드.
GAN_무오_겁재,무오·겁재,saju_ganji_sibsin,무오,겁재,GAN_무오 일주의 겁재 십신 결합 노드.
GAN_무오_비견,무오·비견,saju_ganji_sibsin,무오,비견,GAN_무오 일주의 비견 십신 결합 노드.
GAN_무오_상관,무오·상관,saju_ganji_sibsin,무오,상관,GAN_무오 일주의 상관 십신 결합 노드.
GAN_무오_식신,무오·식신,saju_ganji_sibsin,무오,식신,GAN_무오 일주의 식신 십신 결합 노드.
GAN_무오_정관,무오·정관,saju_ganji_sibsin,무오,정관,GAN_무오 일주의 정관 십신 결합 노드.
GAN_무오_정인,무오·정인,saju_ganji_sibsin,무오,정인,GAN_무오 일주의 정인 십신 결합 노드.
GAN_무오_정재,무오·정재,saju_ganji_sibsin,무오,정재,GAN_무오 일주의 정재 십신 결합 노드.
GAN_무오_편관,무오·편관,saju_ganji_sibsin,무오,편관,GAN_무오 일주의 편관 십신 결합 노드.
GAN_무오_편인,무오·편인,saju_ganji_sibsin,무오,편인,GAN_무오 일주의 편인 십신 결합 노드.
GAN_무오_편재,무오·편재,saju_ganji_sibsin,무오,편재,GAN_무오 일주의 편재 십신 결합 노드.
GAN_무인_겁재,무인·겁재,saju_ganji_sibsin,무인,겁재,GAN_무인 일주의 겁재 십신 결합 노드.
GAN_무인_비견,무인·비견,saju_ganji_sibsin,무인,비견,GAN_무인 일주의 비견 십신 결합 노드.
GAN_무인_상관,무인·상관,saju_ganji_sibsin,무인,상관,GAN_무인 일주의 상관 십신 결합 노드.
GAN_무인_식신,무인·식신,saju_ganji_sibsin,무인,식신,GAN_무인 일주의 식신 십신 결합 노드.
GAN_무인_정관,무인·정관,saju_ganji_sibsin,무인,정관,GAN_무인 일주의 정관 십신 결합 노드.
GAN_무인_정인,무인·정인,saju_ganji_sibsin,무인,정인,GAN_무인 일주의 정인 십신 결합 노드.
GAN_무인_정재,무인·정재,saju_ganji_sibsin,무인,정재,GAN_무인 일주의 정재 십신 결합 노드.
GAN_무인_편관,무인·편관,saju_ganji_sibsin,무인,편관,GAN_무인 일주의 편관 십신 결합 노드.
GAN_무인_편인,무인·편인,saju_ganji_sibsin,무인,편인,GAN_무인 일주의 편인 십신 결합 노드.
GAN_무인_편재,무인·편재,saju_ganji_sibsin,무인,편재,GAN_무인 일주의 편재 십신 결합 노드.
GAN_무자_겁재,무자·겁재,saju_ganji_sibsin,무자,겁재,GAN_무자 일주의 겁재 십신 결합 노드.
GAN_무자_비견,무자·비견,saju_ganji_sibsin,무자,비견,GAN_무자 일주의 비견 십신 결합 노드.
GAN_무자_상관,무자·상관,saju_ganji_sibsin,무자,상관,GAN_무자 일주의 상관 십신 결합 노드.
GAN_무자_식신,무자·식신,saju_ganji_sibsin,무자,식신,GAN_무자 일주의 식신 십신 결합 노드.
GAN_무자_정관,무자·정관,saju_ganji_sibsin,무자,정관,GAN_무자 일주의 정관 십신 결합 노드.
GAN_무자_정인,무자·정인,saju_ganji_sibsin,무자,정인,GAN_무자 일주의 정인 십신 결합 노드.
GAN_무자_정재,무자·정재,saju_ganji_sibsin,무자,정재,GAN_무자 일주의 정재 십신 결합 노드.
GAN_무자_편관,무자·편관,saju_ganji_sibsin,무자,편관,GAN_무자 일주의 편관 십신 결합 노드.
GAN_무자_편인,무자·편인,saju_ganji_sibsin,무자,편인,GAN_무자 일주의 편인 십신 결합 노드.
GAN_무자_편재,무자·편재,saju_ganji_sibsin,무자,편재,GAN_무자 일주의 편재 십신 결합 노드.
GAN_무진_겁재,무진·겁재,saju_ganji_sibsin,무진,겁재,GAN_무진 일주의 겁재 십신 결합 노드.
GAN_무진_비견,무진·비견,saju_ganji_sibsin,무진,비견,GAN_무진 일주의 비견 십신 결합 노드.
GAN_무진_상관,무진·상관,saju_ganji_sibsin,무진,상관,GAN_무진 일주의 상관 십신 결합 노드.
GAN_무진_식신,무진·식신,saju_ganji_sibsin,무진,식신,GAN_무진 일주의 식신 십신 결합 노드.
GAN_무진_정관,무진·정관,saju_ganji_sibsin,무진,정관,GAN_무진 일주의 정관 십신 결합 노드.
GAN_무진_정인,무진·정인,saju_ganji_sibsin,무진,정인,GAN_무진 일주의 정인 십신 결합 노드.
GAN_무진_정재,무진·정재,saju_ganji_sibsin,무진,정재,GAN_무진 일주의 정재 십신 결합 노드.
GAN_무진_편관,무진·편관,saju_ganji_sibsin,무진,편관,GAN_무진 일주의 편관 십신 결합 노드.
GAN_무진_편인,무진·편인,saju_ganji_sibsin,무진,편인,GAN_무진 일주의 편인 십신 결합 노드.
GAN_무진_편재,무진·편재,saju_ganji_sibsin,무진,편재,GAN_무진 일주의 편재 십신 결합 노드.
GAN_병술_겁재,병술·겁재,saju_ganji_sibsin,병술,겁재,GAN_병술 일주의 겁재 십신 결합 노드.
GAN_병술_비견,병술·비견,saju_ganji_sibsin,병술,비견,GAN_병술 일주의 비견 십신 결합 노드.
GAN_병술_상관,병술·상관,saju_ganji_sibsin,병술,상관,GAN_병술 일주의 상관 십신 결합 노드.
GAN_병술_식신,병술·식신,saju_ganji_sibsin,병술,식신,GAN_병술 일주의 식신 십신 결합 노드.
GAN_병술_정관,병술·정관,saju_ganji_sibsin,병술,정관,GAN_병술 일주의 정관 십신 결합 노드.
GAN_병술_정인,병술·정인,saju_ganji_sibsin,병술,정인,GAN_병술 일주의 정인 십신 결합 노드.
GAN_병술_정재,병술·정재,saju_ganji_sibsin,병술,정재,GAN_병술 일주의 정재 십신 결합 노드.
GAN_병술_편관,병술·편관,saju_ganji_sibsin,병술,편관,GAN_병술 일주의 편관 십신 결합 노드.
GAN_병술_편인,병술·편인,saju_ganji_sibsin,병술,편인,GAN_병술 일주의 편인 십신 결합 노드.
GAN_병술_편재,병술·편재,saju_ganji_sibsin,병술,편재,GAN_병술 일주의 편재 십신 결합 노드.
GAN_병신_겁재,병신·겁재,saju_ganji_sibsin,병신,겁재,GAN_병신 일주의 겁재 십신 결합 노드.
GAN_병신_비견,병신·비견,saju_ganji_sibsin,병신,비견,GAN_병신 일주의 비견 십신 결합 노드.
GAN_병신_상관,병신·상관,saju_ganji_sibsin,병신,상관,GAN_병신 일주의 상관 십신 결합 노드.
GAN_병신_식신,병신·식신,saju_ganji_sibsin,병신,식신,GAN_병신 일주의 식신 십신 결합 노드.
GAN_병신_정관,병신·정관,saju_ganji_sibsin,병신,정관,GAN_병신 일주의 정관 십신 결합 노드.
GAN_병신_정인,병신·정인,saju_ganji_sibsin,병신,정인,GAN_병신 일주의 정인 십신 결합 노드.
GAN_병신_정재,병신·정재,saju_ganji_sibsin,병신,정재,GAN_병신 일주의 정재 십신 결합 노드.
GAN_병신_편관,병신·편관,saju_ganji_sibsin,병신,편관,GAN_병신 일주의 편관 십신 결합 노드.
GAN_병신_편인,병신·편인,saju_ganji_sibsin,병신,편인,GAN_병신 일주의 편인 십신 결합 노드.
GAN_병신_편재,병신·편재,saju_ganji_sibsin,병신,편재,GAN_병신 일주의 편재 십신 결합 노드.
GAN_병오_겁재,병오·겁재,saju_ganji_sibsin,병오,겁재,GAN_병오 일주의 겁재 십신 결합 노드.
GAN_병오_비견,병오·비견,saju_ganji_sibsin,병오,비견,GAN_병오 일주의 비견 십신 결합 노드.
GAN_병오_상관,병오·상관,saju_ganji_sibsin,병오,상관,GAN_병오 일주의 상관 십신 결합 노드.
GAN_병오_식신,병오·식신,saju_ganji_sibsin,병오,식신,GAN_병오 일주의 식신 십신 결합 노드.
GAN_병오_정관,병오·정관,saju_ganji_sibsin,병오,정관,GAN_병오 일주의 정관 십신 결합 노드.
GAN_병오_정인,병오·정인,saju_ganji_sibsin,병오,정인,GAN_병오 일주의 정인 십신 결합 노드.
GAN_병오_정재,병오·정재,saju_ganji_sibsin,병오,정재,GAN_병오 일주의 정재 십신 결합 노드.
GAN_병오_편관,병오·편관,saju_ganji_sibsin,병오,편관,GAN_병오 일주의 편관 십신 결합 노드.
GAN_병오_편인,병오·편인,saju_ganji_sibsin,병오,편인,GAN_병오 일주의 편인 십신 결합 노드.
GAN_병오_편재,병오·편재,saju_ganji_sibsin,병오,편재,GAN_병오 일주의 편재 십신 결합 노드.
GAN_병인_겁재,병인·겁재,saju_ganji_sibsin,병인,겁재,GAN_병인 일주의 겁재 십신 결합 노드.
GAN_병인_비견,병인·비견,saju_ganji_sibsin,병인,비견,GAN_병인 일주의 비견 십신 결합 노드.
GAN_병인_상관,병인·상관,saju_ganji_sibsin,병인,상관,GAN_병인 일주의 상관 십신 결합 노드.
GAN_병인_식신,병인·식신,saju_ganji_sibsin,병인,식신,GAN_병인 일주의 식신 십신 결합 노드.
GAN_병인_정관,병인·정관,saju_ganji_sibsin,병인,정관,GAN_병인 일주의 정관 십신 결합 노드.
GAN_병인_정인,병인·정인,saju_ganji_sibsin,병인,정인,GAN_병인 일주의 정인 십신 결합 노드.
GAN_병인_정재,병인·정재,saju_ganji_sibsin,병인,정재,GAN_병인 일주의 정재 십신 결합 노드.
GAN_병인_편관,병인·편관,saju_ganji_sibsin,병인,편관,GAN_병인 일주의 편관 십신 결합 노드.
GAN_병인_편인,병인·편인,saju_ganji_sibsin,병인,편인,GAN_병인 일주의 편인 십신 결합 노드.
GAN_병인_편재,병인·편재,saju_ganji_sibsin,병인,편재,GAN_병인 일주의 편재 십신 결합 노드.
GAN_병자_겁재,병자·겁재,saju_ganji_sibsin,병자,겁재,GAN_병자 일주의 겁재 십신 결합 노드.
GAN_병자_비견,병자·비견,saju_ganji_sibsin,병자,비견,GAN_병자 일주의 비견 십신 결합 노드.
GAN_병자_상관,병자·상관,saju_ganji_sibsin,병자,상관,GAN_병자 일주의 상관 십신 결합 노드.
GAN_병자_식신,병자·식신,saju_ganji_sibsin,병자,식신,GAN_병자 일주의 식신 십신 결합 노드.
GAN_병자_정관,병자·정관,saju_ganji_sibsin,병자,정관,GAN_병자 일주의 정관 십신 결합 노드.
GAN_병자_정인,병자·정인,saju_ganji_sibsin,병자,정인,GAN_병자 일주의 정인 십신 결합 노드.
GAN_병자_정재,병자·정재,saju_ganji_sibsin,병자,정재,GAN_병자 일주의 정재 십신 결합 노드.
GAN_병자_편관,병자·편관,saju_ganji_sibsin,병자,편관,GAN_병자 일주의 편관 십신 결합 노드.
GAN_병자_편인,병자·편인,saju_ganji_sibsin,병자,편인,GAN_병자 일주의 편인 십신 결합 노드.
GAN_병자_편재,병자·편재,saju_ganji_sibsin,병자,편재,GAN_병자 일주의 편재 십신 결합 노드.
GAN_병진_겁재,병진·겁재,saju_ganji_sibsin,병진,겁재,GAN_병진 일주의 겁재 십신 결합 노드.
GAN_병진_비견,병진·비견,saju_ganji_sibsin,병진,비견,GAN_병진 일주의 비견 십신 결합 노드.
GAN_병진_상관,병진·상관,saju_ganji_sibsin,병진,상관,GAN_병진 일주의 상관 십신 결합 노드.
GAN_병진_식신,병진·식신,saju_ganji_sibsin,병진,식신,GAN_병진 일주의 식신 십신 결합 노드.
GAN_병진_정관,병진·정관,saju_ganji_sibsin,병진,정관,GAN_병진 일주의 정관 십신 결합 노드.
GAN_병진_정인,병진·정인,saju_ganji_sibsin,병진,정인,GAN_병진 일주의 정인 십신 결합 노드.
GAN_병진_정재,병진·정재,saju_ganji_sibsin,병진,정재,GAN_병진 일주의 정재 십신 결합 노드.
GAN_병진_편관,병진·편관,saju_ganji_sibsin,병진,편관,GAN_병진 일주의 편관 십신 결합 노드.
GAN_병진_편인,병진·편인,saju_ganji_sibsin,병진,편인,GAN_병진 일주의 편인 십신 결합 노드.
GAN_병진_편재,병진·편재,saju_ganji_sibsin,병진,편재,GAN_병진 일주의 편재 십신 결합 노드.
GAN_신묘_겁재,신묘·겁재,saju_ganji_sibsin,신묘,겁재,GAN_신묘 일주의 겁재 십신 결합 노드.
GAN_신묘_비견,신묘·비견,saju_ganji_sibsin,신묘,비견,GAN_신묘 일주의 비견 십신 결합 노드.
GAN_신묘_상관,신묘·상관,saju_ganji_sibsin,신묘,상관,GAN_신묘 일주의 상관 십신 결합 노드.
GAN_신묘_식신,신묘·식신,saju_ganji_sibsin,신묘,식신,GAN_신묘 일주의 식신 십신 결합 노드.
GAN_신묘_정관,신묘·정관,saju_ganji_sibsin,신묘,정관,GAN_신묘 일주의 정관 십신 결합 노드.
GAN_신묘_정인,신묘·정인,saju_ganji_sibsin,신묘,정인,GAN_신묘 일주의 정인 십신 결합 노드.
GAN_신묘_정재,신묘·정재,saju_ganji_sibsin,신묘,정재,GAN_신묘 일주의 정재 십신 결합 노드.
GAN_신묘_편관,신묘·편관,saju_ganji_sibsin,신묘,편관,GAN_신묘 일주의 편관 십신 결합 노드.
GAN_신묘_편인,신묘·편인,saju_ganji_sibsin,신묘,편인,GAN_신묘 일주의 편인 십신 결합 노드.
GAN_신묘_편재,신묘·편재,saju_ganji_sibsin,신묘,편재,GAN_신묘 일주의 편재 십신 결합 노드.
GAN_신미_겁재,신미·겁재,saju_ganji_sibsin,신미,겁재,GAN_신미 일주의 겁재 십신 결합 노드.
GAN_신미_비견,신미·비견,saju_ganji_sibsin,신미,비견,GAN_신미 일주의 비견 십신 결합 노드.
GAN_신미_상관,신미·상관,saju_ganji_sibsin,신미,상관,GAN_신미 일주의 상관 십신 결합 노드.
GAN_신미_식신,신미·식신,saju_ganji_sibsin,신미,식신,GAN_신미 일주의 식신 십신 결합 노드.
GAN_신미_정관,신미·정관,saju_ganji_sibsin,신미,정관,GAN_신미 일주의 정관 십신 결합 노드.
GAN_신미_정인,신미·정인,saju_ganji_sibsin,신미,정인,GAN_신미 일주의 정인 십신 결합 노드.
GAN_신미_정재,신미·정재,saju_ganji_sibsin,신미,정재,GAN_신미 일주의 정재 십신 결합 노드.
GAN_신미_편관,신미·편관,saju_ganji_sibsin,신미,편관,GAN_신미 일주의 편관 십신 결합 노드.
GAN_신미_편인,신미·편인,saju_ganji_sibsin,신미,편인,GAN_신미 일주의 편인 십신 결합 노드.
GAN_신미_편재,신미·편재,saju_ganji_sibsin,신미,편재,GAN_신미 일주의 편재 십신 결합 노드.
GAN_신사_겁재,신사·겁재,saju_ganji_sibsin,신사,겁재,GAN_신사 일주의 겁재 십신 결합 노드.
GAN_신사_비견,신사·비견,saju_ganji_sibsin,신사,비견,GAN_신사 일주의 비견 십신 결합 노드.
GAN_신사_상관,신사·상관,saju_ganji_sibsin,신사,상관,GAN_신사 일주의 상관 십신 결합 노드.
GAN_신사_식신,신사·식신,saju_ganji_sibsin,신사,식신,GAN_신사 일주의 식신 십신 결합 노드.
GAN_신사_정관,신사·정관,saju_ganji_sibsin,신사,정관,GAN_신사 일주의 정관 십신 결합 노드.
GAN_신사_정인,신사·정인,saju_ganji_sibsin,신사,정인,GAN_신사 일주의 정인 십신 결합 노드.
GAN_신사_정재,신사·정재,saju_ganji_sibsin,신사,정재,GAN_신사 일주의 정재 십신 결합 노드.
GAN_신사_편관,신사·편관,saju_ganji_sibsin,신사,편관,GAN_신사 일주의 편관 십신 결합 노드.
GAN_신사_편인,신사·편인,saju_ganji_sibsin,신사,편인,GAN_신사 일주의 편인 십신 결합 노드.
GAN_신사_편재,신사·편재,saju_ganji_sibsin,신사,편재,GAN_신사 일주의 편재 십신 결합 노드.
GAN_신유_겁재,신유·겁재,saju_ganji_sibsin,신유,겁재,GAN_신유 일주의 겁재 십신 결합 노드.
GAN_신유_비견,신유·비견,saju_ganji_sibsin,신유,비견,GAN_신유 일주의 비견 십신 결합 노드.
GAN_신유_상관,신유·상관,saju_ganji_sibsin,신유,상관,GAN_신유 일주의 상관 십신 결합 노드.
GAN_신유_식신,신유·식신,saju_ganji_sibsin,신유,식신,GAN_신유 일주의 식신 십신 결합 노드.
GAN_신유_정관,신유·정관,saju_ganji_sibsin,신유,정관,GAN_신유 일주의 정관 십신 결합 노드.
GAN_신유_정인,신유·정인,saju_ganji_sibsin,신유,정인,GAN_신유 일주의 정인 십신 결합 노드.
GAN_신유_정재,신유·정재,saju_ganji_sibsin,신유,정재,GAN_신유 일주의 정재 십신 결합 노드.
GAN_신유_편관,신유·편관,saju_ganji_sibsin,신유,편관,GAN_신유 일주의 편관 십신 결합 노드.
GAN_신유_편인,신유·편인,saju_ganji_sibsin,신유,편인,GAN_신유 일주의 편인 십신 결합 노드.
GAN_신유_편재,신유·편재,saju_ganji_sibsin,신유,편재,GAN_신유 일주의 편재 십신 결합 노드.
GAN_신축_겁재,신축·겁재,saju_ganji_sibsin,신축,겁재,GAN_신축 일주의 겁재 십신 결합 노드.
GAN_신축_비견,신축·비견,saju_ganji_sibsin,신축,비견,GAN_신축 일주의 비견 십신 결합 노드.
GAN_신축_상관,신축·상관,saju_ganji_sibsin,신축,상관,GAN_신축 일주의 상관 십신 결합 노드.
GAN_신축_식신,신축·식신,saju_ganji_sibsin,신축,식신,GAN_신축 일주의 식신 십신 결합 노드.
GAN_신축_정관,신축·정관,saju_ganji_sibsin,신축,정관,GAN_신축 일주의 정관 십신 결합 노드.
GAN_신축_정인,신축·정인,saju_ganji_sibsin,신축,정인,GAN_신축 일주의 정인 십신 결합 노드.
GAN_신축_정재,신축·정재,saju_ganji_sibsin,신축,정재,GAN_신축 일주의 정재 십신 결합 노드.
GAN_신축_편관,신축·편관,saju_ganji_sibsin,신축,편관,GAN_신축 일주의 편관 십신 결합 노드.
GAN_신축_편인,신축·편인,saju_ganji_sibsin,신축,편인,GAN_신축 일주의 편인 십신 결합 노드.
GAN_신축_편재,신축·편재,saju_ganji_sibsin,신축,편재,GAN_신축 일주의 편재 십신 결합 노드.
GAN_신해_겁재,신해·겁재,saju_ganji_sibsin,신해,겁재,GAN_신해 일주의 겁재 십신 결합 노드.
GAN_신해_비견,신해·비견,saju_ganji_sibsin,신해,비견,GAN_신해 일주의 비견 십신 결합 노드.
GAN_신해_상관,신해·상관,saju_ganji_sibsin,신해,상관,GAN_신해 일주의 상관 십신 결합 노드.
GAN_신해_식신,신해·식신,saju_ganji_sibsin,신해,식신,GAN_신해 일주의 식신 십신 결합 노드.
GAN_신해_정관,신해·정관,saju_ganji_sibsin,신해,정관,GAN_신해 일주의 정관 십신 결합 노드.
GAN_신해_정인,신해·정인,saju_ganji_sibsin,신해,정인,GAN_신해 일주의 정인 십신 결합 노드.
GAN_신해_정재,신해·정재,saju_ganji_sibsin,신해,정재,GAN_신해 일주의 정재 십신 결합 노드.
GAN_신해_편관,신해·편관,saju_ganji_sibsin,신해,편관,GAN_신해 일주의 편관 십신 결합 노드.
GAN_신해_편인,신해·편인,saju_ganji_sibsin,신해,편인,GAN_신해 일주의 편인 십신 결합 노드.
GAN_신해_편재,신해·편재,saju_ganji_sibsin,신해,편재,GAN_신해 일주의 편재 십신 결합 노드.
GAN_을묘_겁재,을묘·겁재,saju_ganji_sibsin,을묘,겁재,GAN_을묘 일주의 겁재 십신 결합 노드.
GAN_을묘_비견,을묘·비견,saju_ganji_sibsin,을묘,비견,GAN_을묘 일주의 비견 십신 결합 노드.
GAN_을묘_상관,을묘·상관,saju_ganji_sibsin,을묘,상관,GAN_을묘 일주의 상관 십신 결합 노드.
GAN_을묘_식신,을묘·식신,saju_ganji_sibsin,을묘,식신,GAN_을묘 일주의 식신 십신 결합 노드.
GAN_을묘_정관,을묘·정관,saju_ganji_sibsin,을묘,정관,GAN_을묘 일주의 정관 십신 결합 노드.
GAN_을묘_정인,을묘·정인,saju_ganji_sibsin,을묘,정인,GAN_을묘 일주의 정인 십신 결합 노드.
GAN_을묘_정재,을묘·정재,saju_ganji_sibsin,을묘,정재,GAN_을묘 일주의 정재 십신 결합 노드.
GAN_을묘_편관,을묘·편관,saju_ganji_sibsin,을묘,편관,GAN_을묘 일주의 편관 십신 결합 노드.
GAN_을묘_편인,을묘·편인,saju_ganji_sibsin,을묘,편인,GAN_을묘 일주의 편인 십신 결합 노드.
GAN_을묘_편재,을묘·편재,saju_ganji_sibsin,을묘,편재,GAN_을묘 일주의 편재 십신 결합 노드.
GAN_을미_겁재,을미·겁재,saju_ganji_sibsin,을미,겁재,GAN_을미 일주의 겁재 십신 결합 노드.
GAN_을미_비견,을미·비견,saju_ganji_sibsin,을미,비견,GAN_을미 일주의 비견 십신 결합 노드.
GAN_을미_상관,을미·상관,saju_ganji_sibsin,을미,상관,GAN_을미 일주의 상관 십신 결합 노드.
GAN_을미_식신,을미·식신,saju_ganji_sibsin,을미,식신,GAN_을미 일주의 식신 십신 결합 노드.
GAN_을미_정관,을미·정관,saju_ganji_sibsin,을미,정관,GAN_을미 일주의 정관 십신 결합 노드.
GAN_을미_정인,을미·정인,saju_ganji_sibsin,을미,정인,GAN_을미 일주의 정인 십신 결합 노드.
GAN_을미_정재,을미·정재,saju_ganji_sibsin,을미,정재,GAN_을미 일주의 정재 십신 결합 노드.
GAN_을미_편관,을미·편관,saju_ganji_sibsin,을미,편관,GAN_을미 일주의 편관 십신 결합 노드.
GAN_을미_편인,을미·편인,saju_ganji_sibsin,을미,편인,GAN_을미 일주의 편인 십신 결합 노드.
GAN_을미_편재,을미·편재,saju_ganji_sibsin,을미,편재,GAN_을미 일주의 편재 십신 결합 노드.
GAN_을사_겁재,을사·겁재,saju_ganji_sibsin,을사,겁재,GAN_을사 일주의 겁재 십신 결합 노드.
GAN_을사_비견,을사·비견,saju_ganji_sibsin,을사,비견,GAN_을사 일주의 비견 십신 결합 노드.
GAN_을사_상관,을사·상관,saju_ganji_sibsin,을사,상관,GAN_을사 일주의 상관 십신 결합 노드.
GAN_을사_식신,을사·식신,saju_ganji_sibsin,을사,식신,GAN_을사 일주의 식신 십신 결합 노드.
GAN_을사_정관,을사·정관,saju_ganji_sibsin,을사,정관,GAN_을사 일주의 정관 십신 결합 노드.
GAN_을사_정인,을사·정인,saju_ganji_sibsin,을사,정인,GAN_을사 일주의 정인 십신 결합 노드.
GAN_을사_정재,을사·정재,saju_ganji_sibsin,을사,정재,GAN_을사 일주의 정재 십신 결합 노드.
GAN_을사_편관,을사·편관,saju_ganji_sibsin,을사,편관,GAN_을사 일주의 편관 십신 결합 노드.
GAN_을사_편인,을사·편인,saju_ganji_sibsin,을사,편인,GAN_을사 일주의 편인 십신 결합 노드.
GAN_을사_편재,을사·편재,saju_ganji_sibsin,을사,편재,GAN_을사 일주의 편재 십신 결합 노드.
GAN_을유_겁재,을유·겁재,saju_ganji_sibsin,을유,겁재,GAN_을유 일주의 겁재 십신 결합 노드.
GAN_을유_비견,을유·비견,saju_ganji_sibsin,을유,비견,GAN_을유 일주의 비견 십신 결합 노드.
GAN_을유_상관,을유·상관,saju_ganji_sibsin,을유,상관,GAN_을유 일주의 상관 십신 결합 노드.
GAN_을유_식신,을유·식신,saju_ganji_sibsin,을유,식신,GAN_을유 일주의 식신 십신 결합 노드.
GAN_을유_정관,을유·정관,saju_ganji_sibsin,을유,정관,GAN_을유 일주의 정관 십신 결합 노드.
GAN_을유_정인,을유·정인,saju_ganji_sibsin,을유,정인,GAN_을유 일주의 정인 십신 결합 노드.
GAN_을유_정재,을유·정재,saju_ganji_sibsin,을유,정재,GAN_을유 일주의 정재 십신 결합 노드.
GAN_을유_편관,을유·편관,saju_ganji_sibsin,을유,편관,GAN_을유 일주의 편관 십신 결합 노드.
GAN_을유_편인,을유·편인,saju_ganji_sibsin,을유,편인,GAN_을유 일주의 편인 십신 결합 노드.
GAN_을유_편재,을유·편재,saju_ganji_sibsin,을유,편재,GAN_을유 일주의 편재 십신 결합 노드.
GAN_을축_겁재,을축·겁재,saju_ganji_sibsin,을축,겁재,GAN_을축 일주의 겁재 십신 결합 노드.
GAN_을축_비견,을축·비견,saju_ganji_sibsin,을축,비견,GAN_을축 일주의 비견 십신 결합 노드.
GAN_을축_상관,을축·상관,saju_ganji_sibsin,을축,상관,GAN_을축 일주의 상관 십신 결합 노드.
GAN_을축_식신,을축·식신,saju_ganji_sibsin,을축,식신,GAN_을축 일주의 식신 십신 결합 노드.
GAN_을축_정관,을축·정관,saju_ganji_sibsin,을축,정관,GAN_을축 일주의 정관 십신 결합 노드.
GAN_을축_정인,을축·정인,saju_ganji_sibsin,을축,정인,GAN_을축 일주의 정인 십신 결합 노드.
GAN_을축_정재,을축·정재,saju_ganji_sibsin,을축,정재,GAN_을축 일주의 정재 십신 결합 노드.
GAN_을축_편관,을축·편관,saju_ganji_sibsin,을축,편관,GAN_을축 일주의 편관 십신 결합 노드.
GAN_을축_편인,을축·편인,saju_ganji_sibsin,을축,편인,GAN_을축 일주의 편인 십신 결합 노드.
GAN_을축_편재,을축·편재,saju_ganji_sibsin,을축,편재,GAN_을축 일주의 편재 십신 결합 노드.
GAN_을해_겁재,을해·겁재,saju_ganji_sibsin,을해,겁재,GAN_을해 일주의 겁재 십신 결합 노드.
